date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,@ Utah St.,1-3,4.0,46.0,35.0,145.0,0.076,42.0,5.0,6.0,48.0,90.0,4.0,10.0,20.0,3.0,20.0,71.0,1.0
08/27/2022,"Cal Poly @ Logan, UT",3-0,3.0,43.0,19.0,100.0,0.24,42.0,7.0,6.0,38.0,56.0,6.0,7.0,6.0,0.0,10.0,60.0,0.0
09/01/2022,"West Virginia @ Honolulu, HI",3-0,3.0,42.0,12.0,85.0,0.353,40.0,8.0,5.0,27.0,41.0,1.0,4.0,8.0,2.0,8.0,58.0,0.0
09/02/2022,"Texas St. @ Honolulu, HI",3-0,3.0,42.0,12.0,101.0,0.297,41.0,11.0,8.0,55.0,45.0,1.0,0.0,8.0,2.0,4.0,57.0,1.0
09/04/2022,@ Hawaii,3-2,5.0,61.0,22.0,154.0,0.253,55.0,5.0,13.0,59.0,87.0,7.0,1.0,26.0,1.0,14.0,80.0,0.0
09/08/2022,@ LMU (CA),0-3,3.0,34.0,31.0,102.0,0.029,31.0,1.0,14.0,34.0,62.0,2.0,0.0,10.0,1.0,5.0,40.0,0.0
09/09/2022,"San Jose St. @ Los Angeles, CA",3-1,4.0,45.0,25.0,121.0,0.165,41.0,6.0,13.0,49.0,70.0,3.0,2.0,28.0,3.0,16.0,67.0,2.0
09/15/2022,@ San Diego St.,3-0,3.0,39.0,15.0,88.0,0.273,33.0,5.0,6.0,30.0,50.0,2.0,4.0,20.0,1.0,14.0,58.0,1.0
09/16/2022,@ San Diego,0-3,3.0,37.0,18.0,105.0,0.181,36.0,3.0,7.0,48.0,72.0,2.0,2.0,6.0,0.0,5.0,45.0,0.0
09/22/2022,Southern California,1-3,4.0,52.0,25.0,148.0,0.182,47.0,6.0,12.0,65.0,83.0,2.0,2.0,8.0,2.0,6.0,64.0,1.0
09/25/2022,Washington,1-3,4.0,59.0,17.0,132.0,0.318,56.0,3.0,15.0,54.0,85.0,7.0,1.0,4.0,3.0,3.0,65.0,1.0
09/30/2022,Utah,1-3,4.0,45.0,21.0,154.0,0.156,44.0,7.0,16.0,76.0,85.0,3.0,3.0,12.0,1.0,9.0,61.0,1.0
10/02/2022,Colorado,1-3,4.0,67.0,34.0,169.0,0.195,65.0,3.0,9.0,80.0,92.0,4.0,3.0,18.0,1.0,12.0,82.0,1.0
10/07/2022,@ Arizona St.,3-0,3.0,47.0,14.0,101.0,0.327,45.0,6.0,8.0,63.0,47.0,0.0,1.0,10.0,0.0,6.0,59.0,0.0
10/09/2022,@ Arizona,3-1,4.0,60.0,19.0,162.0,0.253,55.0,4.0,11.0,74.0,70.0,3.0,4.0,14.0,1.0,11.0,75.0,1.0
10/14/2022,Oregon St.,3-0,3.0,44.0,12.0,89.0,0.36,41.0,6.0,10.0,35.0,56.0,2.0,0.0,12.0,0.0,6.0,56.0,1.0
10/16/2022,Oregon,2-3,5.0,63.0,24.0,145.0,0.269,60.0,6.0,9.0,50.0,100.0,3.0,2.0,8.0,0.0,6.0,75.0,2.0
10/21/2022,@ Stanford,0-3,3.0,43.0,15.0,116.0,0.241,39.0,5.0,7.0,46.0,67.0,0.0,1.0,2.0,3.0,2.0,50.0,0.0
10/23/2022,@ California,3-0,3.0,44.0,13.0,87.0,0.356,42.0,7.0,9.0,40.0,47.0,4.0,3.0,12.0,3.0,9.0,60.0,2.0
10/28/2022,@ Colorado,1-3,4.0,53.0,29.0,161.0,0.149,51.0,4.0,6.0,71.0,85.0,3.0,4.0,10.0,1.0,9.0,66.0,0.0
10/30/2022,@ Utah,3-0,3.0,45.0,15.0,117.0,0.256,43.0,5.0,6.0,49.0,55.0,2.0,4.0,16.0,1.0,12.0,62.0,1.0
11/04/2022,Arizona,3-1,4.0,55.0,16.0,119.0,0.328,55.0,10.0,8.0,46.0,71.0,6.0,4.0,8.0,4.0,8.0,73.0,2.0
11/06/2022,Arizona St.,3-0,3.0,53.0,16.0,123.0,0.301,52.0,7.0,5.0,59.0,60.0,3.0,3.0,6.0,2.0,6.0,66.0,0.0
11/10/2022,California,3-2,5.0,64.0,26.0,172.0,0.221,61.0,5.0,8.0,75.0,87.0,4.0,1.0,4.0,7.0,3.0,72.0,0.0
11/12/2022,Stanford,0-3,3.0,34.0,16.0,99.0,0.182,27.0,3.0,7.0,40.0,63.0,3.0,1.0,10.0,1.0,6.0,43.0,1.0
11/18/2022,@ Oregon,2-3,5.0,60.0,26.0,168.0,0.202,52.0,11.0,5.0,79.0,96.0,4.0,3.0,8.0,2.0,7.0,78.0,0.0
11/20/2022,@ Oregon St.,3-1,4.0,72.0,15.0,167.0,0.341,68.0,4.0,10.0,64.0,95.0,5.0,8.0,4.0,1.0,10.0,86.0,1.0
11/22/2022,@ Washington St.,3-2,5.0,67.0,29.0,175.0,0.217,63.0,4.0,7.0,75.0,99.0,6.0,3.0,16.0,2.0,11.0,82.0,2.0
11/25/2022,@ Southern California,1-3,4.0,54.0,29.0,176.0,0.142,50.0,7.0,9.0,75.0,89.0,3.0,1.0,10.0,0.0,6.0,67.0,0.0
