date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,William & Mary,3-0,3.0,40.0,16.0,85.0,0.282,32.0,6.0,11.0,29.0,55.0,3.0,4.0,12.0,0.0,10.0,56.0,0.0
08/26/2022,Ball St.,2-3,5.0,69.0,30.0,187.0,0.209,66.0,14.0,9.0,87.0,104.0,5.0,7.0,4.0,0.0,9.0,92.0,0.0
08/27/2022,South Alabama,1-3,4.0,59.0,20.0,174.0,0.224,55.0,2.0,12.0,76.0,90.0,7.0,1.0,14.0,9.0,8.0,69.0,0.0
09/02/2022,"Georgetown @ Stony Brook, NY",3-0,3.0,44.0,12.0,84.0,0.381,44.0,12.0,4.0,34.0,42.0,2.0,0.0,12.0,0.0,6.0,62.0,0.0
09/03/2022,"Maryland @ Stony Brook, NY",3-2,5.0,52.0,26.0,129.0,0.202,52.0,11.0,12.0,40.0,84.0,8.0,1.0,4.0,3.0,3.0,66.0,1.0
09/03/2022,@ Stony Brook,3-1,4.0,49.0,19.0,126.0,0.238,45.0,12.0,8.0,56.0,78.0,10.0,1.0,16.0,5.0,9.0,70.0,1.0
09/09/2022,"UT Arlington @ San Antonio, TX",1-3,4.0,54.0,20.0,133.0,0.256,48.0,8.0,6.0,45.0,87.0,10.0,0.0,10.0,4.0,5.0,67.0,0.0
09/09/2022,@ UTSA,0-3,3.0,31.0,17.0,91.0,0.154,28.0,3.0,5.0,32.0,69.0,4.0,1.0,4.0,1.0,3.0,37.0,2.0
09/10/2022,"McNeese @ San Antonio, TX",1-3,4.0,55.0,31.0,156.0,0.154,51.0,0.0,9.0,68.0,88.0,7.0,0.0,12.0,1.0,6.0,61.0,5.0
09/16/2022,Cornell,3-0,3.0,39.0,9.0,90.0,0.333,34.0,8.0,6.0,39.0,45.0,5.0,0.0,14.0,1.0,7.0,54.0,1.0
09/16/2022,Stetson,3-2,5.0,62.0,20.0,158.0,0.266,53.0,6.0,13.0,60.0,90.0,5.0,3.0,12.0,0.0,9.0,77.0,1.0
09/17/2022,South Dakota,0-3,3.0,36.0,21.0,114.0,0.132,31.0,3.0,5.0,32.0,69.0,4.0,1.0,8.0,1.0,5.0,44.0,1.0
09/23/2022,@ SMU,1-3,4.0,42.0,21.0,136.0,0.154,40.0,4.0,5.0,52.0,89.0,10.0,0.0,16.0,2.0,8.0,54.0,4.0
09/25/2022,@ Memphis,2-3,5.0,64.0,27.0,182.0,0.203,59.0,6.0,10.0,80.0,96.0,10.0,5.0,30.0,4.0,20.0,90.0,1.0
10/07/2022,@ Tulane,1-3,4.0,55.0,28.0,157.0,0.172,50.0,3.0,12.0,66.0,89.0,2.0,3.0,18.0,0.0,12.0,70.0,4.0
10/09/2022,@ Houston,1-3,4.0,35.0,33.0,140.0,0.014,33.0,1.0,6.0,51.0,92.0,8.0,2.0,18.0,1.0,11.0,47.0,1.0
10/14/2022,East Carolina,3-2,5.0,63.0,29.0,169.0,0.201,57.0,5.0,5.0,70.0,97.0,12.0,3.0,12.0,0.0,9.0,77.0,0.0
10/16/2022,Temple,2-3,5.0,62.0,35.0,174.0,0.155,53.0,7.0,10.0,69.0,92.0,8.0,5.0,14.0,0.0,12.0,81.0,2.0
10/19/2022,@ UCF,0-3,3.0,26.0,20.0,95.0,0.063,26.0,4.0,8.0,29.0,71.0,5.0,1.0,6.0,0.0,4.0,34.0,3.0
10/23/2022,@ Cincinnati,0-3,3.0,30.0,10.0,80.0,0.25,29.0,1.0,12.0,21.0,72.0,14.0,1.0,8.0,1.0,5.0,36.0,2.0
10/28/2022,@ Wichita St.,0-3,3.0,25.0,22.0,93.0,0.032,24.0,1.0,6.0,31.0,69.0,3.0,0.0,6.0,1.0,3.0,29.0,0.0
10/30/2022,@ Tulsa,3-0,3.0,54.0,14.0,138.0,0.29,51.0,1.0,8.0,69.0,58.0,2.0,2.0,10.0,0.0,7.0,62.0,0.0
11/04/2022,Memphis,3-2,5.0,63.0,32.0,173.0,0.179,59.0,10.0,11.0,68.0,93.0,6.0,2.0,16.0,1.0,10.0,83.0,1.0
11/06/2022,SMU,0-3,3.0,39.0,18.0,111.0,0.189,37.0,2.0,11.0,38.0,67.0,3.0,1.0,14.0,0.0,8.0,49.0,0.0
11/09/2022,UCF,0-3,3.0,22.0,21.0,87.0,0.011,21.0,3.0,9.0,21.0,66.0,7.0,2.0,2.0,1.0,3.0,28.0,2.0
11/11/2022,Cincinnati,1-3,4.0,60.0,20.0,145.0,0.276,54.0,7.0,13.0,65.0,85.0,8.0,1.0,6.0,3.0,4.0,71.0,1.0
11/18/2022,@ Temple,3-2,5.0,68.0,29.0,183.0,0.213,66.0,2.0,6.0,80.0,99.0,6.0,5.0,10.0,1.0,10.0,80.0,2.0
11/20/2022,@ East Carolina,1-3,4.0,60.0,20.0,150.0,0.267,57.0,8.0,7.0,53.0,90.0,6.0,1.0,8.0,4.0,5.0,73.0,1.0
11/23/2022,Houston,1-3,4.0,37.0,21.0,123.0,0.13,32.0,7.0,9.0,44.0,83.0,10.0,1.0,16.0,0.0,9.0,53.0,3.0
11/25/2022,Tulane,0-3,3.0,49.0,19.0,121.0,0.248,40.0,3.0,5.0,37.0,73.0,8.0,0.0,6.0,0.0,3.0,55.0,1.0
