date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,"Western Mich. @ Boulder, CO",1-3,4.0,47.0,16.0,129.0,0.24,46.0,5.0,15.0,39.0,88.0,5.0,2.0,23.0,0.0,13.5,65.5,4.0
08/26/2022,"Green Bay @ Boulder, CO",1-3,4.0,43.0,31.0,135.0,0.089,41.0,7.0,3.0,50.0,86.0,4.0,1.0,32.0,0.0,17.0,67.0,0.0
08/27/2022,@ Colorado,2-3,5.0,56.0,33.0,161.0,0.143,53.0,6.0,5.0,59.0,99.0,2.0,1.0,18.0,0.0,10.0,72.0,4.0
09/01/2022,Portland,3-0,3.0,38.0,23.0,100.0,0.15,38.0,7.0,5.0,38.0,54.0,1.0,2.0,18.0,0.0,11.0,56.0,0.0
09/02/2022,Butler,3-1,4.0,52.0,18.0,121.0,0.281,49.0,8.0,4.0,60.0,64.0,3.0,3.0,18.0,0.0,12.0,72.0,0.0
09/03/2022,Hofstra,3-1,4.0,49.0,23.0,120.0,0.217,40.0,10.0,3.0,41.0,73.0,6.0,3.0,22.0,2.0,14.0,73.0,1.0
09/08/2022,"UC Davis @ Austin, TX",1-3,4.0,41.0,33.0,143.0,0.056,37.0,8.0,7.0,61.0,84.0,6.0,0.0,18.0,0.0,9.0,58.0,0.0
09/09/2022,@ Texas,0-3,3.0,30.0,15.0,87.0,0.172,28.0,4.0,10.0,31.0,61.0,7.0,0.0,10.0,0.0,5.0,39.0,3.0
09/15/2022,@ Air Force,3-0,3.0,34.0,11.0,79.0,0.291,32.0,5.0,11.0,36.0,44.0,4.0,3.0,10.0,1.0,8.0,47.0,0.0
09/16/2022,San Francisco,3-1,4.0,48.0,26.0,158.0,0.139,44.0,7.0,6.0,67.0,88.0,3.0,2.0,30.0,3.0,17.0,72.0,1.0
09/17/2022,UC San Diego,3-0,3.0,46.0,17.0,114.0,0.254,43.0,3.0,6.0,46.0,61.0,4.0,1.0,22.0,1.0,12.0,61.0,1.0
09/22/2022,@ South Dakota St.,3-1,4.0,56.0,24.0,142.0,0.225,49.0,7.0,7.0,74.0,77.0,8.0,1.0,20.0,2.0,11.0,74.0,0.0
09/24/2022,@ South Dakota,1-3,4.0,40.0,29.0,178.0,0.062,36.0,5.0,5.0,78.0,86.0,4.0,1.0,18.0,1.0,10.0,55.0,1.0
09/29/2022,St. Thomas (MN),3-1,4.0,59.0,31.0,142.0,0.197,56.0,5.0,8.0,58.0,78.0,1.0,2.0,18.0,1.0,11.0,75.0,1.0
10/01/2022,Western Ill.,3-0,3.0,37.0,7.0,78.0,0.385,35.0,9.0,6.0,34.0,37.0,2.0,2.0,4.0,1.0,4.0,50.0,0.0
10/04/2022,Omaha,0-3,3.0,36.0,18.0,87.0,0.207,35.0,2.0,11.0,26.0,66.0,4.0,1.0,10.0,1.0,6.0,44.0,0.0
10/06/2022,@ Kansas City,3-0,3.0,47.0,6.0,95.0,0.432,44.0,4.0,9.0,29.0,50.0,1.0,5.0,10.0,0.0,10.0,61.0,0.0
10/08/2022,@ Oral Roberts,3-1,4.0,65.0,23.0,167.0,0.251,62.0,7.0,8.0,90.0,80.0,4.0,5.0,18.0,0.0,14.0,86.0,0.0
10/13/2022,North Dakota St.,0-3,3.0,43.0,20.0,126.0,0.183,40.0,4.0,9.0,40.0,76.0,3.0,0.0,8.0,1.0,4.0,51.0,0.0
10/15/2022,North Dakota,3-2,5.0,73.0,22.0,158.0,0.323,67.0,12.0,18.0,71.0,95.0,4.0,3.0,22.0,1.0,14.0,99.0,0.0
10/20/2022,South Dakota,2-3,5.0,56.0,36.0,155.0,0.129,51.0,11.0,8.0,65.0,88.0,5.0,2.0,22.0,1.0,13.0,80.0,0.0
10/22/2022,South Dakota St.,3-0,3.0,53.0,19.0,130.0,0.262,51.0,3.0,11.0,51.0,65.0,4.0,2.0,12.0,1.0,8.0,64.0,0.0
10/27/2022,@ Western Ill.,3-1,4.0,56.0,19.0,163.0,0.227,52.0,4.0,14.0,90.0,79.0,7.0,2.0,20.0,0.0,12.0,72.0,3.0
10/29/2022,@ St. Thomas (MN),3-1,4.0,52.0,23.0,145.0,0.2,48.0,10.0,5.0,75.0,74.0,8.0,3.0,14.0,1.0,10.0,72.0,1.0
11/03/2022,Oral Roberts,3-0,3.0,45.0,12.0,96.0,0.344,41.0,8.0,5.0,46.0,48.0,3.0,1.0,12.0,1.0,7.0,60.0,0.0
11/05/2022,Kansas City,1-3,4.0,57.0,21.0,130.0,0.277,54.0,3.0,5.0,52.0,84.0,3.0,1.0,10.0,2.0,6.0,66.0,1.0
11/10/2022,@ North Dakota,3-0,3.0,42.0,14.0,111.0,0.252,39.0,1.0,13.0,49.0,56.0,5.0,1.0,18.0,0.0,10.0,53.0,0.0
11/12/2022,@ North Dakota St.,3-2,5.0,67.0,25.0,165.0,0.255,59.0,9.0,8.0,67.0,96.0,3.0,2.0,22.0,3.0,13.0,89.0,4.0
11/19/2022,@ Omaha,1-3,4.0,33.0,26.0,122.0,0.057,32.0,4.0,5.0,37.0,86.0,8.0,1.0,6.0,1.0,4.0,41.0,0.0
11/24/2022,"South Dakota St. @ Omaha, NE",3-2,5.0,83.0,33.0,220.0,0.227,80.0,8.0,13.0,108.0,109.0,2.0,3.0,12.0,1.0,9.0,100.0,2.0
11/25/2022,"South Dakota @ Omaha, NE",0-3,3.0,38.0,22.0,113.0,0.142,32.0,1.0,7.0,42.0,69.0,4.0,0.0,14.0,2.0,7.0,46.0,1.0
