date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,@ Wake Forest,0-3,3.0,20.0,19.0,92.0,0.011,19.0,1.0,8.0,30.0,68.0,9.0,2.0,2.0,1.0,3.0,24.0,4.0
08/27/2022,"Kennesaw St. @ Winston-Salem, NC",0-3,3.0,27.0,19.0,99.0,0.081,25.0,3.0,9.0,48.0,68.0,6.0,1.0,2.0,2.0,2.0,32.0,4.0
08/27/2022,"Western Caro. @ Winston-Salem, NC",0-3,3.0,27.0,12.0,83.0,0.181,23.0,4.0,9.0,23.0,69.0,6.0,2.0,10.0,1.0,7.0,38.0,0.0
08/30/2022,N.C. A&T,1-3,4.0,38.0,17.0,125.0,0.168,34.0,4.0,10.0,56.0,0.0,8.0,1.0,12.0,3.0,7.0,49.0,0.0
09/09/2022,@ N.C. A&T,0-3,3.0,22.0,17.0,89.0,0.056,17.0,5.0,9.0,37.0,61.0,5.0,0.0,4.0,2.0,2.0,29.0,5.0
09/10/2022,"UNC Greensboro @ Elon, NC",0-3,3.0,34.0,13.0,109.0,0.193,30.0,7.0,13.0,44.0,68.0,6.0,0.0,8.0,3.0,4.0,45.0,0.0
09/13/2022,Campbell,3-2,5.0,56.0,24.0,156.0,0.205,50.0,11.0,6.0,66.0,0.0,5.0,4.0,10.0,1.0,9.0,76.0,2.0
09/16/2022,"Robert Morris @ Buies Creek, NC",0-3,3.0,26.0,10.0,84.0,0.19,23.0,5.0,4.0,35.0,71.0,9.0,0.0,6.0,0.0,3.0,34.0,0.0
09/16/2022,"The Citadel @ Buies Creek, NC",0-3,3.0,18.0,15.0,99.0,0.03,17.0,5.0,5.0,34.0,69.0,6.0,1.0,8.0,5.0,5.0,28.0,0.0
09/17/2022,@ Campbell,0-3,3.0,26.0,19.0,87.0,0.08,25.0,2.0,8.0,31.0,60.0,3.0,1.0,6.0,6.0,4.0,32.0,0.0
09/23/2022,@ Morgan St.,3-2,5.0,45.0,24.0,136.0,0.154,41.0,14.0,11.0,66.0,80.0,11.0,5.0,8.0,1.0,9.0,68.0,2.0
09/25/2022,@ Coppin St.,2-3,5.0,52.0,20.0,146.0,0.219,48.0,6.0,12.0,62.0,105.0,14.0,0.0,12.0,2.0,6.0,64.0,0.0
10/02/2022,"South Carolina St. @ Orangeburg, SC",3-0,3.0,27.0,8.0,59.0,0.322,25.0,12.0,5.0,29.0,0.0,1.0,1.0,10.0,1.0,6.0,45.0,0.0
10/05/2022,Elon,0-3,3.0,25.0,17.0,105.0,0.076,23.0,4.0,3.0,46.0,0.0,11.0,0.0,2.0,1.0,1.0,30.0,1.0
10/07/2022,Delaware St.,0-3,3.0,17.0,16.0,83.0,0.012,16.0,5.0,8.0,26.0,0.0,8.0,1.0,2.0,0.0,2.0,24.0,0.0
10/09/2022,UMES,1-3,4.0,42.0,14.0,104.0,0.269,39.0,15.0,13.0,43.0,0.0,7.0,0.0,10.0,2.0,5.0,62.0,1.0
10/14/2022,@ Howard,0-3,3.0,20.0,20.0,87.0,0.0,19.0,3.0,6.0,22.0,65.0,3.0,1.0,10.0,2.0,6.0,29.0,1.0
10/16/2022,@ Norfolk St.,3-2,5.0,60.0,28.0,173.0,0.185,56.0,9.0,15.0,71.0,105.0,8.0,0.0,12.0,7.0,6.0,75.0,0.0
10/21/2022,Morgan St.,3-0,3.0,43.0,14.0,100.0,0.29,41.0,7.0,10.0,40.0,0.0,1.0,2.0,6.0,0.0,5.0,55.0,1.0
10/23/2022,Coppin St.,2-3,5.0,49.0,24.0,169.0,0.148,47.0,8.0,10.0,74.0,0.0,7.0,2.0,10.0,0.0,7.0,64.0,3.0
10/28/2022,@ Delaware St.,0-3,3.0,26.0,13.0,107.0,0.121,23.0,2.0,7.0,51.0,68.0,7.0,0.0,2.0,0.0,1.0,29.0,0.0
10/29/2022,@ UMES,0-3,3.0,26.0,20.0,97.0,0.062,23.0,5.0,6.0,34.0,67.0,2.0,0.0,6.0,2.0,3.0,34.0,1.0
11/04/2022,Howard,0-3,3.0,27.0,16.0,97.0,0.113,24.0,1.0,7.0,32.0,0.0,10.0,2.0,2.0,3.0,3.0,31.0,0.0
11/06/2022,Norfolk St.,3-2,5.0,60.0,26.0,173.0,0.197,56.0,10.0,14.0,68.0,0.0,4.0,6.0,8.0,1.0,10.0,80.0,5.0
11/11/2022,South Carolina St.,3-0,3.0,42.0,11.0,99.0,0.313,39.0,6.0,15.0,33.0,0.0,4.0,1.0,10.0,0.0,6.0,54.0,1.0
11/18/2022,@ Delaware St.,0-3,3.0,21.0,22.0,88.0,-0.011,20.0,3.0,8.0,33.0,67.0,14.0,0.0,2.0,1.0,1.0,25.0,0.0
