date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,"Virginia @ Gainesville, Fla.",1-3,4.0,44.0,18.0,143.0,0.182,40.0,3.0,7.0,49.0,79.0,5.0,0.0,20.0,3.0,10.0,57.0,1.0
08/27/2022,@ Florida,1-3,4.0,37.0,29.0,120.0,0.067,33.0,6.0,14.0,34.0,86.0,10.0,1.0,10.0,2.0,6.0,49.0,0.0
08/27/2022,"North Florida @ Gainesville, Fla.",0-3,3.0,26.0,16.0,74.0,0.135,25.0,3.0,8.0,17.0,0.0,5.0,2.0,4.0,6.0,4.0,33.0,0.0
09/02/2022,@ Duke,1-3,4.0,36.0,19.0,113.0,0.15,33.0,5.0,8.0,44.0,82.0,12.0,1.0,8.0,2.0,5.0,46.0,2.0
09/02/2022,"Northeastern @ Durham, NC",1-3,4.0,41.0,30.0,154.0,0.071,38.0,3.0,10.0,59.0,86.0,5.0,0.0,16.0,1.0,8.0,52.0,3.0
09/03/2022,"East Carolina @ Durham, NC",3-2,5.0,69.0,30.0,165.0,0.236,64.0,5.0,13.0,64.0,90.0,5.0,2.0,6.0,2.0,5.0,79.0,0.0
09/09/2022,Georgia St.,3-0,3.0,41.0,18.0,103.0,0.223,38.0,5.0,6.0,49.0,46.0,4.0,1.0,4.0,2.0,3.0,49.0,0.0
09/09/2022,Clemson,3-2,5.0,46.0,30.0,147.0,0.109,44.0,4.0,7.0,49.0,100.0,7.0,2.0,26.0,2.0,15.0,65.0,2.0
09/10/2022,USC Upstate,3-1,4.0,58.0,15.0,141.0,0.305,57.0,6.0,15.0,67.0,78.0,3.0,3.0,20.0,3.0,13.0,77.0,2.0
09/16/2022,"UT Martin @ Clarksville, TN",3-0,3.0,39.0,10.0,95.0,0.305,30.0,7.0,8.0,42.0,42.0,2.0,1.0,8.0,0.0,5.0,51.0,0.0
09/16/2022,@ Austin Peay,0-3,3.0,37.0,8.0,94.0,0.309,32.0,3.0,5.0,28.0,71.0,11.0,2.0,4.0,0.0,4.0,44.0,0.0
09/17/2022,"North Dakota St. @ Clarksville, TN",3-0,3.0,43.0,14.0,110.0,0.264,39.0,8.0,3.0,47.0,58.0,6.0,3.0,8.0,1.0,7.0,58.0,0.0
09/23/2022,Wofford,3-1,4.0,55.0,19.0,140.0,0.257,51.0,8.0,12.0,60.0,69.0,4.0,2.0,12.0,2.0,8.0,71.0,0.0
09/24/2022,Furman,3-0,3.0,46.0,18.0,112.0,0.25,45.0,6.0,6.0,42.0,55.0,3.0,3.0,6.0,2.0,6.0,58.0,1.0
09/30/2022,@ Samford,3-0,3.0,40.0,17.0,116.0,0.198,39.0,3.0,4.0,54.0,55.0,2.0,2.0,16.0,3.0,10.0,53.0,2.0
10/01/2022,@ Mercer,3-1,4.0,46.0,20.0,123.0,0.211,43.0,6.0,5.0,51.0,66.0,3.0,13.0,6.0,1.0,16.0,68.0,1.0
10/07/2022,@ UNC Greensboro,3-0,3.0,43.0,12.0,101.0,0.307,41.0,12.0,6.0,46.0,47.0,4.0,1.0,6.0,3.0,4.0,59.0,0.0
10/08/2022,@ Western Caro.,3-0,3.0,50.0,14.0,110.0,0.327,50.0,3.0,9.0,49.0,57.0,1.0,2.0,12.0,0.0,8.0,61.0,0.0
10/12/2022,Chattanooga,2-3,5.0,70.0,27.0,179.0,0.24,64.0,8.0,13.0,75.0,107.0,11.0,3.0,18.0,3.0,12.0,90.0,0.0
10/15/2022,The Citadel,3-2,5.0,69.0,21.0,177.0,0.271,61.0,10.0,6.0,78.0,89.0,8.0,2.0,8.0,6.0,6.0,85.0,2.0
10/21/2022,@ Furman,3-0,3.0,40.0,19.0,120.0,0.175,39.0,5.0,6.0,60.0,59.0,4.0,6.0,6.0,5.0,9.0,54.0,1.0
10/22/2022,@ Wofford,3-1,4.0,55.0,25.0,144.0,0.208,50.0,7.0,6.0,69.0,85.0,5.0,4.0,14.0,3.0,11.0,73.0,1.0
10/28/2022,Mercer,3-0,3.0,43.0,13.0,94.0,0.319,40.0,8.0,4.0,43.0,50.0,3.0,3.0,6.0,2.0,6.0,57.0,1.0
10/29/2022,Samford,3-1,4.0,54.0,19.0,149.0,0.235,51.0,3.0,6.0,72.0,80.0,6.0,6.0,22.0,5.0,17.0,74.0,0.0
11/04/2022,Western Caro.,3-1,4.0,48.0,25.0,154.0,0.149,48.0,8.0,7.0,68.0,88.0,5.0,2.0,18.0,2.0,11.0,67.0,2.0
11/05/2022,UNC Greensboro,3-1,4.0,59.0,23.0,156.0,0.231,56.0,4.0,12.0,74.0,74.0,6.0,4.0,8.0,5.0,8.0,71.0,2.0
11/09/2022,@ Chattanooga,3-0,3.0,46.0,14.0,129.0,0.248,39.0,4.0,8.0,63.0,49.0,1.0,1.0,12.0,1.0,7.0,57.0,1.0
11/11/2022,@ The Citadel,3-0,3.0,36.0,11.0,106.0,0.236,32.0,5.0,0.0,61.0,37.0,1.0,2.0,14.0,3.0,9.0,50.0,1.0
11/18/2022,Furman,1-3,4.0,51.0,21.0,136.0,0.221,50.0,5.0,6.0,65.0,89.0,6.0,2.0,8.0,1.0,6.0,62.0,2.0
