date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,@ NIU,0-3,3.0,25.0,14.0,95.0,0.116,21.0,3.0,4.0,46.0,62.0,7.0,2.0,0.0,0.0,2.0,30.0,1.0
08/26/2022,"UIC @ DeKalb, IL",0-3,3.0,24.0,11.0,78.0,0.167,17.0,3.0,5.0,20.0,65.0,6.0,1.0,6.0,0.0,4.0,31.0,0.0
08/27/2022,"South Dakota St. @ DeKalb, IL",0-3,3.0,23.0,20.0,99.0,0.03,21.0,1.0,4.0,32.0,63.0,5.0,0.0,6.0,0.0,3.0,27.0,0.0
08/30/2022,Saint Peter's,3-0,3.0,45.0,23.0,125.0,0.176,41.0,8.0,12.0,54.0,61.0,1.0,4.0,10.0,2.0,9.0,62.0,1.0
09/02/2022,"LIU @ Lewisburg, PA",1-3,4.0,49.0,27.0,145.0,0.152,48.0,4.0,10.0,61.0,88.0,4.0,5.0,12.0,0.0,11.0,64.0,1.0
09/03/2022,@ Bucknell,0-3,3.0,33.0,17.0,114.0,0.14,31.0,2.0,8.0,44.0,69.0,7.0,0.0,6.0,1.0,3.0,38.0,0.0
09/03/2022,"George Washington @ Lewisburg, PA",0-3,3.0,32.0,22.0,104.0,0.096,31.0,0.0,6.0,34.0,67.0,4.0,1.0,8.0,0.0,5.0,37.0,1.0
09/06/2022,FDU,1-3,4.0,41.0,29.0,157.0,0.076,39.0,4.0,8.0,76.0,80.0,6.0,3.0,24.0,2.0,15.0,60.0,1.0
09/09/2022,"Holy Cross @ Providence, RI",3-2,5.0,59.0,25.0,168.0,0.202,50.0,7.0,10.0,83.0,89.0,13.0,4.0,10.0,3.0,9.0,75.0,0.0
09/10/2022,@ Providence,1-3,4.0,46.0,25.0,126.0,0.167,44.0,3.0,6.0,49.0,78.0,8.0,0.0,8.0,2.0,4.0,53.0,0.0
09/10/2022,"Saint Peter's @ Providence, RI",3-0,3.0,46.0,17.0,127.0,0.228,42.0,5.0,4.0,61.0,54.0,7.0,2.0,12.0,0.0,8.0,59.0,1.0
09/13/2022,@ St. Francis Brooklyn,0-3,3.0,33.0,15.0,93.0,0.194,30.0,2.0,4.0,31.0,71.0,5.0,1.0,10.0,1.0,6.0,41.0,0.0
09/16/2022,"Dartmouth @ South Orange, NJ",0-3,3.0,26.0,13.0,91.0,0.143,25.0,1.0,7.0,27.0,71.0,7.0,3.0,12.0,0.0,9.0,36.0,0.0
09/17/2022,"Central Conn. St. @ South Orange, NJ",1-3,4.0,47.0,25.0,147.0,0.15,45.0,7.0,7.0,54.0,90.0,6.0,3.0,22.0,0.0,14.0,68.0,0.0
09/17/2022,@ Seton Hall,0-3,3.0,29.0,18.0,85.0,0.129,27.0,6.0,4.0,18.0,68.0,4.0,2.0,4.0,0.0,4.0,39.0,0.0
09/21/2022,Iona,3-2,5.0,51.0,22.0,147.0,0.197,49.0,2.0,7.0,67.0,81.0,3.0,7.0,10.0,1.0,12.0,65.0,0.0
09/23/2022,Hartford,3-0,3.0,43.0,10.0,72.0,0.458,41.0,7.0,4.0,33.0,33.0,1.0,1.0,14.0,0.0,8.0,58.0,0.0
09/27/2022,@ Manhattan,3-0,3.0,40.0,18.0,95.0,0.232,38.0,7.0,4.0,45.0,47.0,5.0,0.0,12.0,5.0,6.0,53.0,0.0
10/02/2022,@ UAlbany,0-3,3.0,28.0,13.0,83.0,0.181,26.0,6.0,6.0,23.0,64.0,3.0,1.0,10.0,0.0,6.0,40.0,2.0
10/07/2022,New Hampshire,1-3,4.0,53.0,26.0,170.0,0.159,50.0,3.0,6.0,76.0,94.0,10.0,1.0,12.0,4.0,7.0,63.0,3.0
10/09/2022,Binghamton,0-3,3.0,34.0,24.0,116.0,0.086,34.0,4.0,4.0,47.0,69.0,9.0,2.0,8.0,0.0,6.0,44.0,0.0
10/14/2022,UMBC,0-3,3.0,34.0,17.0,112.0,0.152,32.0,6.0,5.0,46.0,67.0,9.0,2.0,10.0,1.0,7.0,47.0,2.0
10/18/2022,@ Hartford,3-0,3.0,37.0,9.0,96.0,0.292,37.0,7.0,3.0,45.0,41.0,4.0,1.0,10.0,1.0,6.0,50.0,1.0
10/21/2022,@ Bryant,0-3,3.0,27.0,19.0,111.0,0.072,27.0,5.0,2.0,35.0,73.0,7.0,1.0,18.0,0.0,10.0,42.0,1.0
10/28/2022,@ UMBC,1-3,4.0,36.0,20.0,116.0,0.138,35.0,6.0,5.0,33.0,88.0,10.0,0.0,10.0,1.0,5.0,47.0,1.0
10/30/2022,UAlbany,3-0,3.0,35.0,15.0,93.0,0.215,31.0,5.0,8.0,39.0,49.0,4.0,2.0,22.0,0.0,13.0,53.0,0.0
11/04/2022,@ Binghamton,0-3,3.0,25.0,19.0,81.0,0.074,23.0,2.0,4.0,16.0,68.0,8.0,1.0,12.0,1.0,7.0,34.0,1.0
11/06/2022,Bryant,0-3,3.0,35.0,19.0,121.0,0.132,32.0,3.0,6.0,42.0,72.0,5.0,1.0,8.0,2.0,5.0,43.0,1.0
11/13/2022,@ New Hampshire,0-3,3.0,30.0,17.0,102.0,0.127,29.0,3.0,3.0,48.0,66.0,4.0,2.0,10.0,1.0,7.0,40.0,3.0
