date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,"UC Davis @ Missoula, MT",1-3,4.0,33.0,17.0,121.0,0.132,30.0,8.0,9.0,42.0,86.0,7.0,3.0,20.0,3.0,13.0,54.0,1.0
08/26/2022,@ Montana,0-3,3.0,30.0,16.0,102.0,0.137,25.0,3.0,1.0,41.0,69.0,8.0,0.0,12.0,1.0,6.0,39.0,0.0
08/27/2022,"North Dakota @ Missoula, MT",2-3,5.0,50.0,23.0,127.0,0.213,46.0,7.0,9.0,64.0,71.0,4.0,2.0,16.0,1.0,10.0,67.0,7.0
09/02/2022,Tex. A&M-Commerce,3-1,4.0,50.0,23.0,165.0,0.164,40.0,8.0,9.0,82.0,71.0,4.0,1.0,22.0,2.0,12.0,70.0,0.0
09/03/2022,Providence,3-2,5.0,58.0,20.0,166.0,0.229,52.0,8.0,5.0,73.0,106.0,12.0,4.0,26.0,3.0,17.0,83.0,0.0
09/03/2022,North Texas,0-3,3.0,36.0,20.0,117.0,0.137,32.0,4.0,5.0,44.0,70.0,4.0,2.0,8.0,0.0,6.0,46.0,0.0
09/09/2022,"South Fla. @ San Antonio, TX",3-1,4.0,59.0,10.0,122.0,0.402,58.0,10.0,9.0,54.0,77.0,8.0,0.0,14.0,2.0,7.0,76.0,0.0
09/09/2022,"McNeese @ San Antonio, TX",3-1,4.0,58.0,16.0,155.0,0.271,55.0,5.0,11.0,73.0,72.0,3.0,2.0,16.0,0.0,10.0,73.0,0.0
09/10/2022,@ UTSA,3-2,5.0,53.0,23.0,143.0,0.21,46.0,8.0,7.0,64.0,92.0,9.0,3.0,18.0,3.0,12.0,73.0,2.0
09/16/2022,New Orleans,3-0,3.0,43.0,11.0,95.0,0.337,40.0,4.0,8.0,43.0,52.0,5.0,2.0,12.0,0.0,8.0,55.0,1.0
09/16/2022,Prairie View,3-1,4.0,50.0,22.0,156.0,0.179,45.0,7.0,5.0,63.0,73.0,3.0,7.0,4.0,1.0,9.0,66.0,2.0
09/17/2022,Lamar University,3-2,5.0,52.0,15.0,147.0,0.252,47.0,9.0,9.0,77.0,88.0,10.0,6.0,22.0,1.0,17.0,78.0,1.0
09/24/2022,@ Grand Canyon,3-2,5.0,59.0,19.0,156.0,0.256,49.0,6.0,8.0,69.0,98.0,7.0,3.0,10.0,0.0,8.0,73.0,1.0
09/29/2022,@ Abilene Christian,3-1,4.0,58.0,20.0,146.0,0.26,53.0,6.0,6.0,73.0,77.0,4.0,2.0,12.0,1.0,8.0,72.0,0.0
10/01/2022,@ Tarleton St.,3-0,3.0,41.0,12.0,100.0,0.29,39.0,5.0,6.0,37.0,58.0,5.0,5.0,16.0,1.0,13.0,59.0,0.0
10/06/2022,California Baptist,1-3,4.0,49.0,21.0,148.0,0.189,47.0,6.0,1.0,65.0,86.0,4.0,3.0,12.0,2.0,9.0,64.0,2.0
10/08/2022,Grand Canyon,1-3,4.0,47.0,23.0,173.0,0.139,43.0,4.0,5.0,70.0,84.0,4.0,1.0,12.0,0.0,7.0,58.0,2.0
10/13/2022,@ Utah Valley,1-3,4.0,53.0,31.0,133.0,0.165,47.0,6.0,5.0,50.0,90.0,6.0,0.0,16.0,0.0,8.0,67.0,0.0
10/15/2022,@ Seattle U,3-0,3.0,45.0,15.0,102.0,0.294,41.0,5.0,5.0,56.0,53.0,4.0,2.0,14.0,1.0,9.0,59.0,2.0
10/20/2022,Abilene Christian,3-2,5.0,61.0,26.0,180.0,0.194,54.0,3.0,3.0,81.0,92.0,5.0,3.0,16.0,2.0,11.0,75.0,4.0
10/22/2022,Sam Houston,3-1,4.0,60.0,28.0,169.0,0.189,56.0,7.0,5.0,61.0,92.0,2.0,2.0,18.0,0.0,11.0,78.0,0.0
10/27/2022,@ New Mexico St.,3-1,4.0,53.0,24.0,130.0,0.223,48.0,5.0,4.0,54.0,76.0,2.0,3.0,6.0,7.0,6.0,64.0,2.0
10/29/2022,@ UTRGV,0-3,3.0,29.0,15.0,99.0,0.141,27.0,2.0,2.0,29.0,70.0,7.0,2.0,8.0,0.0,6.0,37.0,0.0
11/05/2022,SFA,3-0,3.0,42.0,13.0,99.0,0.293,35.0,3.0,3.0,54.0,52.0,2.0,3.0,20.0,0.0,13.0,58.0,0.0
11/10/2022,Utah Tech,2-3,5.0,68.0,24.0,204.0,0.216,59.0,6.0,6.0,101.0,101.0,3.0,0.0,12.0,1.0,6.0,80.0,5.0
11/12/2022,Southern Utah,3-2,5.0,57.0,24.0,153.0,0.216,48.0,5.0,7.0,60.0,88.0,4.0,1.0,22.0,0.0,12.0,74.0,2.0
11/17/2022,"Utah Valley @ Edinburg, TX",1-3,4.0,44.0,20.0,118.0,0.203,41.0,5.0,2.0,44.0,91.0,12.0,0.0,19.0,1.0,9.5,58.5,2.0
