date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,SIUE,2-3,5.0,72.0,25.0,182.0,0.258,70.0,7.0,9.0,66.0,103.0,4.0,2.0,16.0,1.0,10.0,89.0,2.0
08/27/2022,Grambling,1-3,4.0,51.0,25.0,119.0,0.218,48.0,7.0,10.0,39.0,84.0,9.0,0.0,14.0,1.0,7.0,65.0,0.0
08/30/2022,@ UT Martin,3-0,3.0,51.0,20.0,133.0,0.233,49.0,6.0,8.0,62.0,71.0,3.0,1.0,4.0,1.0,3.0,60.0,1.0
09/02/2022,"UC San Diego @ Thibodaux, LA",0-3,3.0,38.0,21.0,127.0,0.134,38.0,4.0,3.0,54.0,71.0,2.0,2.0,0.0,0.0,2.0,44.0,0.0
09/02/2022,"Southern U. @ Thibodaux, LA",3-0,3.0,39.0,8.0,73.0,0.425,34.0,8.0,8.0,24.0,33.0,1.0,0.0,2.0,0.0,1.0,48.0,0.0
09/03/2022,@ Nicholls,3-0,3.0,49.0,12.0,107.0,0.346,43.0,6.0,8.0,56.0,57.0,2.0,0.0,5.0,0.0,2.5,57.5,0.0
09/09/2022,"Louisiana Tech @ Conway, AR",3-0,3.0,48.0,14.0,124.0,0.274,44.0,5.0,7.0,62.0,64.0,8.0,2.0,4.0,1.0,4.0,57.0,0.0
09/09/2022,@ Central Ark.,2-3,5.0,51.0,21.0,165.0,0.182,48.0,11.0,11.0,76.0,90.0,6.0,1.0,14.0,0.0,8.0,70.0,1.0
09/10/2022,"ULM @ Conway, AR",3-0,3.0,45.0,14.0,117.0,0.265,35.0,7.0,6.0,46.0,52.0,0.0,1.0,12.0,0.0,7.0,59.0,0.0
09/16/2022,Alabama A&M,3-0,3.0,44.0,11.0,91.0,0.363,44.0,9.0,9.0,34.0,41.0,3.0,0.0,4.0,2.0,2.0,55.0,1.0
09/16/2022,Southeast Mo. St.,3-1,4.0,56.0,23.0,165.0,0.2,52.0,8.0,8.0,79.0,77.0,5.0,1.0,16.0,1.0,9.0,73.0,0.0
09/17/2022,Bellarmine,2-3,5.0,68.0,31.0,190.0,0.195,61.0,10.0,10.0,78.0,113.0,7.0,0.0,20.0,2.0,10.0,88.0,0.0
09/23/2022,@ Murray St.,3-2,5.0,63.0,21.0,189.0,0.222,54.0,9.0,5.0,84.0,96.0,4.0,0.0,16.0,0.0,8.0,80.0,0.0
09/24/2022,@ Belmont,3-2,5.0,70.0,24.0,177.0,0.26,66.0,11.0,8.0,66.0,94.0,5.0,0.0,4.0,2.0,2.0,83.0,0.0
09/30/2022,Drake,1-3,4.0,67.0,19.0,164.0,0.293,61.0,4.0,12.0,74.0,88.0,4.0,0.0,6.0,1.0,3.0,74.0,0.0
10/01/2022,UNI,0-3,3.0,27.0,19.0,94.0,0.085,27.0,2.0,1.0,30.0,70.0,7.0,1.0,8.0,0.0,5.0,34.0,1.0
10/07/2022,@ Evansville,3-0,3.0,43.0,7.0,91.0,0.396,40.0,8.0,8.0,31.0,56.0,5.0,0.0,8.0,0.0,4.0,55.0,0.0
10/08/2022,@ Indiana St.,3-1,4.0,74.0,25.0,204.0,0.24,73.0,7.0,3.0,101.0,85.0,3.0,2.0,12.0,4.0,8.0,89.0,0.0
10/14/2022,Belmont,3-1,4.0,63.0,32.0,160.0,0.194,59.0,9.0,9.0,67.0,91.0,4.0,1.0,16.0,1.0,9.0,81.0,1.0
10/15/2022,Murray St.,3-0,3.0,44.0,11.0,99.0,0.333,41.0,12.0,2.0,38.0,57.0,6.0,0.0,8.0,1.0,4.0,60.0,1.0
10/17/2022,Missouri St.,3-0,3.0,52.0,18.0,106.0,0.321,47.0,10.0,6.0,41.0,61.0,4.0,0.0,2.0,0.0,1.0,63.0,0.0
10/21/2022,UIC,2-3,5.0,64.0,20.0,146.0,0.301,62.0,5.0,11.0,55.0,96.0,10.0,0.0,10.0,1.0,5.0,74.0,1.0
10/22/2022,Valparaiso,1-3,4.0,54.0,25.0,149.0,0.195,51.0,9.0,11.0,56.0,87.0,4.0,0.0,4.0,1.0,2.0,65.0,0.0
10/28/2022,@ Bradley,3-1,4.0,63.0,19.0,162.0,0.272,58.0,7.0,10.0,69.0,0.0,3.0,3.0,6.0,1.0,6.0,76.0,1.0
10/29/2022,@ Illinois St.,1-3,4.0,56.0,12.0,142.0,0.31,54.0,3.0,6.0,54.0,93.0,11.0,0.0,10.0,2.0,5.0,64.0,1.0
11/04/2022,Indiana St.,3-1,4.0,61.0,21.0,150.0,0.267,56.0,7.0,11.0,68.0,85.0,10.0,0.0,12.0,0.0,6.0,74.0,1.0
11/05/2022,Evansville,3-1,4.0,63.0,25.0,157.0,0.242,61.0,4.0,3.0,66.0,86.0,8.0,0.0,12.0,1.0,6.0,73.0,0.0
11/11/2022,@ UNI,2-3,5.0,66.0,39.0,199.0,0.136,60.0,15.0,9.0,82.0,110.0,1.0,0.0,10.0,1.0,5.0,86.0,1.0
11/12/2022,@ Drake,0-3,3.0,41.0,11.0,118.0,0.254,40.0,6.0,2.0,53.0,70.0,5.0,0.0,10.0,4.0,5.0,52.0,1.0
11/16/2022,@ Missouri St.,3-2,5.0,60.0,21.0,159.0,0.245,59.0,6.0,11.0,59.0,88.0,10.0,2.0,6.0,3.0,5.0,71.0,1.0
11/21/2022,Evansville,2-3,5.0,64.0,19.0,152.0,0.296,60.0,9.0,11.0,65.0,96.0,9.0,1.0,18.0,2.0,10.0,83.0,2.0
