date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,"Oregon St. @ Portland, OR",3-2,5.0,54.0,20.0,160.0,0.212,52.0,8.0,5.0,71.0,95.0,6.0,0.0,18.0,4.0,9.0,71.0,2.0
08/26/2022,@ Portland St.,3-1,4.0,52.0,24.0,160.0,0.175,50.0,5.0,6.0,77.0,76.0,4.0,0.0,27.0,1.0,13.5,70.5,3.0
08/27/2022,"Oregon @ Portland, OR",2-3,5.0,63.0,19.0,163.0,0.27,61.0,5.0,10.0,66.0,99.0,7.0,1.0,22.0,2.0,12.0,80.0,2.0
09/01/2022,Boise St.,3-1,4.0,58.0,23.0,153.0,0.229,57.0,5.0,12.0,73.0,77.0,5.0,0.0,18.0,2.0,9.0,72.0,0.0
09/03/2022,Notre Dame,3-0,3.0,41.0,22.0,125.0,0.152,38.0,5.0,14.0,55.0,61.0,1.0,0.0,12.0,1.0,6.0,52.0,1.0
09/10/2022,@ Nebraska,0-3,3.0,26.0,18.0,103.0,0.078,24.0,1.0,8.0,34.0,66.0,2.0,2.0,12.0,1.0,8.0,35.0,2.0
09/16/2022,@ LMU (CA),1-3,4.0,55.0,28.0,137.0,0.197,49.0,5.0,15.0,42.0,88.0,4.0,1.0,21.0,2.0,11.5,71.5,1.0
09/17/2022,LMU (CA),3-2,5.0,49.0,24.0,155.0,0.161,43.0,3.0,9.0,70.0,87.0,6.0,1.0,24.0,1.0,13.0,65.0,0.0
09/23/2022,@ Cal Poly,1-3,4.0,48.0,23.0,136.0,0.184,43.0,12.0,11.0,45.0,84.0,7.0,4.0,6.0,0.0,7.0,67.0,0.0
09/24/2022,@ CSU Bakersfield,3-0,3.0,36.0,18.0,85.0,0.212,32.0,7.0,3.0,32.0,46.0,2.0,0.0,22.0,1.0,11.0,54.0,0.0
09/27/2022,@ Cal St. Fullerton,1-3,4.0,59.0,19.0,146.0,0.274,46.0,6.0,9.0,37.0,85.0,5.0,0.0,4.0,0.0,2.0,67.0,0.0
10/01/2022,Hawaii,1-3,4.0,49.0,17.0,140.0,0.229,46.0,2.0,18.0,51.0,76.0,1.0,0.0,20.0,1.0,10.0,61.0,1.0
10/07/2022,UC Santa Barbara,3-1,4.0,63.0,21.0,161.0,0.261,60.0,3.0,14.0,62.0,84.0,5.0,2.0,12.0,3.0,8.0,74.0,1.0
10/08/2022,CSUN,3-2,5.0,77.0,31.0,161.0,0.286,71.0,6.0,11.0,63.0,84.0,3.0,1.0,14.0,4.0,8.0,91.0,2.0
10/14/2022,@ UC San Diego,3-2,5.0,72.0,25.0,187.0,0.251,71.0,4.0,9.0,83.0,105.0,6.0,1.0,14.0,0.0,8.0,84.0,0.0
10/15/2022,UC Irvine,3-2,5.0,67.0,26.0,189.0,0.217,66.0,2.0,15.0,87.0,103.0,6.0,0.0,30.0,2.0,15.0,84.0,0.0
10/20/2022,@ UC Riverside,3-2,5.0,69.0,25.0,191.0,0.23,63.0,6.0,9.0,84.0,88.0,7.0,1.0,0.0,2.0,1.0,76.0,0.0
10/22/2022,@ UC Davis,3-1,4.0,64.0,20.0,154.0,0.286,58.0,12.0,0.0,63.0,80.0,5.0,2.0,4.0,0.0,4.0,80.0,1.0
10/28/2022,CSU Bakersfield,3-0,3.0,44.0,19.0,104.0,0.24,37.0,8.0,13.0,44.0,48.0,2.0,0.0,10.0,1.0,5.0,57.0,0.0
10/29/2022,Cal Poly,3-2,5.0,55.0,29.0,162.0,0.16,52.0,3.0,9.0,67.0,81.0,1.0,0.0,28.0,2.0,14.0,72.0,0.0
11/01/2022,Cal St. Fullerton,3-0,3.0,47.0,16.0,107.0,0.29,45.0,3.0,13.0,50.0,50.0,3.0,1.0,10.0,0.0,6.0,56.0,0.0
11/04/2022,@ Hawaii,0-3,3.0,39.0,16.0,114.0,0.202,36.0,4.0,11.0,37.0,72.0,7.0,4.0,16.0,2.0,12.0,55.0,0.0
11/11/2022,@ CSUN,3-0,3.0,46.0,14.0,96.0,0.333,45.0,7.0,12.0,45.0,50.0,3.0,1.0,10.0,2.0,6.0,59.0,0.0
11/12/2022,@ UC Santa Barbara,1-3,4.0,51.0,30.0,147.0,0.143,50.0,5.0,13.0,54.0,94.0,10.0,1.0,6.0,2.0,4.0,60.0,0.0
11/18/2022,UC San Diego,3-0,3.0,48.0,18.0,133.0,0.226,46.0,5.0,8.0,58.0,71.0,3.0,1.0,16.0,0.0,9.0,62.0,1.0
11/19/2022,@ UC Irvine,0-3,3.0,35.0,21.0,106.0,0.132,33.0,1.0,5.0,36.0,69.0,4.0,1.0,8.0,2.0,5.0,41.0,1.0
11/25/2022,UC Davis,3-0,3.0,48.0,12.0,103.0,0.35,39.0,6.0,8.0,38.0,51.0,5.0,0.0,10.0,1.0,5.0,59.0,1.0
11/26/2022,UC Riverside,3-0,3.0,43.0,16.0,99.0,0.273,38.0,5.0,7.0,61.0,35.0,1.0,1.0,14.0,0.0,8.0,56.0,1.0
