date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,Pacific,3-0,3.0,34.0,9.0,84.0,0.298,32.0,6.0,2.0,33.0,47.0,3.0,4.0,10.0,2.0,9.0,49.0,1.0
08/26/2022,UTEP,3-0,3.0,39.0,18.0,113.0,0.186,36.0,3.0,10.0,46.0,61.0,6.0,1.0,20.0,4.0,11.0,53.0,0.0
08/27/2022,Northeastern,3-0,3.0,51.0,8.0,86.0,0.5,47.0,8.0,6.0,42.0,46.0,2.0,3.0,6.0,0.0,6.0,65.0,1.0
09/02/2022,@ Tennessee Tech,3-1,4.0,54.0,14.0,114.0,0.351,45.0,8.0,7.0,49.0,59.0,6.0,2.0,12.0,0.0,8.0,70.0,0.0
09/02/2022,"Evansville @ Cookeville, TN",3-1,4.0,51.0,16.0,110.0,0.318,46.0,9.0,5.0,49.0,65.0,9.0,0.0,18.0,0.0,9.0,69.0,0.0
09/03/2022,"Western Caro. @ Cookeville, TN",3-0,3.0,52.0,13.0,104.0,0.375,44.0,5.0,6.0,46.0,56.0,4.0,0.0,12.0,0.0,6.0,63.0,0.0
09/08/2022,"Cal Poly @ Seattle, WA",3-1,4.0,51.0,26.0,148.0,0.169,45.0,8.0,9.0,57.0,77.0,7.0,1.0,18.0,2.0,10.0,69.0,0.0
09/08/2022,@ Washington,1-3,4.0,44.0,23.0,101.0,0.208,40.0,3.0,6.0,30.0,84.0,9.0,0.0,16.0,3.0,8.0,55.0,1.0
09/09/2022,"Pepperdine @ Seattle, WA",3-0,3.0,55.0,13.0,106.0,0.396,52.0,4.0,3.0,63.0,46.0,2.0,2.0,6.0,3.0,5.0,64.0,0.0
09/16/2022,"DePaul @ Chicago, IL",3-1,4.0,64.0,21.0,151.0,0.285,63.0,8.0,13.0,68.0,81.0,2.0,0.0,14.0,1.0,7.0,79.0,1.0
09/17/2022,@ UIC,3-0,3.0,39.0,10.0,93.0,0.312,39.0,3.0,3.0,40.0,57.0,2.0,3.0,12.0,1.0,9.0,51.0,0.0
09/17/2022,"Loyola Chicago @ Chicago, IL",3-2,5.0,60.0,18.0,139.0,0.302,58.0,5.0,12.0,61.0,87.0,9.0,1.0,24.0,4.0,13.0,78.0,0.0
