date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,bhe/set
08/28/2015,@ Wright St.,1-3,4.0,0,50.0,32.0,179.0,0.101,46.0,7.0,4.0,69.0,3.0,0.0,12.0,2.0,63.0,2.0,Wright St.,4,12.5,8.0,44.75,11.5,1.75,1.0,17.25,0.75,0.0,3.0,0.5,15.75,0.5
08/29/2015,Tennessee Tech @ Wright State,3-1,4.0,0,39.0,24.0,135.0,0.111,36.0,5.0,9.0,55.0,3.0,5.0,16.0,3.0,57.0,0.0,Tennessee Tech,4,9.75,6.0,33.75,9.0,1.25,2.25,13.75,0.75,1.25,4.0,0.75,14.25,0.0
08/29/2015,Evansville @ Wright State,1-3,4.0,0,55.0,30.0,170.0,0.147,53.0,0.0,7.0,77.0,5.0,3.0,6.0,1.0,61.0,2.0,Evansville,4,13.75,7.5,42.5,13.25,0.0,1.75,19.25,1.25,0.75,1.5,0.25,15.25,0.5
09/04/2015,"Robert Morris @ Bronx, N.Y.",0-3,3.0,0,28.0,25.0,107.0,0.028,24.0,2.0,9.0,30.0,4.0,0.0,4.0,0.0,32.0,1.0,Robert Morris,3,9.333333333333334,8.333333333333334,35.666666666666664,8.0,0.6666666666666666,3.0,10.0,1.3333333333333333,0.0,1.3333333333333333,0.0,10.666666666666666,0.3333333333333333
09/04/2015,@ Fordham,3-1,4.0,0,49.0,21.0,132.0,0.212,45.0,10.0,14.0,55.0,4.0,0.0,10.0,1.0,64.0,2.0,Fordham,4,12.25,5.25,33.0,11.25,2.5,3.5,13.75,1.0,0.0,2.5,0.25,16.0,0.5
09/05/2015,"Georgetown @ Bronx, N.Y.",0-3,3.0,0,34.0,19.0,101.0,0.149,31.0,7.0,6.0,40.0,6.0,1.0,6.0,0.0,45.0,0.0,Georgetown,3,11.333333333333334,6.333333333333333,33.666666666666664,10.333333333333334,2.3333333333333335,2.0,13.333333333333334,2.0,0.3333333333333333,2.0,0.0,15.0,0.0
09/11/2015,"Gonzaga @ Phoenix, AZ",0-3,3.0,0,23.0,18.0,83.0,0.06,22.0,1.0,6.0,31.0,5.0,1.0,0.0,1.0,25.0,2.0,Gonzaga,3,7.666666666666667,6.0,27.666666666666668,7.333333333333333,0.3333333333333333,2.0,10.333333333333334,1.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,8.333333333333334,0.6666666666666666
09/11/2015,"Southern Utah @ Phoenix, AZ",0-3,3.0,0,24.0,24.0,88.0,0.0,22.0,3.0,6.0,30.0,8.0,0.0,0.0,1.0,27.0,3.0,Southern Utah,3,8.0,8.0,29.333333333333332,7.333333333333333,1.0,2.0,10.0,2.6666666666666665,0.0,0.0,0.3333333333333333,9.0,1.0
09/12/2015,@ Grand Canyon,0-3,3.0,0,28.0,17.0,109.0,0.101,26.0,5.0,6.0,48.0,8.0,0.0,6.0,1.0,36.0,0.0,Grand Canyon,3,9.333333333333334,5.666666666666667,36.333333333333336,8.666666666666666,1.6666666666666667,2.0,16.0,2.6666666666666665,0.0,2.0,0.3333333333333333,12.0,0.0
09/12/2015,"Charleston So. @ Phoenix, AZ",3-2,5.0,0,57.0,34.0,197.0,0.117,54.0,11.0,5.0,82.0,6.0,3.0,6.0,4.0,74.0,2.0,Charleston So.,5,11.4,6.8,39.4,10.8,2.2,1.0,16.4,1.2,0.6,1.2,0.8,14.8,0.4
09/19/2015,Fairfield,3-2,5.0,0,59.0,29.0,176.0,0.17,53.0,1.0,7.0,89.0,2.0,8.0,8.0,2.0,72.0,3.0,Fairfield,5,11.8,5.8,35.2,10.6,0.2,1.4,17.8,0.4,1.6,1.6,0.4,14.4,0.6
09/20/2015,Quinnipiac,3-0,3.0,0,39.0,14.0,94.0,0.266,38.0,11.0,5.0,33.0,2.0,1.0,10.0,1.0,56.0,2.0,Quinnipiac,3,13.0,4.666666666666667,31.333333333333332,12.666666666666666,3.6666666666666665,1.6666666666666667,11.0,0.6666666666666666,0.3333333333333333,3.3333333333333335,0.3333333333333333,18.666666666666668,0.6666666666666666
09/26/2015,@ Iona,0-3,3.0,0,31.0,22.0,112.0,0.08,31.0,5.0,4.0,48.0,3.0,1.0,6.0,0.0,40.0,1.0,Iona,3,10.333333333333334,7.333333333333333,37.333333333333336,10.333333333333334,1.6666666666666667,1.3333333333333333,16.0,1.0,0.3333333333333333,2.0,0.0,13.333333333333334,0.3333333333333333
09/27/2015,@ Manhattan,1-3,4.0,0,46.0,24.0,145.0,0.152,46.0,3.0,7.0,58.0,7.0,1.0,14.0,5.0,57.0,2.0,Manhattan,4,11.5,6.0,36.25,11.5,0.75,1.75,14.5,1.75,0.25,3.5,1.25,14.25,0.5
10/03/2015,Siena,2-3,5.0,0,47.0,28.0,188.0,0.101,44.0,7.0,8.0,92.0,5.0,7.0,14.0,2.0,68.0,2.0,Siena,5,9.4,5.6,37.6,8.8,1.4,1.6,18.4,1.0,1.4,2.8,0.4,13.6,0.4
