date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,bhe/set
09/04/2015,Rhode Island,3-1,4.0,0,54.0,23.0,157.0,0.197,51.0,7.0,10.0,79.0,2.0,0.0,12.0,3.0,67.0,4.0,Rhode Island,4,13.5,5.75,39.25,12.75,1.75,2.5,19.75,0.5,0.0,3.0,0.75,16.75,1.0
09/05/2015,Rice,2-3,5.0,0,60.0,24.0,188.0,0.191,56.0,9.0,7.0,75.0,6.0,2.0,14.0,3.0,78.0,1.0,Rice,5,12.0,4.8,37.6,11.2,1.8,1.4,15.0,1.2,0.4,2.8,0.6,15.6,0.2
09/05/2015,UC Santa Barbara,1-3,4.0,0,37.0,24.0,137.0,0.095,35.0,5.0,5.0,62.0,9.0,2.0,14.0,0.0,51.0,2.0,UC Santa Barbara,4,9.25,6.0,34.25,8.75,1.25,1.25,15.5,2.25,0.5,3.5,0.0,12.75,0.5
09/11/2015,"UAlbany @ Hamilton, N.Y.",3-1,4.0,0,52.0,22.0,164.0,0.183,47.0,7.0,8.0,83.0,2.0,2.0,16.0,0.0,69.0,0.0,UAlbany,4,13.0,5.5,41.0,11.75,1.75,2.0,20.75,0.5,0.5,4.0,0.0,17.25,0.0
09/12/2015,@ Colgate,3-0,3.0,0,40.0,14.0,102.0,0.255,34.0,2.0,8.0,52.0,2.0,0.0,12.0,3.0,48.0,1.0,Colgate,3,13.333333333333334,4.666666666666667,34.0,11.333333333333334,0.6666666666666666,2.6666666666666665,17.333333333333332,0.6666666666666666,0.0,4.0,1.0,16.0,0.3333333333333333
09/12/2015,"Rutgers @ Hamilton, N.Y.",3-1,4.0,0,55.0,20.0,148.0,0.236,49.0,7.0,7.0,64.0,4.0,5.0,10.0,2.0,72.0,3.0,Rutgers,4,13.75,5.0,37.0,12.25,1.75,1.75,16.0,1.0,1.25,2.5,0.5,18.0,0.75
09/18/2015,@ San Francisco,0-3,3.0,0,32.0,14.0,98.0,0.184,30.0,3.0,4.0,29.0,4.0,0.0,4.0,1.0,37.0,2.0,San Francisco,3,10.666666666666666,4.666666666666667,32.666666666666664,10.0,1.0,1.3333333333333333,9.666666666666666,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,12.333333333333334,0.6666666666666666
09/19/2015,"North Dakota St. @ San Francisco, CA",1-3,4.0,0,58.0,20.0,147.0,0.259,50.0,7.0,12.0,50.0,4.0,1.0,8.0,1.0,70.0,6.0,North Dakota St.,4,14.5,5.0,36.75,12.5,1.75,3.0,12.5,1.0,0.25,2.0,0.25,17.5,1.5
09/19/2015,Cal St. Fullerton,3-0,3.0,0,43.0,21.0,110.0,0.2,38.0,6.0,7.0,41.0,0.0,7.0,8.0,0.0,60.0,5.0,Cal St. Fullerton,3,14.333333333333334,7.0,36.666666666666664,12.666666666666666,2.0,2.3333333333333335,13.666666666666666,0.0,2.3333333333333335,2.6666666666666665,0.0,20.0,1.6666666666666667
09/25/2015,Brown,3-1,4.0,0,58.0,22.0,155.0,0.232,53.0,7.0,13.0,67.0,3.0,5.0,16.0,1.0,78.0,4.0,Brown,4,14.5,5.5,38.75,13.25,1.75,3.25,16.75,0.75,1.25,4.0,0.25,19.5,1.0
10/02/2015,Columbia,3-1,4.0,0,56.0,20.0,165.0,0.218,53.0,7.0,8.0,72.0,4.0,4.0,14.0,2.0,74.0,4.0,Columbia,4,14.0,5.0,41.25,13.25,1.75,2.0,18.0,1.0,1.0,3.5,0.5,18.5,1.0
10/03/2015,Cornell,3-2,5.0,0,54.0,20.0,149.0,0.228,50.0,4.0,13.0,60.0,6.0,2.0,10.0,3.0,65.0,4.0,Cornell,5,10.8,4.0,29.8,10.0,0.8,2.6,12.0,1.2,0.4,2.0,0.6,13.0,0.8
10/09/2015,@ Dartmouth,1-3,4.0,0,45.0,26.0,182.0,0.104,38.0,5.0,7.0,78.0,7.0,1.0,14.0,0.0,58.0,3.0,Dartmouth,4,11.25,6.5,45.5,9.5,1.25,1.75,19.5,1.75,0.25,3.5,0.0,14.5,0.75
10/10/2015,@ Harvard,0-3,3.0,0,35.0,20.0,99.0,0.152,34.0,5.0,2.0,51.0,2.0,1.0,2.0,1.0,42.0,2.0,Harvard,3,11.666666666666666,6.666666666666667,33.0,11.333333333333334,1.6666666666666667,0.6666666666666666,17.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,14.0,0.6666666666666666
10/16/2015,Penn,3-1,4.0,0,49.0,21.0,162.0,0.173,45.0,7.0,8.0,81.0,6.0,5.0,22.0,1.0,72.0,3.0,Penn,4,12.25,5.25,40.5,11.25,1.75,2.0,20.25,1.5,1.25,5.5,0.25,18.0,0.75
10/17/2015,Princeton,3-0,3.0,0,46.0,16.0,120.0,0.25,43.0,5.0,6.0,53.0,3.0,3.0,8.0,0.0,58.0,3.0,Princeton,3,15.333333333333334,5.333333333333333,40.0,14.333333333333334,1.6666666666666667,2.0,17.666666666666668,1.0,1.0,2.6666666666666665,0.0,19.333333333333332,1.0
10/23/2015,@ Brown,1-3,4.0,0,46.0,16.0,150.0,0.2,44.0,6.0,6.0,75.0,3.0,3.0,12.0,2.0,61.0,2.0,Brown,4,11.5,4.0,37.5,11.0,1.5,1.5,18.75,0.75,0.75,3.0,0.5,15.25,0.5
10/30/2015,@ Cornell,3-2,5.0,0,58.0,26.0,190.0,0.168,53.0,7.0,13.0,101.0,5.0,1.0,12.0,1.0,72.0,2.0,Cornell,5,11.6,5.2,38.0,10.6,1.4,2.6,20.2,1.0,0.2,2.4,0.2,14.4,0.4
10/31/2015,@ Columbia,2-3,5.0,0,57.0,29.0,172.0,0.163,52.0,3.0,5.0,84.0,6.0,2.0,14.0,5.0,69.0,2.0,Columbia,5,11.4,5.8,34.4,10.4,0.6,1.0,16.8,1.2,0.4,2.8,1.0,13.8,0.4
11/06/2015,@ Princeton,1-3,4.0,0,45.0,27.0,130.0,0.138,40.0,1.0,5.0,47.0,6.0,4.0,12.0,1.0,56.0,3.0,Princeton,4,11.25,6.75,32.5,10.0,0.25,1.25,11.75,1.5,1.0,3.0,0.25,14.0,0.75
11/07/2015,@ Penn,3-1,4.0,0,67.0,12.0,147.0,0.374,59.0,7.0,4.0,83.0,3.0,1.0,10.0,0.0,80.0,0.0,Penn,4,16.75,3.0,36.75,14.75,1.75,1.0,20.75,0.75,0.25,2.5,0.0,20.0,0.0
11/13/2015,Harvard,3-1,4.0,0,52.0,32.0,166.0,0.12,47.0,4.0,8.0,64.0,2.0,2.0,18.0,0.0,67.0,2.0,Harvard,4,13.0,8.0,41.5,11.75,1.0,2.0,16.0,0.5,0.5,4.5,0.0,16.75,0.5
11/14/2015,Dartmouth,3-2,5.0,0,55.0,21.0,136.0,0.25,52.0,6.0,8.0,44.0,5.0,3.0,16.0,2.0,72.0,4.0,Dartmouth,5,11.0,4.2,27.2,10.4,1.2,1.6,8.8,1.0,0.6,3.2,0.4,14.4,0.8
11/24/2015,@ Hartford,3-0,3.0,0,38.0,6.0,96.0,0.333,34.0,13.0,3.0,46.0,1.0,2.0,10.0,1.0,58.0,3.0,Hartford,3,12.666666666666666,2.0,32.0,11.333333333333334,4.333333333333333,1.0,15.333333333333334,0.3333333333333333,0.6666666666666666,3.3333333333333335,0.3333333333333333,19.333333333333332,1.0
