date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,bhe/set
08/28/2015,@ San Jose St.,3-2,5.0,0,58.0,20.0,155.0,0.245,49.0,3.0,8.0,69.0,10.0,2.0,18.0,4.0,72.0,2.0,San Jose St.,5,11.6,4.0,31.0,9.8,0.6,1.6,13.8,2.0,0.4,3.6,0.8,14.4,0.4
08/28/2015,"Weber St. @ San Jose, Calif.",3-1,4.0,0,47.0,22.0,133.0,0.188,43.0,10.0,14.0,54.0,9.0,0.0,12.0,2.0,63.0,1.0,Weber St.,4,11.75,5.5,33.25,10.75,2.5,3.5,13.5,2.25,0.0,3.0,0.5,15.75,0.25
08/29/2015,"Rutgers @ Santa Clara, CA",0-3,3.0,0,36.0,18.0,109.0,0.165,35.0,1.0,5.0,48.0,5.0,0.0,16.0,3.0,45.0,0.0,Rutgers,3,12.0,6.0,36.333333333333336,11.666666666666666,0.3333333333333333,1.6666666666666667,16.0,1.6666666666666667,0.0,5.333333333333333,1.0,15.0,0.0
08/29/2015,@ Santa Clara,0-3,3.0,0,28.0,24.0,99.0,0.04,24.0,3.0,6.0,28.0,4.0,2.0,2.0,1.0,34.0,0.0,Santa Clara,3,9.333333333333334,8.0,33.0,8.0,1.0,2.0,9.333333333333334,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,11.333333333333334,0.0
09/04/2015,"Grand Canyon @ Portland, OR",3-0,3.0,0,41.0,15.0,90.0,0.289,37.0,8.0,3.0,46.0,2.0,3.0,12.0,3.0,58.0,1.0,Grand Canyon,3,13.666666666666666,5.0,30.0,12.333333333333334,2.6666666666666665,1.0,15.333333333333334,0.6666666666666666,1.0,4.0,1.0,19.333333333333332,0.3333333333333333
09/05/2015,@ Portland,0-3,3.0,0,43.0,21.0,145.0,0.152,40.0,1.0,3.0,81.0,3.0,0.0,8.0,4.0,48.0,0.0,Portland,3,14.333333333333334,7.0,48.333333333333336,13.333333333333334,0.3333333333333333,1.0,27.0,1.0,0.0,2.6666666666666665,1.3333333333333333,16.0,0.0
09/05/2015,"Nevada @ Portland, Ore.",2-3,5.0,0,51.0,28.0,175.0,0.131,50.0,6.0,6.0,103.0,10.0,5.0,10.0,2.0,67.0,1.0,Nevada,5,10.2,5.6,35.0,10.0,1.2,1.2,20.6,2.0,1.0,2.0,0.4,13.4,0.2
09/11/2015,@ Fresno St.,0-3,3.0,0,31.0,21.0,104.0,0.096,27.0,3.0,5.0,37.0,6.0,0.0,5.0,5.0,36.5,0.0,Fresno St.,3,10.333333333333334,7.0,34.666666666666664,9.0,1.0,1.6666666666666667,12.333333333333334,2.0,0.0,1.6666666666666667,1.6666666666666667,12.166666666666666,0.0
09/11/2015,"Sacramento St. @ Fresno, Calif.",1-3,4.0,0,46.0,16.0,115.0,0.261,38.0,6.0,8.0,54.0,13.0,0.0,8.0,6.0,56.0,0.0,Sacramento St.,4,11.5,4.0,28.75,9.5,1.5,2.0,13.5,3.25,0.0,2.0,1.5,14.0,0.0
09/12/2015,"Central Mich. @ Fresno, Calif.",3-0,3.0,0,45.0,14.0,102.0,0.304,35.0,8.0,9.0,43.0,4.0,2.0,8.0,3.0,59.0,0.0,Central Mich.,3,15.0,4.666666666666667,34.0,11.666666666666666,2.6666666666666665,3.0,14.333333333333334,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.0,19.666666666666668,0.0
