date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,bhe/set
08/28/2015,Valparaiso,2-3,5.0,0,67.0,14.0,183.0,0.29,67.0,6.0,10.0,90.0,6.0,6.0,12.0,4.0,85.0,3.0,Valparaiso,5,13.4,2.8,36.6,13.4,1.2,2.0,18.0,1.2,1.2,2.4,0.8,17.0,0.6
08/29/2015,Eastern Ky.,3-0,3.0,0,47.0,13.0,109.0,0.312,40.0,2.0,4.0,43.0,2.0,2.0,4.0,1.0,53.0,0.0,Eastern Ky.,3,15.666666666666666,4.333333333333333,36.333333333333336,13.333333333333334,0.6666666666666666,1.3333333333333333,14.333333333333334,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,17.666666666666668,0.0
08/29/2015,Troy,3-1,4.0,0,52.0,18.0,128.0,0.266,49.0,8.0,11.0,59.0,2.0,0.0,4.0,0.0,62.0,0.0,Troy,4,13.0,4.5,32.0,12.25,2.0,2.75,14.75,0.5,0.0,1.0,0.0,15.5,0.0
09/04/2015,"Mississippi Val. @ Starkville, Miss.",3-0,3.0,0,45.0,7.0,76.0,0.5,42.0,6.0,5.0,40.0,3.0,0.0,8.0,3.0,55.0,0.0,Mississippi Val.,3,15.0,2.3333333333333335,25.333333333333332,14.0,2.0,1.6666666666666667,13.333333333333334,1.0,0.0,2.6666666666666665,1.0,18.333333333333332,0.0
09/05/2015,"Stetson @ Starkville, Miss.",3-0,3.0,0,42.0,9.0,92.0,0.359,41.0,4.0,10.0,41.0,2.0,3.0,6.0,1.0,52.0,0.0,Stetson,3,14.0,3.0,30.666666666666668,13.666666666666666,1.3333333333333333,3.3333333333333335,13.666666666666666,0.6666666666666666,1.0,2.0,0.3333333333333333,17.333333333333332,0.0
09/05/2015,@ Mississippi St.,1-3,4.0,0,53.0,25.0,181.0,0.155,51.0,5.0,10.0,88.0,1.0,3.0,12.0,1.0,67.0,0.0,Mississippi St.,4,13.25,6.25,45.25,12.75,1.25,2.5,22.0,0.25,0.75,3.0,0.25,16.75,0.0
09/11/2015,UAB,3-1,4.0,0,56.0,19.0,135.0,0.274,52.0,9.0,12.0,52.0,5.0,2.0,4.0,1.0,69.0,1.0,UAB,4,14.0,4.75,33.75,13.0,2.25,3.0,13.0,1.25,0.5,1.0,0.25,17.25,0.25
09/12/2015,Austin Peay,3-0,3.0,0,47.0,8.0,94.0,0.415,44.0,3.0,6.0,37.0,0.0,3.0,10.0,3.0,58.0,0.0,Austin Peay,3,15.666666666666666,2.6666666666666665,31.333333333333332,14.666666666666666,1.0,2.0,12.333333333333334,0.0,1.0,3.3333333333333335,1.0,19.333333333333332,0.0
09/12/2015,Gardner-Webb,3-0,3.0,0,44.0,13.0,128.0,0.242,43.0,5.0,5.0,71.0,4.0,1.0,8.0,0.0,54.0,1.0,Gardner-Webb,3,14.666666666666666,4.333333333333333,42.666666666666664,14.333333333333334,1.6666666666666667,1.6666666666666667,23.666666666666668,1.3333333333333333,0.3333333333333333,2.6666666666666665,0.0,18.0,0.3333333333333333
09/15/2015,@ Kennesaw St.,3-0,3.0,0,43.0,13.0,96.0,0.312,43.0,8.0,4.0,50.0,5.0,0.0,2.0,0.0,52.0,1.0,Kennesaw St.,3,14.333333333333334,4.333333333333333,32.0,14.333333333333334,2.6666666666666665,1.3333333333333333,16.666666666666668,1.6666666666666667,0.0,0.6666666666666666,0.0,17.333333333333332,0.3333333333333333
