date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,bhe/set
08/28/2015,"Hofstra @ College Park, Md.",1-3,4.0,0,37.0,24.0,118.0,0.11,36.0,3.0,12.0,43.0,6.0,2.0,14.0,2.0,49.0,2.0,Hofstra,4,9.25,6.0,29.5,9.0,0.75,3.0,10.75,1.5,0.5,3.5,0.5,12.25,0.5
08/28/2015,"Morgan St. @ College Park, Md.",3-0,3.0,0,38.0,7.0,79.0,0.392,36.0,9.0,6.0,33.0,4.0,1.0,8.0,3.0,52.0,0.0,Morgan St.,3,12.666666666666666,2.3333333333333335,26.333333333333332,12.0,3.0,2.0,11.0,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.0,17.333333333333332,0.0
08/29/2015,"Duquesne @ College Park, Md.",3-1,4.0,0,55.0,12.0,144.0,0.299,41.0,5.0,9.0,57.0,10.0,2.0,10.0,6.0,67.0,2.0,Duquesne,4,13.75,3.0,36.0,10.25,1.25,2.25,14.25,2.5,0.5,2.5,1.5,16.75,0.5
08/29/2015,@ Maryland,1-3,4.0,0,48.0,25.0,139.0,0.165,44.0,3.0,7.0,65.0,7.0,2.0,12.0,0.0,59.0,1.0,Maryland,4,12.0,6.25,34.75,11.0,0.75,1.75,16.25,1.75,0.5,3.0,0.0,14.75,0.25
09/04/2015,Indiana St.,2-3,5.0,0,65.0,33.0,209.0,0.153,62.0,5.0,5.0,89.0,5.0,2.0,18.0,1.0,81.0,1.0,Indiana St.,5,13.0,6.6,41.8,12.4,1.0,1.0,17.8,1.0,0.4,3.6,0.2,16.2,0.2
09/05/2015,UAlbany,3-2,5.0,0,78.0,31.0,207.0,0.227,76.0,6.0,9.0,106.0,6.0,5.0,14.0,2.0,96.0,2.0,UAlbany,5,15.6,6.2,41.4,15.2,1.2,1.8,21.2,1.2,1.0,2.8,0.4,19.2,0.4
09/05/2015,Oakland,3-1,4.0,0,55.0,26.0,164.0,0.177,48.0,6.0,5.0,80.0,5.0,1.0,12.0,4.0,68.0,3.0,Oakland,4,13.75,6.5,41.0,12.0,1.5,1.25,20.0,1.25,0.25,3.0,1.0,17.0,0.75
09/10/2015,"Georgetown @ Madison, Wis.",3-1,4.0,0,45.0,18.0,112.0,0.241,43.0,6.0,5.0,42.0,5.0,4.0,16.0,1.0,63.0,2.0,Georgetown,4,11.25,4.5,28.0,10.75,1.5,1.25,10.5,1.25,1.0,4.0,0.25,15.75,0.5
09/11/2015,@ Wisconsin,0-3,3.0,0,31.0,15.0,96.0,0.167,30.0,5.0,6.0,32.0,5.0,2.0,16.0,2.0,46.0,2.0,Wisconsin,3,10.333333333333334,5.0,32.0,10.0,1.6666666666666667,2.0,10.666666666666666,1.6666666666666667,0.6666666666666666,5.333333333333333,0.6666666666666666,15.333333333333334,0.6666666666666666
09/18/2015,"Santa Clara @ Sacramento, Calif.",0-3,3.0,0,37.0,15.0,92.0,0.239,35.0,1.0,7.0,38.0,4.0,2.0,4.0,3.0,42.0,5.0,Santa Clara,3,12.333333333333334,5.0,30.666666666666668,11.666666666666666,0.3333333333333333,2.3333333333333335,12.666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,14.0,1.6666666666666667
09/19/2015,"Nevada @ Sacramento, Calif.",3-1,4.0,0,53.0,18.0,131.0,0.267,52.0,7.0,13.0,52.0,9.0,2.0,20.0,1.0,72.0,0.0,Nevada,4,13.25,4.5,32.75,13.0,1.75,3.25,13.0,2.25,0.5,5.0,0.25,18.0,0.0
09/19/2015,@ Sacramento St.,1-3,4.0,0,57.0,21.0,148.0,0.243,54.0,6.0,6.0,61.0,3.0,0.0,4.0,2.0,65.0,1.0,Sacramento St.,4,14.25,5.25,37.0,13.5,1.5,1.5,15.25,0.75,0.0,1.0,0.5,16.25,0.25
09/25/2015,Miami (OH),2-3,5.0,0,65.0,26.0,175.0,0.223,60.0,7.0,7.0,92.0,3.0,3.0,18.0,2.0,84.0,2.0,Miami ,5,13.0,5.2,35.0,12.0,1.4,1.4,18.4,0.6,0.6,3.6,0.4,16.8,0.4
09/26/2015,Bowling Green,3-1,4.0,0,60.0,18.0,133.0,0.316,55.0,5.0,12.0,66.0,7.0,2.0,14.0,0.0,74.0,2.0,Bowling Green,4,15.0,4.5,33.25,13.75,1.25,3.0,16.5,1.75,0.5,3.5,0.0,18.5,0.5
10/01/2015,Ohio,0-3,3.0,0,37.0,20.0,129.0,0.132,36.0,2.0,7.0,59.0,3.0,2.0,0.0,0.0,41.0,1.0,Ohio,3,12.333333333333334,6.666666666666667,43.0,12.0,0.6666666666666666,2.3333333333333335,19.666666666666668,1.0,0.6666666666666666,0.0,0.0,13.666666666666666,0.3333333333333333
10/03/2015,@ Central Mich.,3-1,4.0,0,55.0,18.0,130.0,0.285,53.0,5.0,10.0,53.0,6.0,2.0,8.0,0.0,66.0,0.0,Central Mich.,4,13.75,4.5,32.5,13.25,1.25,2.5,13.25,1.5,0.5,2.0,0.0,16.5,0.0
10/09/2015,@ Buffalo,3-1,4.0,0,51.0,18.0,126.0,0.262,48.0,10.0,5.0,59.0,5.0,2.0,16.0,1.0,71.0,1.0,Buffalo,4,12.75,4.5,31.5,12.0,2.5,1.25,14.75,1.25,0.5,4.0,0.25,17.75,0.25
10/10/2015,@ Akron,3-0,3.0,0,38.0,7.0,90.0,0.344,32.0,8.0,3.0,37.0,2.0,5.0,8.0,2.0,55.0,0.0,Akron,3,12.666666666666666,2.3333333333333335,30.0,10.666666666666666,2.6666666666666665,1.0,12.333333333333334,0.6666666666666666,1.6666666666666667,2.6666666666666665,0.6666666666666666,18.333333333333332,0.0
10/16/2015,Toledo,3-0,3.0,0,38.0,10.0,106.0,0.264,36.0,5.0,8.0,53.0,0.0,2.0,10.0,0.0,50.0,0.0,Toledo,3,12.666666666666666,3.3333333333333335,35.333333333333336,12.0,1.6666666666666667,2.6666666666666665,17.666666666666668,0.0,0.6666666666666666,3.3333333333333335,0.0,16.666666666666668,0.0
10/17/2015,Ball St.,3-2,5.0,0,62.0,22.0,159.0,0.252,59.0,3.0,8.0,77.0,4.0,1.0,20.0,3.0,76.0,2.0,Ball St.,5,12.4,4.4,31.8,11.8,0.6,1.6,15.4,0.8,0.2,4.0,0.6,15.2,0.4
10/23/2015,@ NIU,3-1,4.0,0,62.0,14.0,153.0,0.314,59.0,3.0,8.0,77.0,4.0,3.0,10.0,2.0,73.0,1.0,NIU,4,15.5,3.5,38.25,14.75,0.75,2.0,19.25,1.0,0.75,2.5,0.5,18.25,0.25
10/24/2015,@ Western Mich.,3-1,4.0,0,61.0,15.0,161.0,0.286,60.0,5.0,3.0,79.0,2.0,1.0,10.0,1.0,72.0,2.0,Western Mich.,4,15.25,3.75,40.25,15.0,1.25,0.75,19.75,0.5,0.25,2.5,0.25,18.0,0.5
10/30/2015,@ Bowling Green,2-3,5.0,0,68.0,25.0,214.0,0.201,65.0,8.0,10.0,101.0,4.0,1.0,6.0,3.0,80.0,2.0,Bowling Green,5,13.6,5.0,42.8,13.0,1.6,2.0,20.2,0.8,0.2,1.2,0.6,16.0,0.4
10/31/2015,@ Miami (OH),3-0,3.0,0,52.0,13.0,124.0,0.315,50.0,6.0,4.0,60.0,1.0,1.0,10.0,2.0,64.0,3.0,Miami ,3,17.333333333333332,4.333333333333333,41.333333333333336,16.666666666666668,2.0,1.3333333333333333,20.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.6666666666666666,21.333333333333332,1.0
11/05/2015,@ Ohio,3-1,4.0,0,52.0,22.0,166.0,0.181,47.0,2.0,3.0,88.0,2.0,3.0,16.0,1.0,65.0,0.0,Ohio,4,13.0,5.5,41.5,11.75,0.5,0.75,22.0,0.5,0.75,4.0,0.25,16.25,0.0
11/07/2015,Eastern Mich.,3-1,4.0,0,62.0,16.0,172.0,0.267,58.0,7.0,8.0,80.0,1.0,3.0,4.0,2.0,74.0,0.0,Eastern Mich.,4,15.5,4.0,43.0,14.5,1.75,2.0,20.0,0.25,0.75,1.0,0.5,18.5,0.0
11/13/2015,Akron,3-0,3.0,0,41.0,7.0,88.0,0.386,38.0,7.0,3.0,34.0,1.0,4.0,18.0,1.0,61.0,5.0,Akron,3,13.666666666666666,2.3333333333333335,29.333333333333332,12.666666666666666,2.3333333333333335,1.0,11.333333333333334,0.3333333333333333,1.3333333333333333,6.0,0.3333333333333333,20.333333333333332,1.6666666666666667
11/14/2015,Buffalo,3-0,3.0,0,56.0,13.0,119.0,0.361,50.0,1.0,6.0,55.0,1.0,6.0,2.0,1.0,64.0,2.0,Buffalo,3,18.666666666666668,4.333333333333333,39.666666666666664,16.666666666666668,0.3333333333333333,2.0,18.333333333333332,0.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,21.333333333333332,0.6666666666666666
11/20/2015,"Ball St. @ Athens, Ohio",3-0,3.0,0,45.0,17.0,113.0,0.248,45.0,3.0,2.0,54.0,1.0,0.0,6.0,1.0,51.0,1.0,Ball St.,3,15.0,5.666666666666667,37.666666666666664,15.0,1.0,0.6666666666666666,18.0,0.3333333333333333,0.0,2.0,0.3333333333333333,17.0,0.3333333333333333
11/21/2015,@ Ohio,1-3,4.0,0,43.0,19.0,176.0,0.136,42.0,2.0,5.0,93.0,3.0,2.0,12.0,0.0,53.0,0.0,Ohio,4,10.75,4.75,44.0,10.5,0.5,1.25,23.25,0.75,0.5,3.0,0.0,13.25,0.0
