date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,bhe/set
08/28/2015,"Oklahoma @ Boulder, Colo.",3-1,4.0,0,57.0,22.0,117.0,0.299,55.0,2.0,5.0,44.0,9.0,0.0,15.0,0.0,66.5,0.0,Oklahoma,4,14.25,5.5,29.25,13.75,0.5,1.25,11.0,2.25,0.0,3.75,0.0,16.625,0.0
08/29/2015,"San Diego @ Boulder, Colo.",3-0,3.0,0,39.0,13.0,115.0,0.226,34.0,4.0,3.0,47.0,3.0,2.0,22.0,0.0,56.0,2.0,San Diego,3,13.0,4.333333333333333,38.333333333333336,11.333333333333334,1.3333333333333333,1.0,15.666666666666666,1.0,0.6666666666666666,7.333333333333333,0.0,18.666666666666668,0.6666666666666666
08/29/2015,@ Colorado,2-3,5.0,0,64.0,18.0,150.0,0.307,59.0,2.0,5.0,59.0,6.0,2.0,24.0,1.0,80.0,2.0,Colorado,5,12.8,3.6,30.0,11.8,0.4,1.0,11.8,1.2,0.4,4.8,0.2,16.0,0.4
09/05/2015,@ Ohio St.,2-3,5.0,0,45.0,28.0,166.0,0.102,41.0,3.0,8.0,73.0,6.0,4.0,23.0,2.0,63.5,4.0,Ohio St.,5,9.0,5.6,33.2,8.2,0.6,1.6,14.6,1.2,0.8,4.6,0.4,12.7,0.8
09/06/2015,@ Ohio St.,1-3,4.0,0,54.0,19.0,135.0,0.259,53.0,3.0,5.0,59.0,6.0,1.0,8.0,1.0,62.0,1.0,Ohio St.,4,13.5,4.75,33.75,13.25,0.75,1.25,14.75,1.5,0.25,2.0,0.25,15.5,0.25
09/06/2015,"NIU @ Columbus, Ohio",3-0,3.0,0,48.0,16.0,96.0,0.333,43.0,8.0,2.0,41.0,1.0,2.0,10.0,0.0,63.0,0.0,NIU,3,16.0,5.333333333333333,32.0,14.333333333333334,2.6666666666666665,0.6666666666666666,13.666666666666666,0.3333333333333333,0.6666666666666666,3.3333333333333335,0.0,21.0,0.0
09/11/2015,Coastal Carolina,3-0,3.0,0,40.0,5.0,73.0,0.479,36.0,5.0,3.0,38.0,2.0,0.0,14.0,0.0,52.0,0.0,Coastal Carolina,3,13.333333333333334,1.6666666666666667,24.333333333333332,12.0,1.6666666666666667,1.0,12.666666666666666,0.6666666666666666,0.0,4.666666666666667,0.0,17.333333333333332,0.0
09/12/2015,@ Florida A&M,3-0,3.0,0,41.0,14.0,106.0,0.255,38.0,2.0,3.0,41.0,3.0,0.0,30.0,2.0,58.0,0.0,Florida A&M,3,13.666666666666666,4.666666666666667,35.333333333333336,12.666666666666666,0.6666666666666666,1.0,13.666666666666666,1.0,0.0,10.0,0.6666666666666666,19.333333333333332,0.0
09/12/2015,Xavier,3-0,3.0,0,43.0,12.0,100.0,0.31,38.0,2.0,1.0,46.0,4.0,3.0,17.0,1.0,56.5,0.0,Xavier,3,14.333333333333334,4.0,33.333333333333336,12.666666666666666,0.6666666666666666,0.3333333333333333,15.333333333333334,1.3333333333333333,1.0,5.666666666666667,0.3333333333333333,18.833333333333332,0.0
09/18/2015,Texas A&M,3-1,4.0,0,61.0,16.0,134.0,0.336,55.0,7.0,3.0,57.0,1.0,1.0,22.0,0.0,80.0,1.0,Texas A&M,4,15.25,4.0,33.5,13.75,1.75,0.75,14.25,0.25,0.25,5.5,0.0,20.0,0.25
09/20/2015,@ Florida,1-3,4.0,0,59.0,25.0,169.0,0.201,56.0,3.0,6.0,64.0,7.0,0.0,12.0,1.0,68.0,0.0,Florida,4,14.75,6.25,42.25,14.0,0.75,1.5,16.0,1.75,0.0,3.0,0.25,17.0,0.0
09/23/2015,Miami (FL),3-2,5.0,0,54.0,18.0,132.0,0.273,51.0,5.0,6.0,39.0,4.0,0.0,23.0,1.0,70.5,1.0,Miami ,5,10.8,3.6,26.4,10.2,1.0,1.2,7.8,0.8,0.0,4.6,0.2,14.1,0.2
09/27/2015,@ Notre Dame,3-0,3.0,0,38.0,15.0,81.0,0.284,36.0,3.0,5.0,30.0,3.0,1.0,22.0,2.0,53.0,0.0,Notre Dame,3,12.666666666666666,5.0,27.0,12.0,1.0,1.6666666666666667,10.0,1.0,0.3333333333333333,7.333333333333333,0.6666666666666666,17.666666666666668,0.0
10/02/2015,Clemson,3-0,3.0,0,39.0,14.0,93.0,0.269,37.0,4.0,6.0,46.0,4.0,0.0,16.0,2.0,51.0,1.0,Clemson,3,13.0,4.666666666666667,31.0,12.333333333333334,1.3333333333333333,2.0,15.333333333333334,1.3333333333333333,0.0,5.333333333333333,0.6666666666666666,17.0,0.3333333333333333
10/04/2015,Georgia Tech,3-0,3.0,0,47.0,11.0,115.0,0.313,45.0,5.0,5.0,47.0,2.0,1.0,21.0,1.0,63.5,1.0,Georgia Tech,3,15.666666666666666,3.6666666666666665,38.333333333333336,15.0,1.6666666666666667,1.6666666666666667,15.666666666666666,0.6666666666666666,0.3333333333333333,7.0,0.3333333333333333,21.166666666666668,0.3333333333333333
10/09/2015,@ Duke,3-2,5.0,0,69.0,22.0,211.0,0.223,65.0,1.0,3.0,97.0,2.0,0.0,20.0,3.0,80.0,1.0,Duke,5,13.8,4.4,42.2,13.0,0.2,0.6,19.4,0.4,0.0,4.0,0.6,16.0,0.2
10/11/2015,@ Wake Forest,3-0,3.0,0,43.0,8.0,78.0,0.449,42.0,6.0,4.0,33.0,3.0,1.0,18.0,1.0,59.0,3.0,Wake Forest,3,14.333333333333334,2.6666666666666665,26.0,14.0,2.0,1.3333333333333333,11.0,1.0,0.3333333333333333,6.0,0.3333333333333333,19.666666666666668,1.0
10/16/2015,@ North Carolina,3-2,5.0,0,62.0,29.0,184.0,0.179,60.0,7.0,6.0,67.0,3.0,5.0,26.0,2.0,87.0,0.0,North Carolina,5,12.4,5.8,36.8,12.0,1.4,1.2,13.4,0.6,1.0,5.2,0.4,17.4,0.0
