date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2016,Kent St.,3-1,4.0,0,60.0,18.0,148.0,0.284,55.0,6.0,7.0,69.0,3.0,2.0,6.0,0.0,71.0,0.0,Kent St.,4,15.0,4.5,37.0,13.75,1.5,1.75,17.25,0.5,1.5,0.0,17.75
08/26/2016,Stony Brook,3-0,3.0,0,45.0,11.0,92.0,0.37,41.0,5.0,9.0,39.0,2.0,2.0,6.0,0.0,55.0,0.0,Stony Brook,3,15.0,3.6666666666666665,30.666666666666668,13.666666666666666,1.6666666666666667,3.0,13.0,0.6666666666666666,2.0,0.0,18.333333333333332
08/27/2016,Stetson,3-0,3.0,0,44.0,13.0,88.0,0.352,44.0,6.0,6.0,49.0,5.0,2.0,10.0,0.0,57.0,0.0,Stetson,3,14.666666666666666,4.333333333333333,29.333333333333332,14.666666666666666,2.0,2.0,16.333333333333332,0.6666666666666666,3.3333333333333335,0.0,19.0
08/27/2016,Florida St.,0-3,3.0,0,40.0,31.0,124.0,0.073,37.0,1.0,3.0,55.0,3.0,1.0,6.0,2.0,45.0,0.0,Florida St.,3,13.333333333333334,10.333333333333334,41.333333333333336,12.333333333333334,0.3333333333333333,1.0,18.333333333333332,0.3333333333333333,2.0,0.6666666666666666,15.0
09/02/2016,@ Southern Ill.,2-3,5.0,0,68.0,31.0,190.0,0.195,64.0,8.0,10.0,78.0,4.0,3.0,8.0,1.0,83.0,2.0,Southern Ill.,5,13.6,6.2,38.0,12.8,1.6,2.0,15.6,0.6,1.6,0.2,16.6
09/03/2016,"Northern Ariz. @ Carbondale, Ill.",3-1,4.0,0,61.0,26.0,176.0,0.199,58.0,6.0,4.0,82.0,6.0,1.0,12.0,1.0,74.0,3.0,Northern Ariz.,4,15.25,6.5,44.0,14.5,1.5,1.0,20.5,0.25,3.0,0.25,18.5
09/03/2016,"Western Mich. @ Carbondale, Ill.",3-0,3.0,0,46.0,10.0,83.0,0.434,45.0,5.0,4.0,41.0,5.0,1.0,10.0,0.0,57.0,1.0,Western Mich.,3,15.333333333333334,3.3333333333333335,27.666666666666668,15.0,1.6666666666666667,1.3333333333333333,13.666666666666666,0.3333333333333333,3.3333333333333335,0.0,19.0
09/09/2016,LSU,2-3,5.0,0,65.0,33.0,171.0,0.187,62.0,4.0,8.0,71.0,4.0,1.0,12.0,2.0,76.0,3.0,LSU,5,13.0,6.6,34.2,12.4,0.8,1.6,14.2,0.2,2.4,0.4,15.2
09/09/2016,Fla. Atlantic,3-1,4.0,0,61.0,18.0,159.0,0.27,56.0,8.0,3.0,62.0,4.0,8.0,10.0,1.0,82.0,3.0,Fla. Atlantic,4,15.25,4.5,39.75,14.0,2.0,0.75,15.5,2.0,2.5,0.25,20.5
09/11/2016,Seattle U,3-0,3.0,0,46.0,11.0,108.0,0.324,44.0,3.0,5.0,47.0,3.0,2.0,10.0,3.0,56.0,2.0,Seattle U,3,15.333333333333334,3.6666666666666665,36.0,14.666666666666666,1.0,1.6666666666666667,15.666666666666666,0.6666666666666666,3.3333333333333335,1.0,18.666666666666668
