date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2016,@ Stanford,3-2,5.0,0,68.0,30.0,167.0,0.228,63.0,3.0,3.0,66.0,6.0,6.0,16.0,3.0,85.0,0.0,Stanford,5,13.6,6.0,33.4,12.6,0.6,0.6,13.2,1.2,3.2,0.6,17.0
08/27/2016,"Minnesota @ Stanford, Calif.",1-3,4.0,0,65.0,26.0,172.0,0.227,64.0,2.0,6.0,70.0,6.0,2.0,2.0,1.0,70.0,1.0,Minnesota,4,16.25,6.5,43.0,16.0,0.5,1.5,17.5,0.5,0.5,0.25,17.5
09/02/2016,@ Wisconsin,0-3,3.0,0,29.0,28.0,111.0,0.009,26.0,2.0,4.0,41.0,2.0,1.0,4.0,1.0,34.0,1.0,Wisconsin,3,9.666666666666666,9.333333333333334,37.0,8.666666666666666,0.6666666666666666,1.3333333333333333,13.666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,11.333333333333334
09/03/2016,"A&M-Corpus Christi @ Madison, Wis.",3-0,3.0,0,54.0,22.0,115.0,0.278,52.0,1.0,9.0,40.0,1.0,1.0,8.0,1.0,60.0,1.0,A&M-Corpus Christi,3,18.0,7.333333333333333,38.333333333333336,17.333333333333332,0.3333333333333333,3.0,13.333333333333334,0.3333333333333333,2.6666666666666665,0.3333333333333333,20.0
09/08/2016,UC Irvine,3-1,4.0,0,56.0,24.0,118.0,0.271,53.0,13.0,5.0,54.0,10.0,1.0,10.0,1.0,75.0,0.0,UC Irvine,4,14.0,6.0,29.5,13.25,3.25,1.25,13.5,0.25,2.5,0.25,18.75
09/09/2016,Colorado,3-0,3.0,0,57.0,20.0,142.0,0.261,53.0,3.0,5.0,53.0,1.0,0.0,6.0,1.0,63.0,0.0,Colorado,3,19.0,6.666666666666667,47.333333333333336,17.666666666666668,1.0,1.6666666666666667,17.666666666666668,0.0,2.0,0.3333333333333333,21.0
09/10/2016,UCLA,3-1,4.0,0,66.0,17.0,173.0,0.283,65.0,5.0,4.0,86.0,3.0,2.0,14.0,2.0,80.0,1.0,UCLA,4,16.5,4.25,43.25,16.25,1.25,1.0,21.5,0.5,3.5,0.5,20.0
09/16/2016,Long Beach St.,3-1,4.0,0,72.0,20.0,161.0,0.323,68.0,4.0,6.0,71.0,4.0,1.0,8.0,2.0,81.0,0.0,Long Beach St.,4,18.0,5.0,40.25,17.0,1.0,1.5,17.75,0.25,2.0,0.5,20.25
09/17/2016,Cal St. Fullerton,3-0,3.0,0,47.0,13.0,92.0,0.37,45.0,8.0,10.0,37.0,3.0,1.0,8.0,0.0,60.0,0.0,Cal St. Fullerton,3,15.666666666666666,4.333333333333333,30.666666666666668,15.0,2.6666666666666665,3.3333333333333335,12.333333333333334,0.3333333333333333,2.6666666666666665,0.0,20.0
09/17/2016,"UC Santa Barbara @ San Diego, CA",3-0,3.0,0,50.0,14.0,104.0,0.346,45.0,1.0,8.0,39.0,2.0,3.0,8.0,0.0,58.0,0.0,UC Santa Barbara,3,16.666666666666668,4.666666666666667,34.666666666666664,15.0,0.3333333333333333,2.6666666666666665,13.0,1.0,2.6666666666666665,0.0,19.333333333333332
