date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/26/2016,"Kentucky @ West Lafayette, Ind.",0-3,3.0,0,27.0,20.0,93.0,0.075,27.0,0.0,5.0,35.0,5.0,0.0,4.0,1.0,29.0,0.0,Kentucky,3,9.0,6.666666666666667,31.0,9.0,0.0,1.6666666666666667,11.666666666666666,0.0,1.3333333333333333,0.3333333333333333,9.666666666666666,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/26/2016,@ Purdue,0-3,3.0,0,34.0,19.0,114.0,0.132,32.0,3.0,6.0,47.0,1.0,4.0,0.0,1.0,41.0,3.0,Purdue,3,11.333333333333334,6.333333333333333,38.0,10.666666666666666,1.0,2.0,15.666666666666666,1.3333333333333333,0.0,0.3333333333333333,13.666666666666666,,4.5,,3.3333333333333335,,15.5,,0.0375,,4.5,,0.0,,0.8333333333333334,,5.833333333333333,,0.0,,0.6666666666666666,,0.16666666666666666,,4.833333333333333
08/27/2016,"Washington St. @ West Lafayette, Ind.",1-3,4.0,0,44.0,25.0,125.0,0.152,40.0,2.0,9.0,51.0,7.0,1.0,8.0,1.0,51.0,3.0,Washington St.,4,11.0,6.25,31.25,10.0,0.5,2.25,12.75,0.25,2.0,0.25,12.75,,6.777777777777779,,4.333333333333333,,23.0,,0.069,,6.5555555555555545,,0.3333333333333333,,1.2222222222222223,,9.11111111111111,,0.4444444444444444,,0.4444444444444444,,0.2222222222222222,,7.777777777777778
08/29/2016,North Dakota St.,3-0,3.0,0,39.0,12.0,89.0,0.303,35.0,10.0,8.0,27.0,2.0,0.0,8.0,1.0,53.0,0.0,North Dakota St.,3,13.0,4.0,29.666666666666668,11.666666666666666,3.333333333333333,2.6666666666666665,9.0,0.0,2.6666666666666665,0.3333333333333333,17.666666666666668,10.444444444444445,7.833333333333334,6.416666666666667,4.8125,33.416666666666664,25.0625,0.11966666666666666,0.08975,9.888888888888888,7.416666666666666,0.5,0.375,1.9722222222222223,1.4791666666666667,13.361111111111109,10.020833333333332,0.5277777777777778,0.3958333333333333,1.111111111111111,0.8333333333333333,0.3055555555555555,0.22916666666666666,12.027777777777777,9.020833333333332
09/02/2016,"BYU @ Columbus, Ohio",0-3,3.0,0,30.0,22.0,98.0,0.082,27.0,3.0,4.0,42.0,6.0,1.0,19.0,2.0,43.5,2.0,BYU,3,10.0,7.333333333333333,32.666666666666664,9.0,1.0,1.3333333333333333,14.0,0.3333333333333333,6.333333333333333,0.6666666666666666,14.5,11.777777777777779,8.866666666666667,5.527777777777778,4.65,32.97222222222222,25.98333333333333,0.19566666666666666,0.1324,10.777777777777777,8.266666666666666,1.611111111111111,0.9666666666666666,2.3055555555555554,1.7166666666666668,12.472222222222223,9.816666666666666,0.5277777777777778,0.31666666666666665,1.5555555555555556,1.2,0.3055555555555555,0.25,14.694444444444445,10.75
09/02/2016,@ Ohio St.,0-3,3.0,0,25.0,14.0,91.0,0.121,23.0,2.0,4.0,34.0,3.0,1.0,10.0,4.0,33.0,0.0,Ohio St.,3,8.333333333333334,4.666666666666667,30.33333333333333,7.666666666666667,0.6666666666666666,1.3333333333333333,11.333333333333334,0.3333333333333333,3.333333333333333,1.3333333333333333,11.0,11.333333333333334,9.055555555555555,5.861111111111111,5.097222222222222,31.194444444444443,27.097222222222218,0.17900000000000002,0.12399999999999999,10.222222222222223,8.388888888888888,1.611111111111111,0.9722222222222222,2.0833333333333335,1.652777777777778,11.916666666666666,10.513888888888888,0.19444444444444442,0.3194444444444444,3.6666666666666665,2.0555555555555554,0.4166666666666667,0.3194444444444444,14.972222222222223,11.375
09/03/2016,"LIU @ Columbus, OH",3-0,3.0,0,43.0,9.0,100.0,0.34,40.0,8.0,6.0,48.0,3.0,1.0,14.0,2.0,59.0,0.0,LIU,3,14.333333333333334,3.0,33.333333333333336,13.333333333333334,2.6666666666666665,2.0,16.0,0.3333333333333333,4.666666666666667,0.6666666666666666,19.666666666666668,10.444444444444445,8.952380952380953,5.333333333333333,5.035714285714286,30.888888888888886,27.559523809523803,0.16866666666666666,0.12357142857142855,9.444444444444445,8.285714285714285,1.6666666666666667,0.9285714285714286,1.7777777777777777,1.6071428571428574,11.444444444444445,10.63095238095238,0.2222222222222222,0.32142857142857145,4.111111111111111,2.2380952380952377,0.7777777777777777,0.4642857142857143,14.388888888888891,11.321428571428571
09/09/2016,Samford,3-0,3.0,0,35.0,5.0,70.0,0.429,30.0,7.0,9.0,32.0,0.0,2.0,14.0,0.0,51.0,0.0,Samford,3,11.666666666666666,1.6666666666666667,23.33333333333333,10.0,2.333333333333333,3.0,10.666666666666666,0.6666666666666666,4.666666666666667,0.0,17.0,10.888888888888891,9.625,5.0,4.78125,32.11111111111111,28.281249999999996,0.18100000000000005,0.15062499999999998,10.0,8.916666666666666,1.4444444444444444,1.1458333333333333,1.5555555555555554,1.6562500000000002,13.777777777777779,11.302083333333332,0.3333333333333333,0.3229166666666667,4.777777777777778,2.5416666666666665,0.8888888888888888,0.4895833333333333,15.055555555555557,12.364583333333334
09/10/2016,Eastern Wash.,3-0,3.0,0,38.0,10.0,75.0,0.373,32.0,5.0,3.0,26.0,2.0,0.0,12.0,0.0,49.0,0.0,Eastern Wash.,3,12.666666666666666,3.333333333333333,25.0,10.666666666666666,1.6666666666666667,1.0,8.666666666666666,0.0,4.0,0.0,16.333333333333332,11.444444444444445,9.851851851851853,3.111111111111111,4.435185185185185,29.0,27.73148148148148,0.2966666666666667,0.18155555555555555,10.333333333333334,9.037037037037036,1.8888888888888886,1.2777777777777777,2.111111111111111,1.8055555555555556,12.666666666666666,11.231481481481481,0.4444444444444444,0.3611111111111111,4.222222222222222,2.7777777777777777,0.6666666666666666,0.4351851851851852,15.888888888888891,12.87962962962963
09/10/2016,CSUN,3-0,3.0,0,42.0,13.0,98.0,0.296,37.0,3.0,9.0,39.0,6.0,4.0,12.0,1.0,55.0,0.0,CSUN,3,14.0,4.333333333333333,32.666666666666664,12.333333333333334,1.0,3.0,13.0,1.3333333333333333,4.0,0.3333333333333333,18.33333333333333,12.888888888888888,10.133333333333335,2.6666666666666665,4.325,27.222222222222218,27.458333333333332,0.3806666666666667,0.20069999999999996,11.333333333333334,9.2,2.222222222222222,1.3166666666666667,2.0,1.725,11.777777777777777,10.975,0.3333333333333333,0.325,4.4444444444444455,2.9,0.2222222222222222,0.39166666666666666,17.666666666666668,13.225
