date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent
08/26/2016,Coastal Carolina,0-3,3.0,0,24.0,20.0,100.0,0.04,24.0,3.0,3.0,30.0,3.0,4.0,8.0,2.0,35.0,2.0,Coastal Carolina
08/27/2016,Florida A&M,3-1,4.0,0,47.0,16.0,120.0,0.258,41.0,8.0,6.0,48.0,13.0,3.0,12.0,1.0,64.0,2.0,Florida A&M
08/27/2016,Miami (FL),0-3,3.0,0,15.0,17.0,78.0,-0.026,12.0,1.0,4.0,21.0,10.0,3.0,8.0,3.0,23.0,1.0,Miami 
09/02/2016,"Florida A&M @ Mobile, Ala.",1-3,4.0,0,44.0,18.0,120.0,0.217,40.0,5.0,7.0,48.0,3.0,2.0,14.0,1.0,58.0,5.0,Florida A&M
09/02/2016,@ South Alabama,0-3,3.0,0,30.0,13.0,81.0,0.21,26.0,3.0,5.0,28.0,10.0,0.0,2.0,0.0,34.0,0.0,South Alabama
09/03/2016,"Southeastern La. @ Mobile, Ala.",3-2,5.0,0,55.0,27.0,163.0,0.172,51.0,4.0,7.0,74.0,11.0,5.0,20.0,0.0,74.0,2.0,Southeastern La.
09/09/2016,"Nicholls @ Jacksonville, Fla.",3-1,4.0,0,50.0,24.0,149.0,0.174,42.0,11.0,4.0,62.0,9.0,0.0,28.0,2.0,75.0,3.0,Nicholls
09/10/2016,@ North Florida,3-1,4.0,0,41.0,20.0,132.0,0.159,34.0,8.0,4.0,50.0,7.0,2.0,26.0,0.0,64.0,5.0,North Florida
09/10/2016,"Mercer @ Jacksonville, Fla.",0-3,3.0,0,36.0,18.0,93.0,0.194,35.0,5.0,5.0,37.0,11.0,1.0,4.0,0.0,44.0,1.0,Mercer
09/16/2016,"Eastern Ill. @ Starkville, Miss.",3-0,3.0,0,40.0,24.0,117.0,0.137,36.0,3.0,7.0,51.0,1.0,2.0,10.0,1.0,50.0,0.0,Eastern Ill.
09/16/2016,@ Mississippi St.,2-3,5.0,0,55.0,21.0,128.0,0.266,53.0,5.0,8.0,43.0,6.0,1.0,24.0,1.0,73.0,0.0,Mississippi St.
09/17/2016,"Portland @ Starkville, Miss.",0-3,3.0,0,28.0,23.0,91.0,0.055,26.0,4.0,4.0,42.0,4.0,0.0,10.0,1.0,37.0,0.0,Portland
09/17/2016,"Troy @ Starkville, Miss.",3-0,3.0,0,41.0,16.0,111.0,0.225,38.0,3.0,3.0,56.0,3.0,0.0,14.0,1.0,51.0,0.0,Troy
09/20/2016,@ FGCU,1-3,4.0,0,43.0,20.0,123.0,0.187,41.0,2.0,3.0,47.0,7.0,1.0,20.0,3.0,56.0,5.0,FGCU
09/25/2016,@ North Texas,0-3,3.0,0,30.0,16.0,96.0,0.146,29.0,1.0,4.0,28.0,2.0,1.0,8.0,3.0,36.0,1.0,North Texas
09/30/2016,Fla. Atlantic,0-3,3.0,0,36.0,20.0,89.0,0.18,33.0,3.0,6.0,30.0,7.0,0.0,8.0,2.0,43.0,3.0,Fla. Atlantic
10/02/2016,UAB,3-0,3.0,0,47.0,13.0,89.0,0.382,42.0,8.0,6.0,30.0,7.0,1.0,10.0,0.0,61.0,0.0,UAB
10/09/2016,Rice,0-3,3.0,0,48.0,18.0,125.0,0.24,47.0,2.0,9.0,44.0,3.0,3.0,6.0,0.0,56.0,3.0,Rice
10/11/2016,@ Marshall,0-3,3.0,0,31.0,24.0,100.0,0.07,30.0,1.0,2.0,42.0,2.0,2.0,6.0,0.0,37.0,1.0,Marshall
10/14/2016,@ Charlotte,0-3,3.0,0,41.0,24.0,112.0,0.152,38.0,3.0,5.0,46.0,5.0,0.0,6.0,3.0,47.0,1.0,Charlotte
10/16/2016,@ Western Ky.,0-3,3.0,0,29.0,23.0,92.0,0.065,26.0,0.0,4.0,20.0,5.0,1.0,11.0,1.0,35.5,4.0,Western Ky.
10/21/2016,Marshall,1-3,4.0,0,56.0,18.0,148.0,0.257,51.0,3.0,7.0,52.0,8.0,2.0,12.0,2.0,67.0,2.0,Marshall
10/23/2016,Louisiana Tech,3-1,4.0,0,64.0,13.0,135.0,0.378,57.0,7.0,7.0,59.0,6.0,2.0,12.0,0.0,79.0,6.0,Louisiana Tech
10/28/2016,@ Fla. Atlantic,0-3,3.0,0,20.0,19.0,82.0,0.012,20.0,1.0,2.0,23.0,7.0,3.0,14.0,0.0,31.0,1.0,Fla. Atlantic
11/04/2016,@ UTEP,2-3,5.0,0,53.0,26.0,143.0,0.189,47.0,3.0,5.0,50.0,7.0,11.0,4.0,4.0,69.0,0.0,UTEP
11/06/2016,@ UTSA,2-3,5.0,0,52.0,19.0,158.0,0.209,45.0,5.0,4.0,83.0,9.0,1.0,26.0,1.0,71.0,1.0,UTSA
11/10/2016,Middle Tenn.,3-2,5.0,0,62.0,17.0,148.0,0.304,55.0,4.0,9.0,63.0,8.0,8.0,21.0,5.0,84.5,1.0,Middle Tenn.
11/12/2016,Southern Miss.,1-3,4.0,0,42.0,23.0,147.0,0.129,41.0,2.0,3.0,63.0,8.0,2.0,10.0,1.0,51.0,3.0,Southern Miss.
