date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent
08/26/2016,@ Colorado St.,0-3,3.0,0,32.0,14.0,97.0,0.186,28.0,2.0,7.0,34.0,9.0,0.0,0.0,1.0,34.0,1.0,Colorado St.
08/27/2016,@ Northern Colo.,2-3,5.0,0,56.0,20.0,196.0,0.184,43.0,1.0,7.0,81.0,7.0,5.0,16.0,4.0,70.0,1.0,Northern Colo.
08/28/2016,"Saint Mary's (CA) @ Fort Collins, CO",1-3,4.0,0,53.0,20.0,153.0,0.216,49.0,3.0,5.0,74.0,2.0,1.0,8.0,1.0,61.0,2.0,Saint Mary's 
08/29/2016,@ Wyoming,0-3,3.0,0,37.0,17.0,94.0,0.213,29.0,2.0,7.0,27.0,10.0,1.0,6.0,0.0,43.0,0.0,Wyoming
09/02/2016,Texas Tech,2-3,5.0,0,61.0,34.0,194.0,0.139,60.0,4.0,6.0,75.0,1.0,4.0,6.0,4.0,72.0,0.0,Texas Tech
09/03/2016,NIU,1-3,4.0,0,31.0,25.0,124.0,0.048,29.0,7.0,10.0,36.0,7.0,5.0,12.0,5.0,49.0,3.0,NIU
09/03/2016,Bradley,3-0,3.0,0,39.0,12.0,92.0,0.293,36.0,6.0,7.0,38.0,2.0,1.0,10.0,1.0,51.0,0.0,Bradley
09/09/2016,"Montana @ Ames, IA",3-0,3.0,0,37.0,11.0,85.0,0.306,32.0,10.0,6.0,41.0,5.0,1.0,2.0,1.0,49.0,0.0,Montana
09/10/2016,"Iowa @ Ames, Iowa",0-3,3.0,0,31.0,15.0,110.0,0.145,29.0,1.0,5.0,39.0,4.0,0.0,4.0,2.0,34.0,2.0,Iowa
09/10/2016,@ Iowa St.,0-3,3.0,0,30.0,11.0,89.0,0.213,30.0,4.0,7.0,28.0,8.0,1.0,6.0,1.0,38.0,0.0,Iowa St.
09/16/2016,"Northwestern @ Cedar Falls, Iowa",1-3,4.0,0,54.0,22.0,141.0,0.227,54.0,5.0,5.0,68.0,7.0,1.0,6.0,2.0,63.0,1.0,Northwestern
09/17/2016,"Illinois St. @ Cedar Falls, IA",0-3,3.0,0,42.0,17.0,133.0,0.188,41.0,0.0,2.0,52.0,3.0,2.0,6.0,3.0,47.0,2.0,Illinois St.
09/18/2016,@ UNI,0-3,3.0,0,30.0,17.0,117.0,0.111,28.0,1.0,2.0,54.0,5.0,2.0,10.0,3.0,38.0,1.0,UNI
