date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent
08/26/2016,Saint Louis,3-0,3.0,0,39.0,10.0,82.0,0.354,38.0,8.0,5.0,37.0,0.0,5.0,8.0,0.0,56.0,1.0,Saint Louis
08/27/2016,Miami (OH),3-0,3.0,0,46.0,15.0,104.0,0.298,40.0,3.0,4.0,47.0,4.0,2.0,14.0,0.0,58.0,0.0,Miami 
08/27/2016,UNI,3-0,3.0,0,42.0,15.0,113.0,0.239,35.0,5.0,4.0,45.0,3.0,0.0,18.0,0.0,56.0,0.0,UNI
09/02/2016,@ Kansas St.,3-1,4.0,0,59.0,12.0,151.0,0.311,53.0,4.0,3.0,56.0,2.0,2.0,18.0,2.0,74.0,0.0,Kansas St.
09/03/2016,"Tennessee St. @ Manhattan, Kan.",3-0,3.0,0,51.0,7.0,99.0,0.444,46.0,4.0,5.0,44.0,1.0,0.0,14.0,0.0,62.0,0.0,Tennessee St.
09/03/2016,"Georgia Tech @ Manhattan, Kan.",3-1,4.0,0,46.0,15.0,158.0,0.196,44.0,5.0,4.0,72.0,4.0,4.0,16.0,2.0,63.0,0.0,Georgia Tech
09/09/2016,"American @ Pittsburgh, PA",3-0,3.0,0,52.0,12.0,101.0,0.396,50.0,2.0,1.0,47.0,1.0,2.0,12.0,1.0,62.0,1.0,American
09/10/2016,"Coastal Carolina @ Pittsburgh, PA",3-0,3.0,0,40.0,18.0,106.0,0.208,38.0,4.0,5.0,41.0,1.0,4.0,16.0,2.0,56.0,3.0,Coastal Carolina
09/10/2016,@ Pittsburgh,2-3,5.0,0,71.0,26.0,193.0,0.233,66.0,2.0,5.0,88.0,6.0,2.0,20.0,1.0,85.0,4.0,Pittsburgh
09/16/2016,Auburn,3-0,3.0,0,48.0,14.0,117.0,0.291,43.0,3.0,7.0,50.0,5.0,3.0,12.0,1.0,60.0,0.0,Auburn
09/17/2016,Colgate,3-1,4.0,0,58.0,7.0,121.0,0.421,54.0,8.0,12.0,44.0,3.0,4.0,24.0,0.0,82.0,0.0,Colgate
09/17/2016,Eastern Mich.,3-0,3.0,0,44.0,11.0,95.0,0.347,36.0,5.0,6.0,35.0,2.0,1.0,8.0,1.0,54.0,1.0,Eastern Mich.
09/23/2016,Nebraska,0-3,3.0,0,38.0,24.0,119.0,0.118,36.0,0.0,3.0,47.0,3.0,3.0,8.0,2.0,45.0,1.0,Nebraska
09/24/2016,Iowa,3-1,4.0,0,53.0,17.0,129.0,0.279,50.0,6.0,7.0,37.0,1.0,6.0,20.0,3.0,75.0,0.0,Iowa
09/30/2016,@ Rutgers,3-0,3.0,0,46.0,21.0,97.0,0.258,44.0,4.0,3.0,34.0,3.0,2.0,14.0,2.0,59.0,0.0,Rutgers
10/01/2016,@ Penn St.,0-3,3.0,0,34.0,16.0,87.0,0.207,34.0,2.0,4.0,27.0,8.0,1.0,6.0,0.0,40.0,0.0,Penn St.
10/07/2016,Maryland,3-1,4.0,0,60.0,28.0,147.0,0.218,56.0,5.0,14.0,53.0,0.0,3.0,6.0,0.0,71.0,1.0,Maryland
10/09/2016,Ohio St.,3-1,4.0,0,63.0,18.0,145.0,0.31,60.0,2.0,6.0,56.0,6.0,3.0,10.0,1.0,73.0,1.0,Ohio St.
10/12/2016,@ Northwestern,3-0,3.0,0,42.0,10.0,102.0,0.314,39.0,5.0,3.0,52.0,2.0,4.0,12.0,0.0,57.0,0.0,Northwestern
10/15/2016,Wisconsin,2-3,5.0,0,65.0,23.0,163.0,0.258,60.0,6.0,9.0,66.0,6.0,2.0,16.0,3.0,81.0,1.0,Wisconsin
10/19/2016,@ Maryland,3-2,5.0,0,66.0,21.0,157.0,0.287,61.0,4.0,15.0,73.0,2.0,3.0,8.0,1.0,77.0,2.0,Maryland
10/22/2016,Penn St.,3-2,5.0,0,80.0,27.0,195.0,0.272,79.0,3.0,3.0,81.0,5.0,4.0,2.0,1.0,88.0,0.0,Penn St.
10/28/2016,@ Purdue,1-3,4.0,0,46.0,22.0,140.0,0.171,44.0,5.0,8.0,48.0,7.0,1.0,4.0,0.0,54.0,2.0,Purdue
10/29/2016,@ Indiana,1-3,4.0,0,41.0,30.0,118.0,0.093,37.0,4.0,9.0,31.0,6.0,0.0,14.0,0.0,52.0,0.0,Indiana
11/04/2016,Illinois,3-1,4.0,0,61.0,30.0,167.0,0.186,57.0,11.0,5.0,65.0,3.0,4.0,12.0,3.0,82.0,0.0,Illinois
11/05/2016,Northwestern,3-1,4.0,0,56.0,15.0,133.0,0.308,52.0,4.0,4.0,58.0,2.0,2.0,16.0,2.0,70.0,1.0,Northwestern
11/09/2016,Indiana,3-0,3.0,0,37.0,12.0,76.0,0.329,35.0,3.0,3.0,30.0,2.0,5.0,16.0,2.0,53.0,3.0,Indiana
11/12/2016,@ Michigan St.,1-3,4.0,0,47.0,24.0,146.0,0.158,44.0,7.0,7.0,59.0,8.0,3.0,26.0,2.0,70.0,4.0,Michigan St.
11/18/2016,@ Wisconsin,1-3,4.0,0,47.0,22.0,156.0,0.16,44.0,1.0,2.0,55.0,1.0,3.0,12.0,4.0,57.0,3.0,Wisconsin
11/20/2016,@ Minnesota,2-3,5.0,0,84.0,27.0,212.0,0.269,81.0,4.0,7.0,89.0,3.0,0.0,14.0,3.0,95.0,2.0,Minnesota
11/23/2016,Michigan St.,3-0,3.0,0,46.0,11.0,100.0,0.35,43.0,3.0,8.0,49.0,2.0,6.0,14.0,0.0,62.0,1.0,Michigan St.
