date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2016,@ Ohio,3-1,4.0,0,66.0,16.0,155.0,0.323,63.0,3.0,13.0,70.0,2.0,3.0,6.0,0.0,75.0,0.0,Ohio,4,16.5,4.0,38.75,15.75,0.75,3.25,17.5,0.75,1.5,0.0,18.75
08/27/2016,"FGCU @ Athens, Ohio",3-1,4.0,0,65.0,19.0,140.0,0.329,61.0,7.0,5.0,63.0,7.0,3.0,10.0,1.0,80.0,0.0,FGCU,4,16.25,4.75,35.0,15.25,1.75,1.25,15.75,0.75,2.5,0.25,20.0
08/27/2016,"Villanova @ Athens, Ohio",3-0,3.0,0,49.0,12.0,124.0,0.298,49.0,4.0,9.0,57.0,1.0,3.0,10.0,0.0,61.0,0.0,Villanova,3,16.333333333333332,4.0,41.333333333333336,16.333333333333332,1.3333333333333333,3.0,19.0,1.0,3.3333333333333335,0.0,20.333333333333332
08/30/2016,@ Austin Peay,3-0,3.0,0,54.0,11.0,107.0,0.402,49.0,2.0,5.0,54.0,0.0,6.0,4.0,5.0,64.0,0.0,Austin Peay,3,18.0,3.6666666666666665,35.666666666666664,16.333333333333332,0.6666666666666666,1.6666666666666667,18.0,2.0,1.3333333333333333,1.6666666666666667,21.333333333333332
09/02/2016,"Cal Poly @ St. Louis, Mo.",1-3,4.0,0,53.0,22.0,142.0,0.218,53.0,1.0,8.0,51.0,7.0,4.0,10.0,1.0,63.0,1.0,Cal Poly,4,13.25,5.5,35.5,13.25,0.25,2.0,12.75,1.0,2.5,0.25,15.75
09/03/2016,@ Saint Louis,3-0,3.0,0,47.0,6.0,78.0,0.526,45.0,8.0,11.0,37.0,0.0,2.0,8.0,0.0,61.0,0.0,Saint Louis,3,15.666666666666666,2.0,26.0,15.0,2.6666666666666665,3.6666666666666665,12.333333333333334,0.6666666666666666,2.6666666666666665,0.0,20.333333333333332
09/03/2016,"Arkansas St. @ St. Louis, Mo.",3-1,4.0,0,60.0,12.0,140.0,0.343,58.0,3.0,8.0,53.0,3.0,4.0,16.0,2.0,75.0,0.0,Arkansas St.,4,15.0,3.0,35.0,14.5,0.75,2.0,13.25,1.0,4.0,0.5,18.75
09/06/2016,Belmont,3-0,3.0,0,37.0,10.0,94.0,0.287,36.0,2.0,6.0,49.0,2.0,3.0,8.0,0.0,46.0,1.0,Belmont,3,12.333333333333334,3.3333333333333335,31.333333333333332,12.0,0.6666666666666666,2.0,16.333333333333332,1.0,2.6666666666666665,0.0,15.333333333333334
09/09/2016,Southern Ill.,3-1,4.0,0,62.0,23.0,143.0,0.273,58.0,6.0,7.0,68.0,5.0,6.0,4.0,0.0,76.0,1.0,Southern Ill.,4,15.5,5.75,35.75,14.5,1.5,1.75,17.0,1.5,1.0,0.0,19.0
09/09/2016,Cincinnati,3-0,3.0,0,49.0,6.0,99.0,0.434,46.0,6.0,14.0,47.0,2.0,2.0,8.0,1.0,61.0,2.0,Cincinnati,3,16.333333333333332,2.0,33.0,15.333333333333334,2.0,4.666666666666667,15.666666666666666,0.6666666666666666,2.6666666666666665,0.3333333333333333,20.333333333333332
09/10/2016,Michigan St.,2-3,5.0,0,60.0,25.0,156.0,0.224,58.0,10.0,16.0,54.0,7.0,3.0,8.0,2.0,77.0,0.0,Michigan St.,5,12.0,5.0,31.2,11.6,2.0,3.2,10.8,0.6,1.6,0.4,15.4
09/16/2016,@ Pittsburgh,3-2,5.0,0,55.0,22.0,165.0,0.2,54.0,8.0,9.0,71.0,12.0,5.0,20.0,2.0,78.0,2.0,Pittsburgh,5,11.0,4.4,33.0,10.8,1.6,1.8,14.2,1.0,4.0,0.4,15.6
09/17/2016,"Robert Morris @ Pittsburgh, PA",3-0,3.0,0,39.0,19.0,96.0,0.208,34.0,3.0,10.0,37.0,5.0,1.0,8.0,1.0,47.0,3.0,Robert Morris,3,13.0,6.333333333333333,32.0,11.333333333333334,1.0,3.3333333333333335,12.333333333333334,0.3333333333333333,2.6666666666666665,0.3333333333333333,15.666666666666666
09/17/2016,"Lehigh @ Pittsburgh, PA",3-0,3.0,0,41.0,9.0,78.0,0.41,40.0,1.0,9.0,33.0,6.0,2.0,2.0,0.0,45.0,0.0,Lehigh,3,13.666666666666666,3.0,26.0,13.333333333333334,0.3333333333333333,3.0,11.0,0.6666666666666666,0.6666666666666666,0.0,15.0
09/23/2016,Fla. Atlantic,3-1,4.0,0,56.0,18.0,134.0,0.284,53.0,8.0,9.0,53.0,4.0,6.0,22.0,3.0,81.0,1.0,Fla. Atlantic,4,14.0,4.5,33.5,13.25,2.0,2.25,13.25,1.5,5.5,0.75,20.25
09/25/2016,Charlotte,3-0,3.0,0,48.0,18.0,125.0,0.24,43.0,8.0,7.0,60.0,1.0,2.0,6.0,1.0,61.0,1.0,Charlotte,3,16.0,6.0,41.666666666666664,14.333333333333334,2.6666666666666665,2.3333333333333335,20.0,0.6666666666666666,2.0,0.3333333333333333,20.333333333333332
09/30/2016,@ Louisiana Tech,3-0,3.0,0,44.0,10.0,100.0,0.34,42.0,6.0,7.0,41.0,1.0,2.0,12.0,1.0,58.0,1.0,Louisiana Tech,3,14.666666666666666,3.3333333333333335,33.333333333333336,14.0,2.0,2.3333333333333335,13.666666666666666,0.6666666666666666,4.0,0.3333333333333333,19.333333333333332
