date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2016,@ Tulsa,2-3,5.0,0,83.0,28.0,214.0,0.257,74.0,2.0,12.0,88.0,1.0,0.0,14.0,7.0,92.0,1.0,Tulsa,5,16.6,5.6,42.8,14.8,0.4,2.4,17.6,0.0,2.8,1.4,18.4
08/26/2016,"South Dakota @ Tulsa, Okla.",3-1,4.0,0,64.0,21.0,156.0,0.276,58.0,2.0,13.0,75.0,5.0,2.0,6.0,2.0,71.0,6.0,South Dakota,4,16.0,5.25,39.0,14.5,0.5,3.25,18.75,0.5,1.5,0.5,17.75
08/27/2016,"UIW @ Tulsa, Okla.",3-1,4.0,0,52.0,21.0,124.0,0.25,49.0,5.0,12.0,44.0,2.0,1.0,10.0,3.0,63.0,6.0,UIW,4,13.0,5.25,31.0,12.25,1.25,3.0,11.0,0.25,2.5,0.75,15.75
08/30/2016,Samford,3-0,3.0,0,42.0,18.0,108.0,0.222,37.0,5.0,9.0,46.0,1.0,1.0,8.0,1.0,52.0,2.0,Samford,3,14.0,6.0,36.0,12.333333333333334,1.6666666666666667,3.0,15.333333333333334,0.3333333333333333,2.6666666666666665,0.3333333333333333,17.333333333333332
09/01/2016,Virginia Tech @ Puerto Rico,3-2,5.0,0,56.0,27.0,151.0,0.192,48.0,5.0,7.0,57.0,5.0,5.0,8.0,1.0,70.0,7.0,Virginia Tech,5,11.2,5.4,30.2,9.6,1.0,1.4,11.4,1.0,1.6,0.2,14.0
09/02/2016,"Florida St. @ San Juan, PR",2-3,5.0,0,69.0,25.0,162.0,0.272,64.0,7.0,12.0,48.0,1.0,2.0,14.0,6.0,85.0,0.0,Florida St.,5,13.8,5.0,32.4,12.8,1.4,2.4,9.6,0.4,2.8,1.2,17.0
09/03/2016,"Temple @ Bayamon, PR",3-1,4.0,0,64.0,26.0,149.0,0.255,58.0,2.0,3.0,64.0,4.0,2.0,14.0,2.0,75.0,0.0,Temple,4,16.0,6.5,37.25,14.5,0.5,0.75,16.0,0.5,3.5,0.5,18.75
09/09/2016,Southern Miss.,3-2,5.0,0,65.0,22.0,164.0,0.262,61.0,1.0,9.0,57.0,4.0,5.0,10.0,2.0,76.0,2.0,Southern Miss.,5,13.0,4.4,32.8,12.2,0.2,1.8,11.4,1.0,2.0,0.4,15.2
09/09/2016,Northwestern St.,3-1,4.0,0,47.0,17.0,112.0,0.268,41.0,9.0,13.0,57.0,9.0,2.0,12.0,2.0,64.0,2.0,Northwestern St.,4,11.75,4.25,28.0,10.25,2.25,3.25,14.25,0.5,3.0,0.5,16.0
09/10/2016,Lehigh,3-0,3.0,0,40.0,7.0,88.0,0.375,36.0,6.0,9.0,38.0,3.0,1.0,10.0,0.0,52.0,1.0,Lehigh,3,13.333333333333334,2.3333333333333335,29.333333333333332,12.0,2.0,3.0,12.666666666666666,0.3333333333333333,3.3333333333333335,0.0,17.333333333333332
09/16/2016,ETSU,3-1,4.0,0,51.0,18.0,130.0,0.254,45.0,6.0,4.0,65.0,7.0,5.0,12.0,4.0,68.0,3.0,ETSU,4,12.75,4.5,32.5,11.25,1.5,1.0,16.25,1.25,3.0,1.0,17.0
09/17/2016,Presbyterian,3-2,5.0,0,66.0,32.0,169.0,0.201,64.0,6.0,8.0,81.0,8.0,5.0,12.0,4.0,83.0,4.0,Presbyterian,5,13.2,6.4,33.8,12.8,1.2,1.6,16.2,1.0,2.4,0.8,16.6
09/17/2016,Ga. Southern,3-0,3.0,0,44.0,14.0,102.0,0.294,40.0,4.0,8.0,42.0,3.0,4.0,8.0,1.0,56.0,0.0,Ga. Southern,3,14.666666666666666,4.666666666666667,34.0,13.333333333333334,1.3333333333333333,2.6666666666666665,14.0,1.3333333333333333,2.6666666666666665,0.3333333333333333,18.666666666666668
09/23/2016,Texas A&M,3-2,5.0,0,68.0,29.0,166.0,0.235,65.0,6.0,2.0,62.0,6.0,2.0,12.0,1.0,82.0,0.0,Texas A&M,5,13.6,5.8,33.2,13.0,1.2,0.4,12.4,0.4,2.4,0.2,16.4
09/25/2016,Florida,0-3,3.0,0,36.0,17.0,97.0,0.196,33.0,0.0,4.0,32.0,5.0,0.0,6.0,3.0,39.0,0.0,Florida,3,12.0,5.666666666666667,32.333333333333336,11.0,0.0,1.3333333333333333,10.666666666666666,0.0,2.0,1.0,13.0
09/30/2016,@ Georgia,3-1,4.0,0,68.0,22.0,150.0,0.307,62.0,3.0,9.0,55.0,7.0,1.0,18.0,2.0,81.0,1.0,Georgia,4,17.0,5.5,37.5,15.5,0.75,2.25,13.75,0.25,4.5,0.5,20.25
10/02/2016,@ Mississippi St.,2-3,5.0,0,50.0,30.0,138.0,0.145,48.0,2.0,7.0,51.0,3.0,1.0,18.0,2.0,62.0,0.0,Mississippi St.,5,10.0,6.0,27.6,9.6,0.4,1.4,10.2,0.2,3.6,0.4,12.4
10/09/2016,@ Auburn,1-3,4.0,0,52.0,33.0,153.0,0.124,45.0,6.0,5.0,79.0,5.0,1.0,8.0,2.0,63.0,0.0,Auburn,4,13.0,8.25,38.25,11.25,1.5,1.25,19.75,0.25,2.0,0.5,15.75
10/12/2016,Mississippi St.,3-1,4.0,0,62.0,16.0,146.0,0.315,60.0,5.0,5.0,70.0,8.0,8.0,2.0,1.0,76.0,1.0,Mississippi St.,4,15.5,4.0,36.5,15.0,1.25,1.25,17.5,2.0,0.5,0.25,19.0
10/16/2016,Missouri,2-3,5.0,0,66.0,26.0,168.0,0.238,60.0,3.0,10.0,67.0,3.0,5.0,6.0,4.0,77.0,2.0,Missouri,5,13.2,5.2,33.6,12.0,0.6,2.0,13.4,1.0,1.2,0.8,15.4
10/21/2016,@ Arkansas,3-0,3.0,0,45.0,13.0,92.0,0.348,43.0,8.0,9.0,37.0,4.0,0.0,6.0,2.0,56.0,0.0,Arkansas,3,15.0,4.333333333333333,30.666666666666668,14.333333333333334,2.6666666666666665,3.0,12.333333333333334,0.0,2.0,0.6666666666666666,18.666666666666668
10/23/2016,@ Ole Miss,1-3,4.0,0,49.0,25.0,145.0,0.166,47.0,3.0,8.0,55.0,2.0,3.0,6.0,0.0,58.0,0.0,Ole Miss,4,12.25,6.25,36.25,11.75,0.75,2.0,13.75,0.75,1.5,0.0,14.5
