date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2016,@ ETSU,0-3,3.0,0,21.0,23.0,90.0,-0.022,21.0,1.0,5.0,35.0,5.0,2.0,2.0,1.0,25.0,3.0,ETSU,3,7.0,7.666666666666667,30.0,7.0,0.3333333333333333,1.6666666666666667,11.666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,8.333333333333334
08/27/2016,"USC Upstate @ Johnson City, Tenn.",3-2,5.0,0,63.0,22.0,160.0,0.256,60.0,6.0,13.0,67.0,11.0,1.0,8.0,2.0,74.0,1.0,USC Upstate,5,12.6,4.4,32.0,12.0,1.2,2.6,13.4,0.2,1.6,0.4,14.8
08/27/2016,Troy @ Johnson City,3-0,3.0,0,42.0,21.0,112.0,0.188,41.0,6.0,7.0,44.0,2.0,0.0,6.0,3.0,51.0,3.0,Troy,3,14.0,7.0,37.333333333333336,13.666666666666666,2.0,2.3333333333333335,14.666666666666666,0.0,2.0,1.0,17.0
08/30/2016,Western Ky.,0-3,3.0,0,32.0,16.0,108.0,0.148,30.0,0.0,2.0,37.0,2.0,4.0,2.0,2.0,37.0,0.0,Western Ky.,3,10.666666666666666,5.333333333333333,36.0,10.0,0.0,0.6666666666666666,12.333333333333334,1.3333333333333333,0.6666666666666666,0.6666666666666666,12.333333333333334
09/02/2016,"New Mexico St. @ Troy, Ala.",1-3,4.0,0,45.0,28.0,142.0,0.12,39.0,2.0,7.0,53.0,8.0,2.0,10.0,0.0,54.0,3.0,New Mexico St.,4,11.25,7.0,35.5,9.75,0.5,1.75,13.25,0.5,2.5,0.0,13.5
09/02/2016,"Southern U. @ Troy, Ala.",3-0,3.0,0,47.0,11.0,96.0,0.375,38.0,2.0,14.0,41.0,2.0,1.0,8.0,0.0,54.0,0.0,Southern U.,3,15.666666666666666,3.6666666666666665,32.0,12.666666666666666,0.6666666666666666,4.666666666666667,13.666666666666666,0.3333333333333333,2.6666666666666665,0.0,18.0
09/03/2016,"Valparaiso @ Troy, Ala.",1-3,4.0,0,56.0,26.0,154.0,0.195,46.0,1.0,9.0,59.0,3.0,0.0,18.0,3.0,66.0,1.0,Valparaiso,4,14.0,6.5,38.5,11.5,0.25,2.25,14.75,0.0,4.5,0.75,16.5
09/09/2016,@ Evansville,3-0,3.0,0,48.0,14.0,106.0,0.321,48.0,5.0,6.0,54.0,1.0,2.0,2.0,1.0,56.0,0.0,Evansville,3,16.0,4.666666666666667,35.333333333333336,16.0,1.6666666666666667,2.0,18.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,18.666666666666668
09/10/2016,"Dayton @ Evansville, IN",0-3,3.0,0,30.0,19.0,102.0,0.108,25.0,1.0,4.0,29.0,5.0,0.0,6.0,3.0,34.0,0.0,Dayton,3,10.0,6.333333333333333,34.0,8.333333333333334,0.3333333333333333,1.3333333333333333,9.666666666666666,0.0,2.0,1.0,11.333333333333334
09/10/2016,"Kent St. @ Evansville, Ind.",3-2,5.0,0,51.0,28.0,159.0,0.145,47.0,4.0,5.0,76.0,6.0,8.0,18.0,6.0,72.0,0.0,Kent St.,5,10.2,5.6,31.8,9.4,0.8,1.0,15.2,1.6,3.6,1.2,14.4
