date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent
08/26/2016,"Morehead St. @ Charleston, S.C.",1-3,4.0,0,44.0,26.0,163.0,0.11,43.0,2.0,2.0,67.0,6.0,5.0,6.0,0.0,54.0,0.0,Morehead St.
08/26/2016,"Robert Morris @ Charleston, S.C.",3-1,4.0,0,60.0,24.0,216.0,0.167,53.0,2.0,4.0,107.0,1.0,3.0,12.0,12.0,71.0,0.0,Robert Morris
08/27/2016,@ The Citadel,2-3,5.0,0,49.0,19.0,192.0,0.156,41.0,2.0,6.0,80.0,5.0,3.0,16.0,1.0,62.0,2.0,The Citadel
08/30/2016,@ USC Upstate,3-2,5.0,0,55.0,33.0,199.0,0.111,51.0,4.0,12.0,84.0,3.0,5.0,14.0,4.0,71.0,0.0,USC Upstate
09/01/2016,Limestone,3-0,3.0,0,37.0,17.0,109.0,0.183,34.0,8.0,7.0,48.0,2.0,3.0,12.0,1.0,54.0,2.0,Limestone
09/06/2016,@ South Carolina St.,3-0,3.0,0,43.0,13.0,96.0,0.312,39.0,7.0,9.0,40.0,2.0,0.0,10.0,1.0,55.0,2.0,South Carolina St.
09/09/2016,"Delaware St. @ Elon, N.C.",3-0,3.0,0,40.0,12.0,77.0,0.364,39.0,13.0,2.0,31.0,4.0,0.0,8.0,1.0,57.0,2.0,Delaware St.
09/10/2016,@ Elon,1-3,4.0,0,41.0,33.0,162.0,0.049,37.0,5.0,4.0,68.0,2.0,2.0,6.0,2.0,51.0,1.0,Elon
09/10/2016,"Norfolk St. @ Elon, N.C.",3-0,3.0,0,32.0,14.0,85.0,0.212,28.0,12.0,5.0,37.0,3.0,1.0,6.0,2.0,48.0,3.0,Norfolk St.
09/14/2016,N.C. A&T,3-0,3.0,0,41.0,11.0,90.0,0.333,39.0,8.0,4.0,50.0,2.0,3.0,8.0,2.0,56.0,0.0,N.C. A&T
09/16/2016,"William & Mary @ Columbia, S.C.",0-3,3.0,0,26.0,25.0,96.0,0.01,25.0,0.0,2.0,31.0,5.0,1.0,2.0,1.0,28.0,0.0,William & Mary
09/17/2016,"Davidson @ Columbia, S.C.",3-2,5.0,0,61.0,27.0,159.0,0.214,59.0,10.0,9.0,77.0,9.0,5.0,12.0,2.0,82.0,0.0,Davidson
09/17/2016,@ South Carolina,0-3,3.0,0,21.0,20.0,80.0,0.012,19.0,2.0,3.0,26.0,8.0,0.0,0.0,2.0,23.0,0.0,South Carolina
09/20/2016,@ Winthrop,3-0,3.0,0,32.0,11.0,113.0,0.186,30.0,8.0,1.0,51.0,5.0,3.0,20.0,2.0,53.0,2.0,Winthrop
09/24/2016,Charleston So.,1-3,4.0,0,61.0,28.0,177.0,0.186,60.0,4.0,7.0,84.0,6.0,0.0,22.0,3.0,76.0,2.0,Charleston So.
09/27/2016,@ N.C. Central,3-0,3.0,0,39.0,15.0,103.0,0.233,35.0,5.0,4.0,59.0,6.0,0.0,20.0,0.0,54.0,1.0,N.C. Central
09/30/2016,Presbyterian,0-3,3.0,0,38.0,20.0,135.0,0.133,37.0,4.0,2.0,59.0,5.0,2.0,6.0,2.0,47.0,0.0,Presbyterian
10/04/2016,UNC Asheville,2-3,5.0,0,56.0,31.0,178.0,0.14,49.0,6.0,5.0,75.0,11.0,4.0,8.0,5.0,70.0,3.0,UNC Asheville
10/07/2016,@ Liberty,0-3,3.0,0,29.0,22.0,120.0,0.058,26.0,4.0,3.0,44.0,3.0,1.0,8.0,0.0,38.0,3.0,Liberty
10/08/2016,@ Radford,1-3,4.0,0,31.0,25.0,138.0,0.043,30.0,4.0,3.0,61.0,10.0,2.0,14.0,1.0,44.0,5.0,Radford
10/14/2016,High Point,0-3,3.0,0,30.0,19.0,117.0,0.094,28.0,2.0,5.0,52.0,4.0,1.0,12.0,0.0,39.0,2.0,High Point
10/15/2016,Campbell,0-3,3.0,0,30.0,19.0,96.0,0.115,30.0,2.0,3.0,40.0,5.0,3.0,6.0,2.0,38.0,4.0,Campbell
10/18/2016,N.C. Central,3-0,3.0,0,41.0,14.0,106.0,0.255,39.0,6.0,5.0,44.0,1.0,4.0,0.0,0.0,51.0,0.0,N.C. Central
10/21/2016,Radford,0-3,3.0,0,29.0,21.0,81.0,0.099,28.0,1.0,3.0,31.0,3.0,3.0,10.0,3.0,38.0,0.0,Radford
10/22/2016,Liberty,2-3,5.0,0,74.0,28.0,183.0,0.251,72.0,7.0,3.0,83.0,12.0,0.0,16.0,4.0,89.0,1.0,Liberty
10/25/2016,@ UNC Asheville,2-3,5.0,0,48.0,31.0,167.0,0.102,47.0,7.0,5.0,70.0,2.0,5.0,20.0,0.0,70.0,4.0,UNC Asheville
10/29/2016,@ Presbyterian,3-0,3.0,0,39.0,17.0,124.0,0.177,35.0,4.0,4.0,59.0,2.0,1.0,14.0,1.0,51.0,1.0,Presbyterian
11/04/2016,@ Charleston So.,3-2,5.0,0,53.0,44.0,203.0,0.044,49.0,5.0,3.0,104.0,6.0,3.0,14.0,2.0,68.0,6.0,Charleston So.
11/08/2016,Winthrop,2-3,5.0,0,60.0,40.0,181.0,0.11,58.0,8.0,6.0,53.0,6.0,4.0,8.0,3.0,76.0,0.0,Winthrop
11/11/2016,@ High Point,1-3,4.0,0,47.0,29.0,153.0,0.118,42.0,1.0,4.0,64.0,5.0,6.0,4.0,2.0,56.0,2.0,High Point
