date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2011,@ San Diego St.,1-3,4.0,0,51.0,28.0,146.0,0.158,48.0,2.0,10.0,48.0,0.0,14.0,2.0,60.0,0.0,San Diego St.,4,12.75,7.0,36.5,12.0,0.5,2.5,12.0,0.0,3.5,0.5,15.0
08/27/2011,"Nevada @ San Diego, Calif.",3-1,4.0,0,49.0,21.0,139.0,0.201,43.0,11.0,10.0,69.0,3.0,14.0,1.0,70.0,0.0,Nevada,4,12.25,5.25,34.75,10.75,2.75,2.5,17.25,0.75,3.5,0.25,17.5
08/27/2011,"Portland @ San Diego, Calif.",3-0,3.0,0,43.0,15.0,107.0,0.262,39.0,3.0,9.0,41.0,2.0,12.0,1.0,54.0,0.0,Portland,3,14.333333333333334,5.0,35.666666666666664,13.0,1.0,3.0,13.666666666666666,0.6666666666666666,4.0,0.3333333333333333,18.0
09/02/2011,@ Delaware,3-2,5.0,0,55.0,26.0,168.0,0.173,46.0,0.0,12.0,66.0,0.0,14.0,3.0,62.0,2.0,Delaware,5,11.0,5.2,33.6,9.2,0.0,2.4,13.2,0.0,2.8,0.6,12.4
09/03/2011,"Florida St. @ Newark, Del.",0-3,3.0,0,31.0,19.0,94.0,0.128,30.0,3.0,6.0,26.0,0.0,2.0,1.0,35.0,1.0,Florida St.,3,10.333333333333334,6.333333333333333,31.333333333333332,10.0,1.0,2.0,8.666666666666666,0.0,0.6666666666666666,0.3333333333333333,11.666666666666666
09/03/2011,"UNI @ Newark, Del.",2-3,5.0,0,48.0,20.0,159.0,0.176,43.0,1.0,8.0,56.0,0.0,18.0,0.0,58.0,2.0,UNI,5,9.6,4.0,31.8,8.6,0.2,1.6,11.2,0.0,3.6,0.0,11.6
09/09/2011,@ New Mexico,2-3,5.0,0,51.0,35.0,205.0,0.078,50.0,5.0,7.0,90.0,3.0,17.0,6.0,67.5,1.0,New Mexico,5,10.2,7.0,41.0,10.0,1.0,1.4,18.0,0.6,3.4,1.2,13.5
09/10/2011,"Portland St. @ Albuquerque, N.M.",3-2,5.0,0,57.0,40.0,257.0,0.066,56.0,6.0,13.0,132.0,2.0,26.0,1.0,78.0,3.0,Portland St.,5,11.4,8.0,51.4,11.2,1.2,2.6,26.4,0.4,5.2,0.2,15.6
09/16/2011,Utah St.,3-1,4.0,0,59.0,15.0,159.0,0.277,56.0,6.0,7.0,66.0,2.0,16.0,5.0,75.0,0.0,Utah St.,4,14.75,3.75,39.75,14.0,1.5,1.75,16.5,0.5,4.0,1.25,18.75
09/17/2011,Idaho,0-3,3.0,0,40.0,15.0,125.0,0.2,40.0,2.0,3.0,59.0,0.0,8.0,6.0,46.0,2.0,Idaho,3,13.333333333333334,5.0,41.666666666666664,13.333333333333334,0.6666666666666666,1.0,19.666666666666668,0.0,2.6666666666666665,2.0,15.333333333333334
