date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2011,Colorado St.,0-3,3.0,0,30.0,27.0,111.0,0.027,26.0,4.0,7.0,37.0,0.0,10.0,2.0,39.0,2.0,Colorado St.,3,10.0,9.0,37.0,8.666666666666666,1.3333333333333333,2.3333333333333335,12.333333333333334,0.0,3.3333333333333335,0.6666666666666666,13.0
08/27/2011,Middle Tenn.,3-0,3.0,0,35.0,12.0,83.0,0.277,33.0,7.0,4.0,23.0,4.0,8.0,3.0,50.0,0.0,Middle Tenn.,3,11.666666666666666,4.0,27.666666666666668,11.0,2.3333333333333335,1.3333333333333333,7.666666666666667,1.3333333333333333,2.6666666666666665,1.0,16.666666666666668
08/27/2011,McNeese,3-0,3.0,0,50.0,10.0,95.0,0.421,47.0,6.0,4.0,28.0,1.0,10.0,2.0,62.0,2.0,McNeese,3,16.666666666666668,3.3333333333333335,31.666666666666668,15.666666666666666,2.0,1.3333333333333333,9.333333333333334,0.3333333333333333,3.3333333333333335,0.6666666666666666,20.666666666666668
08/30/2011,Oral Roberts,2-3,5.0,0,62.0,40.0,195.0,0.113,58.0,5.0,6.0,70.0,6.0,24.0,5.0,85.0,1.0,Oral Roberts,5,12.4,8.0,39.0,11.6,1.0,1.2,14.0,1.2,4.8,1.0,17.0
09/02/2011,@ Wake Forest,3-0,3.0,0,39.0,18.0,109.0,0.193,37.0,1.0,6.0,41.0,1.0,13.0,1.0,47.5,1.0,Wake Forest,3,13.0,6.0,36.333333333333336,12.333333333333334,0.3333333333333333,2.0,13.666666666666666,0.3333333333333333,4.333333333333333,0.3333333333333333,15.833333333333334
09/02/2011,"Charleston So. @ Winston-Salem, N.C.",3-0,3.0,0,37.0,9.0,72.0,0.389,35.0,10.0,5.0,32.0,3.0,10.0,3.0,55.0,1.0,Charleston So.,3,12.333333333333334,3.0,24.0,11.666666666666666,3.3333333333333335,1.6666666666666667,10.666666666666666,1.0,3.3333333333333335,1.0,18.333333333333332
09/03/2011,"Georgetown @ Winston-Salem, N.C.",3-2,5.0,0,55.0,13.0,133.0,0.316,48.0,11.0,6.0,39.0,4.0,16.0,4.0,78.0,2.0,Georgetown,5,11.0,2.6,26.6,9.6,2.2,1.2,7.8,0.8,3.2,0.8,15.6
09/06/2011,@ Oklahoma,1-3,4.0,0,55.0,31.0,155.0,0.155,52.0,6.0,10.0,53.0,1.0,8.0,5.0,66.0,3.0,Oklahoma,4,13.75,7.75,38.75,13.0,1.5,2.5,13.25,0.25,2.0,1.25,16.5
09/09/2011,@ Army West Point,3-0,3.0,0,42.0,16.0,102.0,0.255,40.0,3.0,2.0,47.0,5.0,12.0,0.0,56.0,0.0,Army West Point,3,14.0,5.333333333333333,34.0,13.333333333333334,1.0,0.6666666666666666,15.666666666666666,1.6666666666666667,4.0,0.0,18.666666666666668
09/09/2011,"Dartmouth @ West Point, N.Y.",3-1,4.0,0,62.0,18.0,150.0,0.293,57.0,3.0,7.0,76.0,4.0,12.0,3.0,75.0,2.0,Dartmouth,4,15.5,4.5,37.5,14.25,0.75,1.75,19.0,1.0,3.0,0.75,18.75
09/11/2011,"NJIT @ West Point, N.Y.",3-0,3.0,0,41.0,9.0,112.0,0.286,36.0,6.0,5.0,55.0,5.0,18.0,2.0,61.0,0.0,NJIT,3,13.666666666666666,3.0,37.333333333333336,12.0,2.0,1.6666666666666667,18.333333333333332,1.6666666666666667,6.0,0.6666666666666666,20.333333333333332
09/16/2011,@ Alabama,3-1,4.0,0,57.0,18.0,138.0,0.283,56.0,6.0,7.0,69.0,2.0,16.0,2.0,73.0,0.0,Alabama,4,14.25,4.5,34.5,14.0,1.5,1.75,17.25,0.5,4.0,0.5,18.25
