date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
09/02/2011,@ Delaware St.,3-0,3.0,0,41.0,14.0,107.0,0.252,39.0,6.0,6.0,51.0,0.0,17.0,0.0,55.5,2.0,Delaware St.,3,13.666666666666666,4.666666666666667,35.666666666666664,13.0,2.0,2.0,17.0,0.0,5.666666666666667,0.0,18.5
09/02/2011,UTEP,0-3,3.0,0,25.0,18.0,103.0,0.068,24.0,2.0,6.0,39.0,0.0,4.0,3.0,29.0,0.0,UTEP,3,8.333333333333334,6.0,34.333333333333336,8.0,0.6666666666666666,2.0,13.0,0.0,1.3333333333333333,1.0,9.666666666666666
09/03/2011,@ American,1-3,4.0,0,43.0,22.0,121.0,0.174,42.0,4.0,6.0,52.0,0.0,16.0,2.0,55.0,4.0,American,4,10.75,5.5,30.25,10.5,1.0,1.5,13.0,0.0,4.0,0.5,13.75
09/03/2011,Niagara,0-3,3.0,0,31.0,19.0,113.0,0.106,29.0,6.0,8.0,47.0,1.0,16.0,1.0,46.0,2.0,Niagara,3,10.333333333333334,6.333333333333333,37.666666666666664,9.666666666666666,2.0,2.6666666666666665,15.666666666666666,0.3333333333333333,5.333333333333333,0.3333333333333333,15.333333333333334
09/09/2011,@ VCU,1-3,4.0,0,53.0,19.0,156.0,0.218,50.0,4.0,6.0,73.0,1.0,17.0,1.0,66.5,2.0,VCU,4,13.25,4.75,39.0,12.5,1.0,1.5,18.25,0.25,4.25,0.25,16.625
09/10/2011,"George Washington @ Richmond, Va.",0-3,3.0,0,32.0,15.0,109.0,0.156,31.0,3.0,1.0,47.0,0.0,17.0,3.0,43.5,2.0,George Washington,3,10.666666666666666,5.0,36.333333333333336,10.333333333333334,1.0,0.3333333333333333,15.666666666666666,0.0,5.666666666666667,1.0,14.5
09/10/2011,"N.C. A&T @ Richmond, Va.",3-0,3.0,0,41.0,3.0,90.0,0.422,35.0,8.0,5.0,34.0,1.0,4.0,3.0,52.0,0.0,N.C. A&T,3,13.666666666666666,1.0,30.0,11.666666666666666,2.6666666666666665,1.6666666666666667,11.333333333333334,0.3333333333333333,1.3333333333333333,1.0,17.333333333333332
09/16/2011,"Dayton @ Buffalo, NY",0-3,3.0,0,25.0,22.0,108.0,0.028,25.0,2.0,4.0,41.0,1.0,4.0,2.0,30.0,0.0,Dayton,3,8.333333333333334,7.333333333333333,36.0,8.333333333333334,0.6666666666666666,1.3333333333333333,13.666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,10.0
09/17/2011,"Syracuse @ Buffalo, NY",1-3,4.0,0,50.0,23.0,157.0,0.172,45.0,2.0,9.0,62.0,2.0,12.0,0.0,60.0,0.0,Syracuse,4,12.5,5.75,39.25,11.25,0.5,2.25,15.5,0.5,3.0,0.0,15.0
09/17/2011,@ Buffalo,1-3,4.0,0,42.0,23.0,145.0,0.131,41.0,6.0,3.0,69.0,0.0,20.0,3.0,58.0,0.0,Buffalo,4,10.5,5.75,36.25,10.25,1.5,0.75,17.25,0.0,5.0,0.75,14.5
09/23/2011,Binghamton,1-3,4.0,0,43.0,23.0,158.0,0.127,39.0,6.0,4.0,64.0,0.0,12.0,5.0,55.0,2.0,Binghamton,4,10.75,5.75,39.5,9.75,1.5,1.0,16.0,0.0,3.0,1.25,13.75
