date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2011,"San Jose St. @ Tempe, Ariz.",3-1,4.0,0,45.0,26.0,135.0,0.141,40.0,3.0,7.0,57.0,3.0,12.0,2.0,57.0,0.0,San Jose St.,4,11.25,6.5,33.75,10.0,0.75,1.75,14.25,0.75,3.0,0.5,14.25
08/27/2011,"Denver @ Tempe, Ariz.",3-2,5.0,0,56.0,36.0,190.0,0.105,49.0,1.0,5.0,80.0,2.0,23.0,1.0,70.5,0.0,Denver,5,11.2,7.2,38.0,9.8,0.2,1.0,16.0,0.4,4.6,0.2,14.1
08/27/2011,@ Arizona St.,1-3,4.0,0,62.0,25.0,166.0,0.223,57.0,2.0,11.0,63.0,3.0,10.0,1.0,72.0,0.0,Arizona St.,4,15.5,6.25,41.5,14.25,0.5,2.75,15.75,0.75,2.5,0.25,18.0
09/02/2011,"Wyoming @ Des Moines, Iowa",3-1,4.0,0,61.0,27.0,153.0,0.222,59.0,4.0,5.0,61.0,3.0,6.0,1.0,71.0,0.0,Wyoming,4,15.25,6.75,38.25,14.75,1.0,1.25,15.25,0.75,1.5,0.25,17.75
09/03/2011,"Purdue Fort Wayne @ Des Moines, Iowa",3-1,4.0,0,68.0,21.0,157.0,0.299,58.0,3.0,4.0,71.0,4.0,8.0,0.0,79.0,0.0,Purdue Fort Wayne,4,17.0,5.25,39.25,14.5,0.75,1.0,17.75,1.0,2.0,0.0,19.75
09/03/2011,@ Drake,3-1,4.0,0,54.0,25.0,165.0,0.176,52.0,6.0,3.0,93.0,6.0,6.0,2.0,69.0,0.0,Drake,4,13.5,6.25,41.25,13.0,1.5,0.75,23.25,1.5,1.5,0.5,17.25
09/06/2011,NIU,0-3,3.0,0,46.0,14.0,122.0,0.262,42.0,1.0,2.0,52.0,1.0,12.0,6.0,54.0,0.0,NIU,3,15.333333333333334,4.666666666666667,40.666666666666664,14.0,0.3333333333333333,0.6666666666666666,17.333333333333332,0.3333333333333333,4.0,2.0,18.0
09/09/2011,Southern Miss.,3-1,4.0,0,55.0,29.0,170.0,0.153,45.0,2.0,3.0,81.0,1.0,27.0,2.0,71.5,1.0,Southern Miss.,4,13.75,7.25,42.5,11.25,0.5,0.75,20.25,0.25,6.75,0.5,17.875
09/09/2011,Akron,3-1,4.0,0,55.0,24.0,143.0,0.217,54.0,8.0,10.0,69.0,1.0,16.0,2.0,72.0,0.0,Akron,4,13.75,6.0,35.75,13.5,2.0,2.5,17.25,0.25,4.0,0.5,18.0
09/10/2011,Marquette,0-3,3.0,0,34.0,18.0,104.0,0.154,30.0,4.0,5.0,32.0,0.0,8.0,1.0,42.0,1.0,Marquette,3,11.333333333333334,6.0,34.666666666666664,10.0,1.3333333333333333,1.6666666666666667,10.666666666666666,0.0,2.6666666666666665,0.3333333333333333,14.0
09/13/2011,@ Western Mich.,0-3,3.0,0,34.0,22.0,112.0,0.107,31.0,0.0,3.0,40.0,1.0,14.0,2.0,42.0,1.0,Western Mich.,3,11.333333333333334,7.333333333333333,37.333333333333336,10.333333333333334,0.0,1.0,13.333333333333334,0.3333333333333333,4.666666666666667,0.6666666666666666,14.0
09/16/2011,Green Bay,3-1,4.0,0,61.0,18.0,170.0,0.253,56.0,5.0,3.0,83.0,0.0,12.0,1.0,72.0,0.0,Green Bay,4,15.25,4.5,42.5,14.0,1.25,0.75,20.75,0.0,3.0,0.25,18.0
09/17/2011,Loyola Chicago,3-0,3.0,0,44.0,15.0,115.0,0.252,39.0,3.0,4.0,51.0,0.0,22.0,3.0,58.0,0.0,Loyola Chicago,3,14.666666666666666,5.0,38.333333333333336,13.0,1.0,1.3333333333333333,17.0,0.0,7.333333333333333,1.0,19.333333333333332
09/23/2011,Butler,3-0,3.0,0,45.0,12.0,104.0,0.317,43.0,6.0,4.0,46.0,1.0,8.0,3.0,56.0,0.0,Butler,3,15.0,4.0,34.666666666666664,14.333333333333334,2.0,1.3333333333333333,15.333333333333334,0.3333333333333333,2.6666666666666665,1.0,18.666666666666668
09/24/2011,Wright St.,3-0,3.0,0,49.0,10.0,111.0,0.351,46.0,5.0,5.0,51.0,0.0,12.0,2.0,60.0,1.0,Wright St.,3,16.333333333333332,3.3333333333333335,37.0,15.333333333333334,1.6666666666666667,1.6666666666666667,17.0,0.0,4.0,0.6666666666666666,20.0
09/30/2011,@ Cleveland St.,3-0,3.0,0,41.0,13.0,115.0,0.243,37.0,3.0,6.0,53.0,1.0,18.0,4.0,54.0,1.0,Cleveland St.,3,13.666666666666666,4.333333333333333,38.333333333333336,12.333333333333334,1.0,2.0,17.666666666666668,0.3333333333333333,6.0,1.3333333333333333,18.0
10/01/2011,@ Youngstown St.,3-0,3.0,0,30.0,13.0,98.0,0.173,26.0,10.0,6.0,36.0,4.0,12.0,1.0,50.0,0.0,Youngstown St.,3,10.0,4.333333333333333,32.666666666666664,8.666666666666666,3.3333333333333335,2.0,12.0,1.3333333333333333,4.0,0.3333333333333333,16.666666666666668
10/04/2011,UIC,3-0,3.0,0,45.0,15.0,122.0,0.246,42.0,4.0,3.0,48.0,1.0,24.0,1.0,62.0,1.0,UIC,3,15.0,5.0,40.666666666666664,14.0,1.3333333333333333,1.0,16.0,0.3333333333333333,8.0,0.3333333333333333,20.666666666666668
10/05/2011,Valparaiso,3-2,5.0,0,65.0,28.0,193.0,0.192,61.0,4.0,0.0,93.0,2.0,18.0,3.0,80.0,4.0,Valparaiso,5,13.0,5.6,38.6,12.2,0.8,0.0,18.6,0.4,3.6,0.6,16.0
10/14/2011,@ Loyola Chicago,3-1,4.0,0,62.0,25.0,145.0,0.255,59.0,4.0,8.0,54.0,1.0,12.0,1.0,73.0,3.0,Loyola Chicago,4,15.5,6.25,36.25,14.75,1.0,2.0,13.5,0.25,3.0,0.25,18.25
10/15/2011,@ Green Bay,3-2,5.0,0,63.0,26.0,182.0,0.203,60.0,2.0,4.0,79.0,1.0,18.0,2.0,75.0,2.0,Green Bay,5,12.6,5.2,36.4,12.0,0.4,0.8,15.8,0.2,3.6,0.4,15.0
10/21/2011,@ Wright St.,3-0,3.0,0,38.0,5.0,81.0,0.407,37.0,7.0,4.0,37.0,1.0,18.0,1.0,55.0,1.0,Wright St.,3,12.666666666666666,1.6666666666666667,27.0,12.333333333333334,2.3333333333333335,1.3333333333333333,12.333333333333334,0.3333333333333333,6.0,0.3333333333333333,18.333333333333332
10/22/2011,@ Butler,3-0,3.0,0,50.0,17.0,127.0,0.26,48.0,1.0,5.0,56.0,1.0,12.0,1.0,58.0,1.0,Butler,3,16.666666666666668,5.666666666666667,42.333333333333336,16.0,0.3333333333333333,1.6666666666666667,18.666666666666668,0.3333333333333333,4.0,0.3333333333333333,19.333333333333332
10/28/2011,Youngstown St.,3-0,3.0,0,44.0,11.0,94.0,0.351,42.0,3.0,3.0,43.0,2.0,20.0,0.0,59.0,1.0,Youngstown St.,3,14.666666666666666,3.6666666666666665,31.333333333333332,14.0,1.0,1.0,14.333333333333334,0.6666666666666666,6.666666666666667,0.0,19.666666666666668
