date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2011,"Ark.-Pine Bluff @ Edwardsville, Ill.",3-0,3.0,0,47.0,7.0,96.0,0.417,47.0,5.0,5.0,56.0,2.0,8.0,5.0,58.0,0.0,Ark.-Pine Bluff,3,15.666666666666666,2.3333333333333335,32.0,15.666666666666666,1.6666666666666667,1.6666666666666667,18.666666666666668,0.6666666666666666,2.6666666666666665,1.6666666666666667,19.333333333333332
08/26/2011,@ SIUE,2-3,5.0,0,54.0,25.0,167.0,0.174,44.0,3.0,2.0,81.0,0.0,11.0,1.0,62.5,1.0,SIUE,5,10.8,5.0,33.4,8.8,0.6,0.4,16.2,0.0,2.2,0.2,12.5
08/27/2011,"Wofford @ Edwardsville, Ill.",3-0,3.0,0,50.0,24.0,140.0,0.186,43.0,5.0,3.0,67.0,1.0,4.0,3.0,58.0,0.0,Wofford,3,16.666666666666668,8.0,46.666666666666664,14.333333333333334,1.6666666666666667,1.0,22.333333333333332,0.3333333333333333,1.3333333333333333,1.0,19.333333333333332
08/27/2011,"Kent St. @ Edwardsville, Ill.",3-2,5.0,0,63.0,28.0,182.0,0.192,61.0,12.0,3.0,80.0,1.0,10.0,0.0,81.0,1.0,Kent St.,5,12.6,5.6,36.4,12.2,2.4,0.6,16.0,0.2,2.0,0.0,16.2
08/30/2011,@ UIC,1-3,4.0,0,44.0,31.0,130.0,0.1,38.0,3.0,1.0,46.0,0.0,4.0,0.0,49.0,0.0,UIC,4,11.0,7.75,32.5,9.5,0.75,0.25,11.5,0.0,1.0,0.0,12.25
09/03/2011,@ Indiana St.,3-0,3.0,0,43.0,11.0,127.0,0.252,40.0,3.0,4.0,60.0,0.0,6.0,1.0,49.0,0.0,Indiana St.,3,14.333333333333334,3.6666666666666665,42.333333333333336,13.333333333333334,1.0,1.3333333333333333,20.0,0.0,2.0,0.3333333333333333,16.333333333333332
09/03/2011,"SIUE @ Terre Haute, Ind.",3-1,4.0,0,47.0,21.0,145.0,0.179,42.0,5.0,4.0,64.0,4.0,6.0,3.0,59.0,1.0,SIUE,4,11.75,5.25,36.25,10.5,1.25,1.0,16.0,1.0,1.5,0.75,14.75
09/04/2011,"Savannah St. @ Terre Haute, Ind.",3-0,3.0,0,39.0,8.0,75.0,0.413,35.0,8.0,7.0,40.0,6.0,6.0,0.0,56.0,2.0,Savannah St.,3,13.0,2.6666666666666665,25.0,11.666666666666666,2.6666666666666665,2.3333333333333335,13.333333333333334,2.0,2.0,0.0,18.666666666666668
09/07/2011,@ Illinois St.,1-3,4.0,0,44.0,19.0,126.0,0.198,41.0,3.0,5.0,54.0,2.0,2.0,1.0,50.0,4.0,Illinois St.,4,11.0,4.75,31.5,10.25,0.75,1.25,13.5,0.5,0.5,0.25,12.5
09/13/2011,Chicago St.,3-0,3.0,0,50.0,12.0,125.0,0.304,48.0,3.0,3.0,70.0,2.0,8.0,2.0,59.0,1.0,Chicago St.,3,16.666666666666668,4.0,41.666666666666664,16.0,1.0,1.0,23.333333333333332,0.6666666666666666,2.6666666666666665,0.6666666666666666,19.666666666666668
09/16/2011,@ North Dakota St.,0-3,3.0,0,31.0,23.0,124.0,0.065,29.0,2.0,2.0,58.0,2.0,4.0,0.0,37.0,1.0,North Dakota St.,3,10.333333333333334,7.666666666666667,41.333333333333336,9.666666666666666,0.6666666666666666,0.6666666666666666,19.333333333333332,0.6666666666666666,1.3333333333333333,0.0,12.333333333333334
09/17/2011,@ South Dakota St.,0-3,3.0,0,41.0,24.0,135.0,0.126,40.0,3.0,4.0,56.0,0.0,6.0,2.0,47.0,2.0,South Dakota St.,3,13.666666666666666,8.0,45.0,13.333333333333334,1.0,1.3333333333333333,18.666666666666668,0.0,2.0,0.6666666666666666,15.666666666666666
09/19/2011,Oakland,3-1,4.0,0,50.0,25.0,196.0,0.128,48.0,7.0,3.0,102.0,4.0,14.0,0.0,68.0,0.0,Oakland,4,12.5,6.25,49.0,12.0,1.75,0.75,25.5,1.0,3.5,0.0,17.0
09/23/2011,Southern Utah,2-3,5.0,0,53.0,29.0,191.0,0.126,48.0,5.0,8.0,86.0,5.0,8.0,2.0,67.0,0.0,Southern Utah,5,10.6,5.8,38.2,9.6,1.0,1.6,17.2,1.0,1.6,0.4,13.4
09/24/2011,Oral Roberts,0-3,3.0,0,39.0,16.0,142.0,0.162,37.0,2.0,4.0,63.0,3.0,6.0,2.0,47.0,0.0,Oral Roberts,3,13.0,5.333333333333333,47.333333333333336,12.333333333333334,0.6666666666666666,1.3333333333333333,21.0,1.0,2.0,0.6666666666666666,15.666666666666666
09/30/2011,@ Kansas City,3-1,4.0,0,52.0,22.0,159.0,0.189,52.0,5.0,7.0,76.0,4.0,22.0,5.0,72.0,0.0,Kansas City,4,13.0,5.5,39.75,13.0,1.25,1.75,19.0,1.0,5.5,1.25,18.0
10/02/2011,@ South Dakota,1-3,4.0,0,58.0,27.0,198.0,0.157,55.0,6.0,4.0,103.0,3.0,12.0,4.0,73.0,0.0,South Dakota,4,14.5,6.75,49.5,13.75,1.5,1.0,25.75,0.75,3.0,1.0,18.25
10/08/2011,IUPUI,0-3,3.0,0,35.0,16.0,132.0,0.144,32.0,1.0,2.0,59.0,5.0,4.0,0.0,43.0,0.0,IUPUI,3,11.666666666666666,5.333333333333333,44.0,10.666666666666666,0.3333333333333333,0.6666666666666666,19.666666666666668,1.6666666666666667,1.3333333333333333,0.0,14.333333333333334
10/10/2011,Purdue Fort Wayne,2-3,5.0,0,56.0,29.0,189.0,0.143,53.0,3.0,3.0,88.0,7.0,4.0,0.0,68.0,2.0,Purdue Fort Wayne,5,11.2,5.8,37.8,10.6,0.6,0.6,17.6,1.4,0.8,0.0,13.6
10/14/2011,South Dakota St.,3-0,3.0,0,49.0,20.0,141.0,0.206,46.0,6.0,2.0,70.0,2.0,6.0,0.0,60.0,0.0,South Dakota St.,3,16.333333333333332,6.666666666666667,47.0,15.333333333333334,2.0,0.6666666666666666,23.333333333333332,0.6666666666666666,2.0,0.0,20.0
10/15/2011,North Dakota St.,0-3,3.0,0,25.0,23.0,121.0,0.017,24.0,0.0,3.0,53.0,0.0,2.0,0.0,26.0,1.0,North Dakota St.,3,8.333333333333334,7.666666666666667,40.333333333333336,8.0,0.0,1.0,17.666666666666668,0.0,0.6666666666666666,0.0,8.666666666666666
10/18/2011,DePaul,3-0,3.0,0,45.0,19.0,142.0,0.183,39.0,4.0,2.0,69.0,3.0,6.0,0.0,55.0,0.0,DePaul,3,15.0,6.333333333333333,47.333333333333336,13.0,1.3333333333333333,0.6666666666666666,23.0,1.0,2.0,0.0,18.333333333333332
10/20/2011,@ Oral Roberts,1-3,4.0,0,48.0,25.0,160.0,0.144,46.0,5.0,5.0,71.0,1.0,10.0,1.0,59.0,1.0,Oral Roberts,4,12.0,6.25,40.0,11.5,1.25,1.25,17.75,0.25,2.5,0.25,14.75
10/22/2011,@ Southern Utah,0-3,3.0,0,36.0,20.0,124.0,0.129,33.0,1.0,1.0,55.0,0.0,12.0,0.0,43.0,1.0,Southern Utah,3,12.0,6.666666666666667,41.333333333333336,11.0,0.3333333333333333,0.3333333333333333,18.333333333333332,0.0,4.0,0.0,14.333333333333334
10/28/2011,South Dakota,2-3,5.0,0,47.0,32.0,200.0,0.075,42.0,8.0,3.0,91.0,7.0,6.0,8.0,65.0,0.0,South Dakota,5,9.4,6.4,40.0,8.4,1.6,0.6,18.2,1.4,1.2,1.6,13.0
10/29/2011,Kansas City,2-3,5.0,0,64.0,31.0,227.0,0.145,61.0,4.0,2.0,106.0,7.0,0.0,2.0,75.0,0.0,Kansas City,5,12.8,6.2,45.4,12.2,0.8,0.4,21.2,1.4,0.0,0.4,15.0
11/01/2011,@ Chicago St.,3-0,3.0,0,41.0,14.0,110.0,0.245,40.0,5.0,3.0,54.0,0.0,6.0,1.0,49.0,1.0,Chicago St.,3,13.666666666666666,4.666666666666667,36.666666666666664,13.333333333333334,1.6666666666666667,1.0,18.0,0.0,2.0,0.3333333333333333,16.333333333333332
11/05/2011,@ IUPUI,1-3,4.0,0,46.0,31.0,177.0,0.085,44.0,4.0,2.0,70.0,0.0,18.0,0.0,59.0,0.0,IUPUI,4,11.5,7.75,44.25,11.0,1.0,0.5,17.5,0.0,4.5,0.0,14.75
11/11/2011,@ Purdue Fort Wayne,0-3,3.0,0,38.0,14.0,114.0,0.211,38.0,2.0,2.0,43.0,1.0,4.0,1.0,43.0,1.0,Purdue Fort Wayne,3,12.666666666666666,4.666666666666667,38.0,12.666666666666666,0.6666666666666666,0.6666666666666666,14.333333333333334,0.3333333333333333,1.3333333333333333,0.3333333333333333,14.333333333333334
11/12/2011,@ Oakland,1-3,4.0,0,31.0,20.0,142.0,0.077,30.0,6.0,5.0,69.0,2.0,12.0,4.0,45.0,1.0,Oakland,4,7.75,5.0,35.5,7.5,1.5,1.25,17.25,0.5,3.0,1.0,11.25
