date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2011,@ Iowa,2-3,5.0,0,53.0,42.0,162.0,0.068,49.0,5.0,12.0,60.0,0.0,20.0,5.0,68.0,1.0,Iowa,5,10.6,8.4,32.4,9.8,1.0,2.4,12.0,0.0,4.0,1.0,13.6
08/27/2011,"Marquette @ Iowa City, Iowa",0-3,3.0,0,26.0,22.0,93.0,0.043,23.0,1.0,5.0,29.0,0.0,6.0,0.0,30.0,0.0,Marquette,3,8.666666666666666,7.333333333333333,31.0,7.666666666666667,0.3333333333333333,1.6666666666666667,9.666666666666666,0.0,2.0,0.0,10.0
08/27/2011,"Saint Louis @ Iowa City, Iowa",3-0,3.0,0,45.0,19.0,99.0,0.263,43.0,3.0,8.0,47.0,2.0,10.0,1.0,55.0,0.0,Saint Louis,3,15.0,6.333333333333333,33.0,14.333333333333334,1.0,2.6666666666666665,15.666666666666666,0.6666666666666666,3.3333333333333335,0.3333333333333333,18.333333333333332
09/02/2011,@ Oakland,2-3,5.0,0,58.0,28.0,143.0,0.21,57.0,7.0,15.0,51.0,5.0,12.0,3.0,76.0,4.0,Oakland,5,11.6,5.6,28.6,11.4,1.4,3.0,10.2,1.0,2.4,0.6,15.2
09/03/2011,Wright St. @ Oakland,3-0,3.0,0,38.0,14.0,88.0,0.273,36.0,5.0,10.0,41.0,0.0,14.0,3.0,50.0,1.0,Wright St.,3,12.666666666666666,4.666666666666667,29.333333333333332,12.0,1.6666666666666667,3.3333333333333335,13.666666666666666,0.0,4.666666666666667,1.0,16.666666666666668
09/09/2011,"Austin Peay @ Indianapolis, IN",3-1,4.0,0,61.0,24.0,152.0,0.243,55.0,4.0,8.0,75.0,0.0,20.0,3.0,75.0,0.0,Austin Peay,4,15.25,6.0,38.0,13.75,1.0,2.0,18.75,0.0,5.0,0.75,18.75
09/10/2011,@ Butler,3-0,3.0,0,41.0,19.0,96.0,0.229,39.0,7.0,7.0,43.0,1.0,12.0,2.0,55.0,0.0,Butler,3,13.666666666666666,6.333333333333333,32.0,13.0,2.3333333333333335,2.3333333333333335,14.333333333333334,0.3333333333333333,4.0,0.6666666666666666,18.333333333333332
09/10/2011,"Elon @ Indianapolis, IN",1-3,4.0,0,50.0,28.0,138.0,0.159,50.0,3.0,8.0,59.0,1.0,10.0,3.0,59.0,1.0,Elon,4,12.5,7.0,34.5,12.5,0.75,2.0,14.75,0.25,2.5,0.75,14.75
09/16/2011,"George Mason @ Huntington, W.Va.",3-1,4.0,0,61.0,23.0,137.0,0.277,55.0,8.0,11.0,63.0,1.0,2.0,0.0,71.0,0.0,George Mason,4,15.25,5.75,34.25,13.75,2.0,2.75,15.75,0.25,0.5,0.0,17.75
09/17/2011,"East Carolina @ Huntington, W.Va.",3-1,4.0,0,57.0,26.0,129.0,0.24,49.0,11.0,12.0,57.0,0.0,12.0,0.0,74.0,0.0,East Carolina,4,14.25,6.5,32.25,12.25,2.75,3.0,14.25,0.0,3.0,0.0,18.5
