date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2011,"Akron @ Birmingham, Ala.",3-0,3.0,0,40.0,17.0,107.0,0.215,38.0,5.0,9.0,43.0,3.0,2.0,2.0,49.0,0.0,Akron,3,13.333333333333334,5.666666666666667,35.666666666666664,12.666666666666666,1.6666666666666667,3.0,14.333333333333334,1.0,0.6666666666666666,0.6666666666666666,16.333333333333332
08/26/2011,"UAB @ Birmingham, Ala.",2-3,5.0,0,69.0,33.0,200.0,0.18,64.0,7.0,12.0,95.0,1.0,16.0,0.0,85.0,0.0,UAB,5,13.8,6.6,40.0,12.8,1.4,2.4,19.0,0.2,3.2,0.0,17.0
08/27/2011,@ Samford,2-3,5.0,0,58.0,37.0,175.0,0.12,52.0,10.0,8.0,72.0,2.0,12.0,0.0,76.0,0.0,Samford,5,11.6,7.4,35.0,10.4,2.0,1.6,14.4,0.4,2.4,0.0,15.2
09/02/2011,"Tennessee Tech @ Nashville, TN",3-0,3.0,0,45.0,15.0,116.0,0.259,42.0,7.0,4.0,56.0,0.0,12.0,1.0,58.0,2.0,Tennessee Tech,3,15.0,5.0,38.666666666666664,14.0,2.3333333333333335,1.3333333333333333,18.666666666666668,0.0,4.0,0.3333333333333333,19.333333333333332
09/02/2011,"Charlotte @ Nashville, TN",3-2,5.0,0,56.0,25.0,145.0,0.214,54.0,8.0,9.0,53.0,0.0,16.0,0.0,72.0,0.0,Charlotte,5,11.2,5.0,29.0,10.8,1.6,1.8,10.6,0.0,3.2,0.0,14.4
09/03/2011,@ Lipscomb,3-1,4.0,0,51.0,25.0,134.0,0.194,48.0,5.0,6.0,66.0,1.0,16.0,1.0,65.0,0.0,Lipscomb,4,12.75,6.25,33.5,12.0,1.25,1.5,16.5,0.25,4.0,0.25,16.25
09/05/2011,@ Saint Louis,1-3,4.0,0,42.0,20.0,123.0,0.179,36.0,4.0,6.0,49.0,1.0,14.0,3.0,54.0,1.0,Saint Louis,4,10.5,5.0,30.75,9.0,1.0,1.5,12.25,0.25,3.5,0.75,13.5
09/09/2011,"South Dakota St. @ Springfield, Mo.",2-3,5.0,0,77.0,33.0,211.0,0.209,75.0,5.0,8.0,97.0,3.0,12.0,3.0,91.0,1.0,South Dakota St.,5,15.4,6.6,42.2,15.0,1.0,1.6,19.4,0.6,2.4,0.6,18.2
09/09/2011,@ Missouri St.,1-3,4.0,0,51.0,30.0,151.0,0.139,50.0,10.0,14.0,61.0,1.0,12.0,1.0,68.0,0.0,Missouri St.,4,12.75,7.5,37.75,12.5,2.5,3.5,15.25,0.25,3.0,0.25,17.0
09/10/2011,"Hofstra @ Springfield, Mo.",3-2,5.0,0,56.0,24.0,152.0,0.211,52.0,4.0,7.0,55.0,2.0,18.0,4.0,71.0,0.0,Hofstra,5,11.2,4.8,30.4,10.4,0.8,1.4,11.0,0.4,3.6,0.8,14.2
09/13/2011,Southeast Mo. St.,3-0,3.0,0,40.0,14.0,94.0,0.277,39.0,8.0,6.0,41.0,2.0,6.0,2.0,53.0,1.0,Southeast Mo. St.,3,13.333333333333334,4.666666666666667,31.333333333333332,13.0,2.6666666666666665,2.0,13.666666666666666,0.6666666666666666,2.0,0.6666666666666666,17.666666666666668
09/16/2011,"Alcorn @ Natchitoches, La.",3-0,3.0,0,36.0,2.0,52.0,0.654,23.0,19.0,5.0,16.0,1.0,2.0,0.0,57.0,0.0,Alcorn,3,12.0,0.6666666666666666,17.333333333333332,7.666666666666667,6.333333333333333,1.6666666666666667,5.333333333333333,0.3333333333333333,0.6666666666666666,0.0,19.0
09/16/2011,"Central Ark. @ Natchitoches, La.",3-0,3.0,0,44.0,14.0,102.0,0.294,35.0,5.0,8.0,46.0,2.0,2.0,1.0,52.0,0.0,Central Ark.,3,14.666666666666666,4.666666666666667,34.0,11.666666666666666,1.6666666666666667,2.6666666666666665,15.333333333333334,0.6666666666666666,0.6666666666666666,0.3333333333333333,17.333333333333332
09/17/2011,@ Northwestern St.,3-0,3.0,0,34.0,11.0,81.0,0.284,27.0,6.0,9.0,34.0,11.0,8.0,1.0,55.0,0.0,Northwestern St.,3,11.333333333333334,3.6666666666666665,27.0,9.0,2.0,3.0,11.333333333333334,3.6666666666666665,2.6666666666666665,0.3333333333333333,18.333333333333332
09/23/2011,@ Middle Tenn.,3-2,5.0,0,61.0,26.0,159.0,0.22,56.0,5.0,14.0,53.0,1.0,16.0,3.0,75.0,0.0,Middle Tenn.,5,12.2,5.2,31.8,11.2,1.0,2.8,10.6,0.2,3.2,0.6,15.0
09/24/2011,@ Western Ky.,0-3,3.0,0,34.0,15.0,96.0,0.198,32.0,0.0,6.0,35.0,0.0,14.0,0.0,41.0,2.0,Western Ky.,3,11.333333333333334,5.0,32.0,10.666666666666666,0.0,2.0,11.666666666666666,0.0,4.666666666666667,0.0,13.666666666666666
09/27/2011,Little Rock,3-1,4.0,0,53.0,22.0,110.0,0.282,49.0,7.0,15.0,40.0,3.0,12.0,3.0,69.0,0.0,Little Rock,4,13.25,5.5,27.5,12.25,1.75,3.75,10.0,0.75,3.0,0.75,17.25
