date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/26/2011,Oregon,1-3,4.0,0,48.0,11.0,120.0,0.308,46.0,5.0,8.0,43.0,2.0,13.0,2.0,61.5,2.0,Oregon,4,12.0,2.75,30.0,11.5,1.25,2.0,10.75,0.5,3.25,0.5,15.375,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/27/2011,Southern California,3-2,5.0,0,65.0,20.0,151.0,0.298,57.0,8.0,11.0,58.0,3.0,31.0,0.0,91.5,0.0,Southern California,5,13.0,4.0,30.2,11.4,1.6,2.2,11.6,0.6,6.2,0.0,18.3,,6.0,,1.375,,15.0,,0.154,,5.75,,0.625,,1.0,,5.375,,0.25,,1.625,,0.25,,7.6875
09/02/2011,@ Pittsburgh,3-0,3.0,0,38.0,7.0,89.0,0.348,36.0,6.0,6.0,39.0,1.0,10.0,0.0,50.0,1.0,Pittsburgh,3,12.666666666666666,2.333333333333333,29.666666666666668,12.0,2.0,2.0,13.0,0.3333333333333333,3.333333333333333,0.0,16.666666666666668,,8.333333333333334,,2.25,,20.066666666666666,,0.20199999999999999,,7.633333333333333,,0.9500000000000001,,1.4000000000000001,,7.45,,0.3666666666666667,,3.15,,0.16666666666666666,,11.225
09/02/2011,"Miami (OH) @ Pittsburgh, Pa.",3-0,3.0,0,40.0,17.0,92.0,0.25,34.0,5.0,6.0,32.0,2.0,8.0,0.0,51.0,2.0,Miami ,3,13.333333333333334,5.666666666666667,30.666666666666668,11.333333333333334,1.6666666666666667,2.0,10.666666666666666,0.6666666666666666,2.6666666666666665,0.0,17.0,12.555555555555555,9.416666666666666,3.0277777777777772,2.270833333333333,29.95555555555556,22.46666666666667,0.318,0.2385,11.633333333333333,8.725,1.6166666666666665,1.2125,2.066666666666667,1.55,11.783333333333333,8.8375,0.4777777777777778,0.35833333333333334,4.261111111111111,3.195833333333333,0.16666666666666666,0.125,16.780555555555555,12.585416666666667
09/03/2011,"New Hampshire @ Pittsburgh, PA",3-0,3.0,0,38.0,7.0,78.0,0.397,34.0,9.0,6.0,37.0,1.0,14.0,0.0,55.0,0.0,New Hampshire,3,12.666666666666666,2.333333333333333,26.0,11.333333333333334,3.0,2.0,12.333333333333334,0.3333333333333333,4.666666666666667,0.0,18.33333333333333,13.0,10.2,4.0,2.95,30.177777777777777,24.10666666666667,0.29866666666666664,0.2408,11.577777777777778,9.246666666666666,1.7555555555555555,1.3033333333333332,2.066666666666667,1.64,11.755555555555555,9.203333333333333,0.5333333333333333,0.42000000000000004,4.066666666666666,3.0899999999999994,0.0,0.1,17.322222222222223,13.468333333333334
09/09/2011,@ Stanford,1-3,4.0,0,57.0,33.0,169.0,0.142,53.0,5.0,9.0,63.0,0.0,11.0,1.0,67.5,3.0,Stanford,4,14.25,8.25,42.25,13.25,1.25,2.25,15.75,0.0,2.75,0.25,16.875,12.888888888888888,10.61111111111111,3.444444444444444,2.847222222222222,28.777777777777775,24.422222222222228,0.33166666666666667,0.2668333333333333,11.555555555555557,9.594444444444445,2.222222222222222,1.586111111111111,2.0,1.7,12.0,9.725,0.4444444444444444,0.4055555555555556,3.555555555555556,3.3527777777777774,0.0,0.08333333333333333,17.333333333333332,14.279166666666667
09/10/2011,"Texas @ Stanford, Calif.",2-3,5.0,0,61.0,26.0,161.0,0.217,60.0,10.0,13.0,69.0,0.0,27.0,1.0,84.5,0.0,Texas,5,12.2,5.2,32.2,12.0,2.0,2.6,13.8,0.0,5.4,0.2,16.9,13.416666666666666,11.13095238095238,5.416666666666667,3.619047619047619,32.97222222222222,26.969047619047622,0.263,0.24899999999999997,11.972222222222223,10.116666666666665,1.972222222222222,1.538095238095238,2.0833333333333335,1.7785714285714285,12.916666666666666,10.585714285714285,0.3333333333333333,0.34761904761904766,3.361111111111111,3.266666666666666,0.08333333333333333,0.10714285714285714,17.402777777777775,14.65
09/16/2011,LIU,3-0,3.0,0,38.0,14.0,78.0,0.308,30.0,6.0,7.0,33.0,2.0,16.0,1.0,54.0,1.0,LIU,3,12.666666666666666,4.666666666666667,26.0,10.0,2.0,2.333333333333333,11.0,0.6666666666666666,5.333333333333333,0.3333333333333333,18.0,13.03888888888889,11.264583333333333,5.26111111111111,3.8166666666666664,33.48333333333333,27.62291666666667,0.252,0.245,12.194444444444445,10.352083333333333,2.0833333333333335,1.5958333333333332,2.283333333333333,1.8812499999999999,13.96111111111111,10.987499999999999,0.11111111111111106,0.3041666666666667,4.272222222222223,3.533333333333333,0.15,0.11875,17.369444444444444,14.931249999999999
09/17/2011,FGCU,3-1,4.0,0,54.0,19.0,111.0,0.315,49.0,11.0,9.0,45.0,2.0,24.0,2.0,79.0,0.0,FGCU,4,13.5,4.75,27.75,12.25,2.75,2.25,11.25,0.5,6.0,0.5,19.75,13.03888888888889,11.420370370370371,6.038888888888889,3.9111111111111105,33.48333333333333,27.442592592592593,0.22233333333333336,0.252,11.75,10.312962962962963,1.75,1.6407407407407406,2.3944444444444444,1.9314814814814814,13.516666666666666,10.988888888888887,0.22222222222222218,0.34444444444444444,4.4944444444444445,3.7333333333333334,0.2611111111111111,0.14259259259259258,17.258333333333333,15.27222222222222
09/17/2011,Rutgers,3-0,3.0,0,45.0,9.0,86.0,0.419,41.0,4.0,9.0,35.0,4.0,8.0,0.0,57.0,1.0,Rutgers,3,15.0,3.0,28.666666666666668,13.666666666666666,1.3333333333333333,3.0,11.666666666666666,1.3333333333333333,2.6666666666666665,0.0,19.0,12.78888888888889,11.628333333333334,4.872222222222223,3.9949999999999997,28.649999999999995,27.473333333333336,0.27999999999999997,0.2583,11.416666666666666,10.506666666666666,2.25,1.7516666666666665,2.3944444444444444,1.9633333333333334,12.016666666666666,11.014999999999999,0.38888888888888884,0.36,5.577777777777778,3.96,0.3444444444444444,0.17833333333333332,18.216666666666665,15.719999999999999
