date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2011,@ St. Francis Brooklyn,3-2,5.0,0,49.0,21.0,123.0,0.228,47.0,22.0,15.0,51.0,0.0,6.0,0.0,74.0,1.0,St. Francis Brooklyn,5,9.8,4.2,24.6,9.4,4.4,3.0,10.2,0.0,1.2,0.0,14.8
09/02/2011,Saint Peter's,3-0,3.0,0,40.0,16.0,97.0,0.247,38.0,7.0,7.0,43.0,2.0,2.0,2.0,50.0,0.0,Saint Peter's,3,13.333333333333334,5.333333333333333,32.333333333333336,12.666666666666666,2.3333333333333335,2.3333333333333335,14.333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,16.666666666666668
09/03/2011,FDU,1-3,4.0,0,31.0,25.0,129.0,0.047,31.0,6.0,5.0,62.0,2.0,12.0,5.0,45.0,1.0,FDU,4,7.75,6.25,32.25,7.75,1.5,1.25,15.5,0.5,3.0,1.25,11.25
09/03/2011,Rider,3-0,3.0,0,38.0,17.0,98.0,0.214,35.0,7.0,4.0,43.0,2.0,16.0,1.0,55.0,3.0,Rider,3,12.666666666666666,5.666666666666667,32.666666666666664,11.666666666666666,2.3333333333333335,1.3333333333333333,14.333333333333334,0.6666666666666666,5.333333333333333,0.3333333333333333,18.333333333333332
09/07/2011,Loyola Maryland,2-3,5.0,0,45.0,33.0,158.0,0.076,39.0,5.0,10.0,64.0,0.0,14.0,1.0,57.0,3.0,Loyola Maryland,5,9.0,6.6,31.6,7.8,1.0,2.0,12.8,0.0,2.8,0.2,11.4
09/09/2011,"Coppin St. @ Providence, R.I.",3-2,5.0,0,46.0,23.0,171.0,0.135,43.0,6.0,5.0,98.0,1.0,8.0,1.0,57.0,0.0,Coppin St.,5,9.2,4.6,34.2,8.6,1.2,1.0,19.6,0.2,1.6,0.2,11.4
09/10/2011,@ Providence,3-0,3.0,0,35.0,12.0,98.0,0.235,32.0,9.0,6.0,43.0,1.0,10.0,1.0,50.0,0.0,Providence,3,11.666666666666666,4.0,32.666666666666664,10.666666666666666,3.0,2.0,14.333333333333334,0.3333333333333333,3.3333333333333335,0.3333333333333333,16.666666666666668
09/10/2011,"St. Francis Brooklyn @ Providence, R.I.",3-1,4.0,0,52.0,18.0,131.0,0.26,51.0,12.0,11.0,54.0,1.0,12.0,1.0,71.0,0.0,St. Francis Brooklyn,4,13.0,4.5,32.75,12.75,3.0,2.75,13.5,0.25,3.0,0.25,17.75
09/13/2011,Manhattan,2-3,5.0,0,54.0,29.0,155.0,0.161,53.0,4.0,11.0,68.0,1.0,14.0,1.0,66.0,3.0,Manhattan,5,10.8,5.8,31.0,10.6,0.8,2.2,13.6,0.2,2.8,0.2,13.2
09/16/2011,La Salle,3-2,5.0,0,59.0,28.0,176.0,0.176,52.0,8.0,11.0,72.0,2.0,2.0,2.0,70.0,2.0,La Salle,5,11.8,5.6,35.2,10.4,1.6,2.2,14.4,0.4,0.4,0.4,14.0
