date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2011,"Portland St. @ El Paso, Texas",0-3,3.0,0,27.0,23.0,113.0,0.035,26.0,3.0,3.0,40.0,0.0,4.0,4.0,32.0,0.0,Portland St.,3,9.0,7.666666666666667,37.666666666666664,8.666666666666666,1.0,1.0,13.333333333333334,0.0,1.3333333333333333,1.3333333333333333,10.666666666666666
08/27/2011,"Southern U. @ El Paso, Texas",3-0,3.0,0,36.0,11.0,94.0,0.266,34.0,7.0,7.0,49.0,0.0,12.0,0.0,49.0,1.0,Southern U.,3,12.0,3.6666666666666665,31.333333333333332,11.333333333333334,2.3333333333333335,2.3333333333333335,16.333333333333332,0.0,4.0,0.0,16.333333333333332
08/27/2011,@ UTEP,0-3,3.0,0,25.0,22.0,110.0,0.027,23.0,3.0,3.0,55.0,1.0,6.0,1.0,32.0,0.0,UTEP,3,8.333333333333334,7.333333333333333,36.666666666666664,7.666666666666667,1.0,1.0,18.333333333333332,0.3333333333333333,2.0,0.3333333333333333,10.666666666666666
08/28/2011,@ New Mexico St.,0-3,3.0,0,26.0,23.0,89.0,0.034,25.0,2.0,2.0,36.0,1.0,8.0,1.0,33.0,0.0,New Mexico St.,3,8.666666666666666,7.666666666666667,29.666666666666668,8.333333333333334,0.6666666666666666,0.6666666666666666,12.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,11.0
09/02/2011,"Mississippi Val. @ Lafayette, La.",3-0,3.0,0,34.0,11.0,74.0,0.311,30.0,3.0,9.0,28.0,1.0,14.0,2.0,45.0,0.0,Mississippi Val.,3,11.333333333333334,3.6666666666666665,24.666666666666668,10.0,1.0,3.0,9.333333333333334,0.3333333333333333,4.666666666666667,0.6666666666666666,15.0
09/03/2011,"Texas Southern @ Lafayette, La.",3-0,3.0,0,41.0,4.0,79.0,0.468,31.0,9.0,5.0,33.0,0.0,8.0,0.0,54.0,0.0,Texas Southern,3,13.666666666666666,1.3333333333333333,26.333333333333332,10.333333333333334,3.0,1.6666666666666667,11.0,0.0,2.6666666666666665,0.0,18.0
09/09/2011,Jackson St.,3-2,5.0,0,64.0,24.0,178.0,0.225,62.0,4.0,6.0,80.0,1.0,18.0,0.0,78.0,1.0,Jackson St.,5,12.8,4.8,35.6,12.4,0.8,1.2,16.0,0.2,3.6,0.0,15.6
09/09/2011,Southern U.,3-0,3.0,0,39.0,9.0,83.0,0.361,35.0,9.0,9.0,34.0,0.0,8.0,1.0,52.0,0.0,Southern U.,3,13.0,3.0,27.666666666666668,11.666666666666666,3.0,3.0,11.333333333333334,0.0,2.6666666666666665,0.3333333333333333,17.333333333333332
09/10/2011,Alabama St.,3-0,3.0,0,39.0,10.0,112.0,0.259,39.0,6.0,3.0,61.0,1.0,2.0,0.0,47.0,1.0,Alabama St.,3,13.0,3.3333333333333335,37.333333333333336,13.0,2.0,1.0,20.333333333333332,0.3333333333333333,0.6666666666666666,0.0,15.666666666666666
09/10/2011,South Alabama,3-1,4.0,0,43.0,18.0,132.0,0.189,43.0,2.0,6.0,66.0,2.0,22.0,2.0,58.0,1.0,South Alabama,4,10.75,4.5,33.0,10.75,0.5,1.5,16.5,0.5,5.5,0.5,14.5
09/12/2011,@ Grambling,3-0,3.0,0,39.0,7.0,92.0,0.348,27.0,7.0,7.0,31.0,7.0,16.0,10.0,61.0,1.0,Grambling,3,13.0,2.3333333333333335,30.666666666666668,9.0,2.3333333333333335,2.3333333333333335,10.333333333333334,2.3333333333333335,5.333333333333333,3.3333333333333335,20.333333333333332
09/14/2011,@ Alcorn,3-0,3.0,0,30.0,4.0,48.0,0.542,20.0,31.0,7.0,30.0,0.0,19.0,0.0,70.5,0.0,Alcorn,3,10.0,1.3333333333333333,16.0,6.666666666666667,10.333333333333334,2.3333333333333335,10.0,0.0,6.333333333333333,0.0,23.5
09/16/2011,ULM,3-2,5.0,0,64.0,17.0,176.0,0.267,64.0,7.0,10.0,77.0,0.0,12.0,6.0,77.0,4.0,ULM,5,12.8,3.4,35.2,12.8,1.4,2.0,15.4,0.0,2.4,1.2,15.4
09/17/2011,Alabama A&M,3-0,3.0,0,44.0,14.0,120.0,0.25,44.0,2.0,4.0,53.0,2.0,10.0,1.0,53.0,0.0,Alabama A&M,3,14.666666666666666,4.666666666666667,40.0,14.666666666666666,0.6666666666666666,1.3333333333333333,17.666666666666668,0.6666666666666666,3.3333333333333335,0.3333333333333333,17.666666666666668
09/17/2011,Grambling,3-0,3.0,0,42.0,8.0,90.0,0.378,42.0,3.0,2.0,38.0,1.0,12.0,1.0,52.0,2.0,Grambling,3,14.0,2.6666666666666665,30.0,14.0,1.0,0.6666666666666666,12.666666666666666,0.3333333333333333,4.0,0.3333333333333333,17.333333333333332
09/20/2011,@ Jackson St.,3-2,5.0,0,43.0,16.0,179.0,0.151,41.0,6.0,10.0,85.0,6.0,33.0,9.0,71.5,0.0,Jackson St.,5,8.6,3.2,35.8,8.2,1.2,2.0,17.0,1.2,6.6,1.8,14.3
09/22/2011,@ McNeese,3-2,5.0,0,67.0,21.0,176.0,0.0,66.0,2.0,6.0,83.0,6.0,10.0,0.0,80.0,0.0,McNeese,5,13.4,4.2,35.2,13.2,0.4,1.2,16.6,1.2,2.0,0.0,16.0
09/24/2011,@ Lamar University,0-3,3.0,0,33.0,15.0,103.0,0.175,28.0,0.0,2.0,43.0,1.0,6.0,1.0,37.0,0.0,Lamar University,3,11.0,5.0,34.333333333333336,9.333333333333334,0.0,0.6666666666666666,14.333333333333334,0.3333333333333333,2.0,0.3333333333333333,12.333333333333334
09/29/2011,Central Ark.,0-3,3.0,0,30.0,14.0,127.0,0.126,30.0,0.0,3.0,64.0,0.0,14.0,1.0,37.0,0.0,Central Ark.,3,10.0,4.666666666666667,42.333333333333336,10.0,0.0,1.0,21.333333333333332,0.0,4.666666666666667,0.3333333333333333,12.333333333333334
10/01/2011,Northwestern St.,1-3,4.0,0,39.0,14.0,120.0,0.208,39.0,3.0,9.0,56.0,1.0,18.0,0.0,52.0,2.0,Northwestern St.,4,9.75,3.5,30.0,9.75,0.75,2.25,14.0,0.25,4.5,0.0,13.0
10/04/2011,@ Southeastern La.,3-1,4.0,0,52.0,13.0,152.0,0.257,46.0,3.0,2.0,80.0,2.0,24.0,0.0,69.0,0.0,Southeastern La.,4,13.0,3.25,38.0,11.5,0.75,0.5,20.0,0.5,6.0,0.0,17.25
10/08/2011,Sam Houston,1-3,4.0,0,50.0,15.0,142.0,0.246,50.0,4.0,7.0,44.0,0.0,8.0,1.0,58.0,1.0,Sam Houston,4,12.5,3.75,35.5,12.5,1.0,1.75,11.0,0.0,2.0,0.25,14.5
10/13/2011,@ A&M-Corpus Christi,2-3,5.0,0,55.0,21.0,194.0,0.175,49.0,3.0,8.0,102.0,4.0,16.0,0.0,70.0,1.0,A&M-Corpus Christi,5,11.0,4.2,38.8,9.8,0.6,1.6,20.4,0.8,3.2,0.0,14.0
10/15/2011,@ UTSA,0-3,3.0,0,20.0,21.0,96.0,-0.01,20.0,1.0,1.0,34.0,1.0,10.0,1.0,27.0,0.0,UTSA,3,6.666666666666667,7.0,32.0,6.666666666666667,0.3333333333333333,0.3333333333333333,11.333333333333334,0.3333333333333333,3.3333333333333335,0.3333333333333333,9.0
10/18/2011,Southeastern La.,3-2,5.0,0,68.0,24.0,176.0,0.25,68.0,7.0,7.0,74.0,2.0,12.0,3.0,83.0,0.0,Southeastern La.,5,13.6,4.8,35.2,13.6,1.4,1.4,14.8,0.4,2.4,0.6,16.6
10/22/2011,@ SFA,0-3,3.0,0,41.0,20.0,128.0,0.164,38.0,2.0,5.0,50.0,0.0,12.0,0.0,49.0,2.0,SFA,3,13.666666666666666,6.666666666666667,42.666666666666664,12.666666666666666,0.6666666666666666,1.6666666666666667,16.666666666666668,0.0,4.0,0.0,16.333333333333332
