date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2011,"Morgan St. @ Philadelphia, PA",3-1,4.0,0,49.0,28.0,151.0,0.139,49.0,6.0,6.0,57.0,0.0,15.0,0.0,62.5,0.0,Morgan St.,4,12.25,7.0,37.75,12.25,1.5,1.5,14.25,0.0,3.75,0.0,15.625
08/26/2011,"Providence @ Philadelphia, PA",3-1,4.0,0,52.0,19.0,131.0,0.252,47.0,8.0,12.0,55.0,0.0,14.0,0.0,67.0,2.0,Providence,4,13.0,4.75,32.75,11.75,2.0,3.0,13.75,0.0,3.5,0.0,16.75
08/26/2011,@ La Salle,3-0,3.0,0,39.0,15.0,101.0,0.238,34.0,5.0,3.0,46.0,2.0,8.0,1.0,50.0,0.0,La Salle,3,13.0,5.0,33.666666666666664,11.333333333333334,1.6666666666666667,1.0,15.333333333333334,0.6666666666666666,2.6666666666666665,0.3333333333333333,16.666666666666668
09/02/2011,"Bradley @ Akron, Ohio",0-3,3.0,0,36.0,18.0,97.0,0.186,30.0,6.0,8.0,38.0,1.0,4.0,1.0,45.0,0.0,Bradley,3,12.0,6.0,32.333333333333336,10.0,2.0,2.6666666666666665,12.666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,15.0
09/02/2011,"Saint Francis (PA) @ Akron, Ohio",3-0,3.0,0,36.0,14.0,106.0,0.208,31.0,4.0,11.0,43.0,2.0,16.0,1.0,50.0,0.0,Saint Francis ,3,12.0,4.666666666666667,35.333333333333336,10.333333333333334,1.3333333333333333,3.6666666666666665,14.333333333333334,0.6666666666666666,5.333333333333333,0.3333333333333333,16.666666666666668
09/03/2011,@ Akron,1-3,4.0,0,55.0,16.0,141.0,0.277,51.0,4.0,12.0,49.0,0.0,2.0,0.0,60.0,0.0,Akron,4,13.75,4.0,35.25,12.75,1.0,3.0,12.25,0.0,0.5,0.0,15.0
09/09/2011,"SIUE @ Bowling Green, Ohio",1-3,4.0,0,55.0,18.0,156.0,0.237,50.0,6.0,9.0,63.0,1.0,12.0,4.0,68.0,1.0,SIUE,4,13.75,4.5,39.0,12.5,1.5,2.25,15.75,0.25,3.0,1.0,17.0
09/10/2011,@ Bowling Green,0-3,3.0,0,32.0,17.0,89.0,0.169,29.0,3.0,7.0,35.0,0.0,4.0,3.0,37.0,0.0,Bowling Green,3,10.666666666666666,5.666666666666667,29.666666666666668,9.666666666666666,1.0,2.3333333333333335,11.666666666666666,0.0,1.3333333333333333,1.0,12.333333333333334
09/10/2011,"Michigan St. @ Bowling Green, Ohio",0-3,3.0,0,26.0,18.0,80.0,0.1,25.0,3.0,7.0,20.0,0.0,6.0,1.0,32.0,0.0,Michigan St.,3,8.666666666666666,6.0,26.666666666666668,8.333333333333334,1.0,2.3333333333333335,6.666666666666667,0.0,2.0,0.3333333333333333,10.666666666666666
09/13/2011,Kent St.,2-3,5.0,0,63.0,28.0,161.0,0.217,59.0,3.0,14.0,48.0,0.0,14.0,1.0,73.0,1.0,Kent St.,5,12.6,5.6,32.2,11.8,0.6,2.8,9.6,0.0,2.8,0.2,14.6
09/17/2011,@ Fairfield,2-3,5.0,0,44.0,21.0,159.0,0.145,40.0,4.0,6.0,62.0,1.0,18.0,7.0,58.0,1.0,Fairfield,5,8.8,4.2,31.8,8.0,0.8,1.2,12.4,0.2,3.6,1.4,11.6
09/18/2011,@ Iona,1-3,4.0,0,49.0,22.0,147.0,0.184,48.0,7.0,7.0,58.0,3.0,12.0,1.0,65.0,1.0,Iona,4,12.25,5.5,36.75,12.0,1.75,1.75,14.5,0.75,3.0,0.25,16.25
09/24/2011,@ Niagara,1-3,4.0,0,47.0,30.0,156.0,0.109,39.0,3.0,10.0,71.0,2.0,2.0,0.0,53.0,0.0,Niagara,4,11.75,7.5,39.0,9.75,0.75,2.5,17.75,0.5,0.5,0.0,13.25
09/27/2011,Buffalo,3-1,4.0,0,50.0,23.0,129.0,0.209,50.0,7.0,13.0,46.0,2.0,16.0,2.0,67.0,1.0,Buffalo,4,12.5,5.75,32.25,12.5,1.75,3.25,11.5,0.5,4.0,0.5,16.75
10/01/2011,Saint Peter's,3-0,3.0,0,41.0,10.0,73.0,0.425,39.0,8.0,5.0,35.0,0.0,10.0,1.0,54.0,0.0,Saint Peter's,3,13.666666666666666,3.3333333333333335,24.333333333333332,13.0,2.6666666666666665,1.6666666666666667,11.666666666666666,0.0,3.3333333333333335,0.3333333333333333,18.0
10/02/2011,Manhattan,2-3,5.0,0,66.0,24.0,176.0,0.239,62.0,3.0,11.0,60.0,4.0,14.0,3.0,80.0,0.0,Manhattan,5,13.2,4.8,35.2,12.4,0.6,2.2,12.0,0.8,2.8,0.6,16.0
10/08/2011,@ Siena,3-2,5.0,0,59.0,23.0,174.0,0.207,54.0,7.0,10.0,66.0,4.0,8.0,3.0,74.0,0.0,Siena,5,11.8,4.6,34.8,10.8,1.4,2.0,13.2,0.8,1.6,0.6,14.8
10/09/2011,@ Marist,0-3,3.0,0,38.0,17.0,92.0,0.228,37.0,1.0,3.0,30.0,0.0,6.0,0.0,42.0,0.0,Marist,3,12.666666666666666,5.666666666666667,30.666666666666668,12.333333333333334,0.3333333333333333,1.0,10.0,0.0,2.0,0.0,14.0
10/15/2011,Rider,3-1,4.0,0,54.0,24.0,152.0,0.197,50.0,9.0,8.0,66.0,0.0,18.0,2.0,72.0,0.0,Rider,4,13.5,6.0,38.0,12.5,2.25,2.0,16.5,0.0,4.5,0.5,18.0
10/16/2011,Loyola Maryland,3-0,3.0,0,37.0,14.0,98.0,0.235,32.0,8.0,3.0,43.0,1.0,6.0,1.0,49.0,0.0,Loyola Maryland,3,12.333333333333334,4.666666666666667,32.666666666666664,10.666666666666666,2.6666666666666665,1.0,14.333333333333334,0.3333333333333333,2.0,0.3333333333333333,16.333333333333332
10/19/2011,Niagara,0-3,3.0,0,36.0,12.0,120.0,0.2,29.0,1.0,6.0,47.0,1.0,4.0,1.0,40.0,1.0,Niagara,3,12.0,4.0,40.0,9.666666666666666,0.3333333333333333,2.0,15.666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,13.333333333333334
10/22/2011,Iona,0-3,3.0,0,28.0,24.0,106.0,0.038,28.0,5.0,4.0,42.0,1.0,10.0,2.0,39.0,0.0,Iona,3,9.333333333333334,8.0,35.333333333333336,9.333333333333334,1.6666666666666667,1.3333333333333333,14.0,0.3333333333333333,3.3333333333333335,0.6666666666666666,13.0
10/23/2011,Fairfield,2-3,5.0,0,53.0,25.0,158.0,0.177,44.0,7.0,8.0,56.0,2.0,20.0,2.0,72.0,0.0,Fairfield,5,10.6,5.0,31.6,8.8,1.4,1.6,11.2,0.4,4.0,0.4,14.4
10/29/2011,@ Manhattan,3-0,3.0,0,42.0,11.0,115.0,0.27,41.0,5.0,1.0,56.0,4.0,2.0,2.0,52.0,0.0,Manhattan,3,14.0,3.6666666666666665,38.333333333333336,13.666666666666666,1.6666666666666667,0.3333333333333333,18.666666666666668,1.3333333333333333,0.6666666666666666,0.6666666666666666,17.333333333333332
10/30/2011,@ Saint Peter's,3-0,3.0,0,38.0,16.0,91.0,0.242,36.0,5.0,12.0,43.0,1.0,8.0,1.0,48.0,0.0,Saint Peter's,3,12.666666666666666,5.333333333333333,30.333333333333332,12.0,1.6666666666666667,4.0,14.333333333333334,0.3333333333333333,2.6666666666666665,0.3333333333333333,16.0
11/05/2011,Marist,3-0,3.0,0,46.0,8.0,105.0,0.362,41.0,4.0,5.0,56.0,1.0,14.0,3.0,58.0,0.0,Marist,3,15.333333333333334,2.6666666666666665,35.0,13.666666666666666,1.3333333333333333,1.6666666666666667,18.666666666666668,0.3333333333333333,4.666666666666667,1.0,19.333333333333332
11/06/2011,Siena,3-0,3.0,0,40.0,22.0,120.0,0.15,36.0,3.0,6.0,57.0,6.0,0.0,1.0,49.0,0.0,Siena,3,13.333333333333334,7.333333333333333,40.0,12.0,1.0,2.0,19.0,2.0,0.0,0.3333333333333333,16.333333333333332
11/12/2011,@ Loyola Maryland,3-0,3.0,0,38.0,10.0,100.0,0.28,36.0,5.0,6.0,47.0,4.0,12.0,2.0,53.0,1.0,Loyola Maryland,3,12.666666666666666,3.3333333333333335,33.333333333333336,12.0,1.6666666666666667,2.0,15.666666666666666,1.3333333333333333,4.0,0.6666666666666666,17.666666666666668
11/13/2011,@ Rider,3-0,3.0,0,42.0,8.0,114.0,0.298,36.0,4.0,5.0,51.0,2.0,12.0,0.0,54.0,0.0,Rider,3,14.0,2.6666666666666665,38.0,12.0,1.3333333333333333,1.6666666666666667,17.0,0.6666666666666666,4.0,0.0,18.0
