date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/26/2011,@ St. Francis Brooklyn,3-2,5.0,0,58.0,22.0,148.0,0.243,52.0,9.0,5.0,76.0,1.0,18.0,2.0,77.0,8.0,St. Francis Brooklyn,5,11.6,4.4,29.6,10.4,1.8,1.0,15.2,0.2,3.6,0.4,15.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/26/2011,"Fordham @ Brooklyn Heights, NY",2-3,5.0,0,57.0,26.0,147.0,0.211,52.0,7.0,6.0,46.0,0.0,18.0,5.0,73.0,4.0,Fordham,5,11.4,5.2,29.4,10.4,1.4,1.2,9.2,0.0,3.6,1.0,14.6,,5.8,,2.2,,14.8,,0.1215,,5.2,,0.9,,0.5,,7.6,,0.1,,1.8,,0.2,,7.7
08/31/2011,Lehigh,0-3,3.0,0,32.0,13.0,123.0,0.154,30.0,3.0,1.0,49.0,3.0,4.0,2.0,40.0,3.0,Lehigh,3,10.666666666666666,4.333333333333333,41.0,10.0,1.0,0.3333333333333333,16.333333333333332,1.0,1.3333333333333333,0.6666666666666666,13.333333333333334,,7.666666666666667,,3.2000000000000006,,19.666666666666668,,0.15133333333333332,,6.933333333333334,,1.0666666666666667,,0.7333333333333334,,8.133333333333333,,0.06666666666666667,,2.4,,0.4666666666666666,,10.0
09/02/2011,"FDU @ Easton, Pa.",1-3,4.0,0,42.0,20.0,145.0,0.152,40.0,1.0,5.0,64.0,1.0,6.0,0.0,47.0,1.0,FDU,4,10.5,5.0,36.25,10.0,0.25,1.25,16.0,0.25,1.5,0.0,11.75,11.222222222222221,8.416666666666666,4.644444444444445,3.4833333333333334,33.333333333333336,25.0,0.20266666666666666,0.152,10.266666666666667,7.7,1.4000000000000001,1.05,0.8444444444444444,0.6333333333333334,13.577777777777778,10.183333333333334,0.39999999999999997,0.3,2.8444444444444446,2.1333333333333333,0.6888888888888888,0.5166666666666666,14.444444444444445,10.833333333333334
09/03/2011,@ Lafayette,0-3,3.0,0,37.0,22.0,104.0,0.144,36.0,7.0,11.0,40.0,2.0,12.0,2.0,52.0,0.0,Lafayette,3,12.333333333333334,7.333333333333333,34.666666666666664,12.0,2.333333333333333,3.6666666666666665,13.333333333333334,0.6666666666666666,4.0,0.6666666666666666,17.333333333333332,10.855555555555554,8.833333333333332,4.844444444444444,3.7866666666666666,35.550000000000004,27.25,0.17233333333333334,0.152,10.133333333333333,8.16,0.8833333333333334,0.89,0.9277777777777777,0.7566666666666667,13.844444444444443,11.346666666666668,0.4166666666666667,0.29,2.1444444444444444,2.006666666666667,0.5555555555555556,0.4133333333333333,13.22777777777778,11.016666666666667
09/03/2011,"Saint Peter's @ Easton, Pa.",3-1,4.0,0,57.0,12.0,145.0,0.31,55.0,5.0,7.0,74.0,2.0,10.0,4.0,69.0,1.0,Saint Peter's,4,14.25,3.0,36.25,13.75,1.25,1.75,18.5,0.5,2.5,1.0,17.25,11.166666666666666,9.416666666666666,5.5555555555555545,4.377777777777777,37.30555555555555,28.48611111111111,0.15,0.15066666666666667,10.666666666666666,8.799999999999999,1.1944444444444444,1.1305555555555555,1.75,1.2416666666666667,15.222222222222221,11.677777777777777,0.6388888888888888,0.3527777777777778,2.2777777777777777,2.338888888888889,0.4444444444444445,0.4555555555555555,14.138888888888888,12.069444444444445
09/06/2011,@ Temple,0-3,3.0,0,24.0,15.0,81.0,0.111,23.0,3.0,6.0,28.0,3.0,8.0,0.0,34.0,3.0,Temple,3,8.0,5.0,27.0,7.666666666666667,1.0,2.0,9.333333333333334,1.0,2.6666666666666665,0.0,11.333333333333334,12.361111111111112,10.107142857142858,5.111111111111111,4.180952380952381,35.72222222222222,29.595238095238095,0.20199999999999999,0.17342857142857143,11.916666666666666,9.507142857142856,1.2777777777777777,1.1476190476190475,2.222222222222222,1.3142857142857143,15.944444444444445,12.652380952380952,0.47222222222222215,0.3738095238095238,2.6666666666666665,2.3619047619047615,0.5555555555555556,0.5333333333333333,15.444444444444443,12.80952380952381
09/09/2011,@ Liberty,0-3,3.0,0,19.0,18.0,72.0,0.014,19.0,3.0,3.0,23.0,0.0,4.0,0.0,24.0,2.0,Liberty,3,6.333333333333333,6.0,24.0,6.333333333333333,1.0,1.0,7.666666666666667,0.0,1.3333333333333333,0.0,8.0,11.527777777777779,9.84375,5.111111111111111,4.283333333333333,32.638888888888886,29.270833333333332,0.18833333333333332,0.165625,11.138888888888888,9.277083333333334,1.5277777777777777,1.1291666666666667,2.472222222222222,1.4,13.722222222222223,12.237499999999999,0.7222222222222222,0.45208333333333334,3.0555555555555554,2.4,0.5555555555555556,0.4666666666666666,15.305555555555555,12.625
09/10/2011,"CSU Bakersfield @ Lynchburg, Va.",1-3,4.0,0,31.0,21.0,120.0,0.083,29.0,7.0,2.0,46.0,0.0,22.0,0.0,49.0,1.0,CSU Bakersfield,4,7.75,5.25,30.0,7.25,1.75,0.5,11.5,0.0,5.5,0.0,12.25,9.527777777777777,9.453703703703702,4.666666666666667,4.474074074074074,29.083333333333332,28.68518518518518,0.145,0.1487777777777778,9.25,8.95,1.0833333333333333,1.1148148148148147,1.5833333333333333,1.3555555555555554,11.833333333333334,11.72962962962963,0.5,0.40185185185185185,2.1666666666666665,2.281481481481481,0.3333333333333333,0.41481481481481475,12.194444444444445,12.11111111111111
09/10/2011,"Saint Francis (PA) @ Lynchburg, Va.",1-3,4.0,0,41.0,14.0,103.0,0.262,40.0,10.0,6.0,49.0,1.0,12.0,3.0,58.0,0.0,Saint Francis ,4,10.25,3.5,25.75,10.0,2.5,1.5,12.25,0.25,3.0,0.75,14.5,7.361111111111111,9.283333333333333,5.416666666666667,4.551666666666667,27.0,28.816666666666663,0.06933333333333334,0.1422,7.083333333333333,8.78,1.25,1.1783333333333332,1.1666666666666665,1.27,9.5,11.706666666666667,0.3333333333333333,0.3616666666666667,3.1666666666666665,2.603333333333333,0.0,0.3733333333333333,10.527777777777779,12.125
