date,opponent/venue,result,sets,mp,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/29/2014,"Portland @ Waco, Texas",3-1,4.0,0,0,65.0,19.0,182.0,0.253,61.0,5.0,4.0,83.0,4.0,2.0,10.0,1.0,77.0,4.0,Portland,4,16.25,4.75,45.5,15.25,1.25,1.0,20.75,1.0,0.5,2.5,0.25,19.25
08/30/2014,"Abilene Christian @ Waco, Texas",3-0,3.0,0,0,46.0,12.0,128.0,0.266,42.0,5.0,6.0,65.0,3.0,1.0,6.0,0.0,55.0,2.0,Abilene Christian,3,15.333333333333334,4.0,42.666666666666664,14.0,1.6666666666666667,2.0,21.666666666666668,1.0,0.3333333333333333,2.0,0.0,18.333333333333332
08/30/2014,@ Baylor,1-3,4.0,0,0,44.0,27.0,182.0,0.093,41.0,4.0,8.0,86.0,4.0,1.0,14.0,0.0,56.0,1.0,Baylor,4,11.0,6.75,45.5,10.25,1.0,2.0,21.5,1.0,0.25,3.5,0.0,14.0
09/04/2014,@ UTRGV,3-1,4.0,0,0,56.0,28.0,166.0,0.169,55.0,6.0,5.0,80.0,2.0,1.0,8.0,2.0,67.0,0.0,UTRGV,4,14.0,7.0,41.5,13.75,1.5,1.25,20.0,0.5,0.25,2.0,0.5,16.75
09/05/2014,"Northern Ariz. @ Edinburg, Texas",1-3,4.0,0,0,38.0,28.0,156.0,0.064,36.0,6.0,1.0,78.0,7.0,3.0,12.0,2.0,53.0,0.0,Northern Ariz.,4,9.5,7.0,39.0,9.0,1.5,0.25,19.5,1.75,0.75,3.0,0.5,13.25
09/05/2014,"Texas Tech @ Edinburg, TX",1-3,4.0,0,0,49.0,25.0,168.0,0.143,44.0,4.0,10.0,72.0,6.0,1.0,4.0,1.0,56.0,0.0,Texas Tech,4,12.25,6.25,42.0,11.0,1.0,2.5,18.0,1.5,0.25,1.0,0.25,14.0
09/09/2014,@ Rice,0-3,3.0,0,0,31.0,18.0,111.0,0.117,28.0,6.0,5.0,46.0,6.0,0.0,6.0,0.0,40.0,0.0,Rice,3,10.333333333333334,6.0,37.0,9.333333333333334,2.0,1.6666666666666667,15.333333333333334,2.0,0.0,2.0,0.0,13.333333333333334
09/12/2014,"Saint Mary's (CA) @ Long Beach, Calif.",3-2,5.0,0,0,63.0,18.0,174.0,0.259,57.0,6.0,10.0,85.0,5.0,1.0,19.0,1.0,79.5,1.0,Saint Mary's ,5,12.6,3.6,34.8,11.4,1.2,2.0,17.0,1.0,0.2,3.8,0.2,15.9
09/12/2014,@ LMU (CA),2-3,5.0,0,0,56.0,22.0,163.0,0.209,54.0,7.0,8.0,56.0,9.0,2.0,18.0,3.0,74.0,0.0,LMU ,5,11.2,4.4,32.6,10.8,1.4,1.6,11.2,1.8,0.4,3.6,0.6,14.8
09/13/2014,"Northern Colo. @ Long Beach, Calif.",2-3,5.0,0,0,48.0,32.0,178.0,0.09,41.0,8.0,11.0,73.0,4.0,1.0,18.0,0.0,66.0,0.0,Northern Colo.,5,9.6,6.4,35.6,8.2,1.6,2.2,14.6,0.8,0.2,3.6,0.0,13.2
