date,opponent/venue,result,sets,mp,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
09/05/2014,Minnesota,0-3,3.0,0,0,35.0,14.0,101.0,0.208,33.0,3.0,2.0,45.0,5.0,3.0,2.0,0.0,42.0,0.0,Minnesota,3,11.666666666666666,4.666666666666667,33.666666666666664,11.0,1.0,0.6666666666666666,15.0,1.6666666666666667,1.0,0.6666666666666666,0.0,14.0
09/06/2014,UAlbany,3-1,4.0,0,0,61.0,24.0,178.0,0.208,61.0,7.0,6.0,80.0,2.0,2.0,20.0,4.0,80.0,0.0,UAlbany,4,15.25,6.0,44.5,15.25,1.75,1.5,20.0,0.5,0.5,5.0,1.0,20.0
09/06/2014,Boston College,0-3,3.0,0,0,31.0,15.0,88.0,0.182,28.0,3.0,6.0,20.0,7.0,1.0,0.0,0.0,35.0,0.0,Boston College,3,10.333333333333334,5.0,29.333333333333332,9.333333333333334,1.0,2.0,6.666666666666667,2.333333333333333,0.3333333333333333,0.0,0.0,11.666666666666666
09/12/2014,"Kansas @ Villanova, PA",0-3,3.0,0,0,31.0,12.0,111.0,0.171,28.0,3.0,10.0,41.0,4.0,0.0,8.0,5.0,38.0,2.0,Kansas,3,10.333333333333334,4.0,37.0,9.333333333333334,1.0,3.3333333333333335,13.666666666666666,1.3333333333333333,0.0,2.6666666666666665,1.6666666666666667,12.666666666666666
09/13/2014,"Penn St. @ Villanova, PA",0-3,3.0,0,0,26.0,16.0,93.0,0.108,23.0,2.0,10.0,36.0,3.0,0.0,2.0,4.0,29.0,2.0,Penn St.,3,8.666666666666666,5.333333333333333,31.0,7.666666666666667,0.6666666666666666,3.3333333333333335,12.0,1.0,0.0,0.6666666666666666,1.3333333333333333,9.666666666666666
09/13/2014,@ Villanova,3-0,3.0,0,0,41.0,5.0,97.0,0.371,41.0,6.0,5.0,64.0,1.0,1.0,10.0,3.0,53.0,0.0,Villanova,3,13.666666666666666,1.6666666666666667,32.333333333333336,13.666666666666666,2.0,1.6666666666666667,21.333333333333332,0.3333333333333333,0.3333333333333333,3.3333333333333335,1.0,17.666666666666668
09/19/2014,@ Cal St. Fullerton,3-1,4.0,0,0,50.0,16.0,139.0,0.245,45.0,7.0,11.0,64.0,2.0,3.0,26.0,3.0,73.0,1.0,Cal St. Fullerton,4,12.5,4.0,34.75,11.25,1.75,2.75,16.0,0.5,0.75,6.5,0.75,18.25
09/20/2014,"Georgetown @ Fullerton, Calif.",3-1,4.0,0,0,54.0,24.0,171.0,0.175,51.0,3.0,4.0,77.0,3.0,2.0,6.0,2.0,62.0,0.0,Georgetown,4,13.5,6.0,42.75,12.75,0.75,1.0,19.25,0.75,0.5,1.5,0.5,15.5
09/20/2014,"UCLA @ Fullerton, Calif.",0-3,3.0,0,0,34.0,9.0,103.0,0.243,32.0,4.0,4.0,33.0,8.0,4.0,6.0,3.0,45.0,0.0,UCLA,3,11.333333333333334,3.0,34.333333333333336,10.666666666666666,1.3333333333333333,1.3333333333333333,11.0,2.6666666666666665,1.3333333333333333,2.0,1.0,15.0
09/26/2014,@ Brown,3-0,3.0,0,0,43.0,7.0,106.0,0.34,40.0,6.0,6.0,48.0,2.0,3.0,12.0,3.0,58.0,3.0,Brown,3,14.333333333333334,2.3333333333333335,35.333333333333336,13.333333333333334,2.0,2.0,16.0,0.6666666666666666,1.0,4.0,1.0,19.333333333333332
