date,opponent/venue,result,sets,mp,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/29/2014,@ Milwaukee,0-3,3.0,0,0,32.0,18.0,88.0,0.159,30.0,2.0,6.0,39.0,2.0,1.0,7.0,1.0,38.5,0.0,Milwaukee,3,10.666666666666666,6.0,29.333333333333332,10.0,0.6666666666666666,2.0,13.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,0.3333333333333333,12.833333333333334
08/29/2014,"Miami (OH) @ Milwaukee, Wis.",1-3,4.0,0,0,43.0,30.0,142.0,0.092,38.0,1.0,7.0,63.0,3.0,1.0,18.0,1.0,54.0,0.0,Miami ,4,10.75,7.5,35.5,9.5,0.25,1.75,15.75,0.75,0.25,4.5,0.25,13.5
08/30/2014,"North Dakota St. @ Milwaukee, Wis.",2-3,5.0,0,0,57.0,21.0,145.0,0.248,54.0,3.0,7.0,63.0,6.0,3.0,10.0,2.0,68.0,0.0,North Dakota St.,5,11.4,4.2,29.0,10.8,0.6,1.4,12.6,1.2,0.6,2.0,0.4,13.6
09/01/2014,West Virginia,0-3,3.0,0,0,30.0,19.0,94.0,0.117,30.0,3.0,8.0,33.0,3.0,0.0,6.0,1.0,36.0,1.0,West Virginia,3,10.0,6.333333333333333,31.333333333333332,10.0,1.0,2.6666666666666665,11.0,1.0,0.0,2.0,0.3333333333333333,12.0
09/05/2014,Youngstown St.,1-3,4.0,0,0,39.0,20.0,143.0,0.133,37.0,4.0,3.0,68.0,2.0,0.0,10.0,1.0,48.0,0.0,Youngstown St.,4,9.75,5.0,35.75,9.25,1.0,0.75,17.0,0.5,0.0,2.5,0.25,12.0
09/05/2014,Indiana St.,1-3,4.0,0,0,50.0,27.0,180.0,0.128,46.0,2.0,5.0,90.0,7.0,3.0,16.0,1.0,63.0,2.0,Indiana St.,4,12.5,6.75,45.0,11.5,0.5,1.25,22.5,1.75,0.75,4.0,0.25,15.75
09/06/2014,UMass Lowell,3-1,4.0,0,0,48.0,15.0,117.0,0.282,43.0,9.0,6.0,59.0,3.0,2.0,14.0,0.0,66.0,2.0,UMass Lowell,4,12.0,3.75,29.25,10.75,2.25,1.5,14.75,0.75,0.5,3.5,0.0,16.5
09/12/2014,"Butler @ Boulder, Colo.",0-3,3.0,0,0,28.0,19.0,92.0,0.098,27.0,6.0,2.0,38.0,4.0,0.0,4.0,0.0,36.0,0.0,Butler,3,9.333333333333334,6.333333333333333,30.666666666666668,9.0,2.0,0.6666666666666666,12.666666666666666,1.3333333333333333,0.0,1.3333333333333333,0.0,12.0
09/13/2014,@ Colorado,0-3,3.0,0,0,14.0,18.0,62.0,-0.065,14.0,1.0,1.0,15.0,11.0,1.0,4.0,2.0,18.0,0.0,Colorado,3,4.666666666666667,6.0,20.666666666666668,4.666666666666667,0.3333333333333333,0.3333333333333333,5.0,3.6666666666666665,0.3333333333333333,1.3333333333333333,0.6666666666666666,6.0
09/13/2014,"Idaho St. @ Boulder, Colo.",0-3,3.0,0,0,22.0,17.0,112.0,0.045,22.0,3.0,1.0,50.0,5.0,0.0,10.0,0.0,30.0,0.0,Idaho St.,3,7.333333333333333,5.666666666666667,37.333333333333336,7.333333333333333,1.0,0.3333333333333333,16.666666666666668,1.6666666666666667,0.0,3.3333333333333335,0.0,10.0
09/16/2014,@ Akron,0-3,3.0,0,0,33.0,20.0,124.0,0.105,32.0,5.0,5.0,45.0,3.0,9.0,6.0,2.0,50.0,2.0,Akron,3,11.0,6.666666666666667,41.333333333333336,10.666666666666666,1.6666666666666667,1.6666666666666667,15.0,1.0,3.0,2.0,0.6666666666666666,16.666666666666668
09/19/2014,"UC Irvine @ Rochester, Mich.",0-3,3.0,0,0,23.0,18.0,90.0,0.056,22.0,5.0,3.0,49.0,7.0,0.0,10.0,2.0,33.0,1.0,UC Irvine,3,7.666666666666667,6.0,30.0,7.333333333333333,1.6666666666666667,1.0,16.333333333333332,2.333333333333333,0.0,3.3333333333333335,0.6666666666666666,11.0
09/20/2014,"Bowling Green @ Rochester, Mich.",2-3,5.0,0,0,58.0,35.0,173.0,0.133,51.0,7.0,2.0,69.0,4.0,5.0,16.0,2.0,78.0,0.0,Bowling Green,5,11.6,7.0,34.6,10.2,1.4,0.4,13.8,0.8,1.0,3.2,0.4,15.6
09/20/2014,@ Oakland,1-3,4.0,0,0,48.0,21.0,138.0,0.196,44.0,3.0,5.0,68.0,4.0,2.0,6.0,0.0,56.0,6.0,Oakland,4,12.0,5.25,34.5,11.0,0.75,1.25,17.0,1.0,0.5,1.5,0.0,14.0
09/27/2014,FDU,3-0,3.0,0,0,46.0,12.0,132.0,0.258,43.0,3.0,2.0,71.0,1.0,1.0,10.0,3.0,55.0,2.0,FDU,3,15.333333333333334,4.0,44.0,14.333333333333334,1.0,0.6666666666666666,23.666666666666668,0.3333333333333333,0.3333333333333333,3.3333333333333335,1.0,18.333333333333332
09/28/2014,Sacred Heart,3-0,3.0,0,0,37.0,14.0,122.0,0.189,34.0,4.0,3.0,67.0,0.0,1.0,21.0,0.0,52.5,0.0,Sacred Heart,3,12.333333333333334,4.666666666666667,40.666666666666664,11.333333333333334,1.3333333333333333,1.0,22.333333333333332,0.0,0.3333333333333333,7.0,0.0,17.5
