date,opponent/venue,result,sets,mp,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/29/2014,LIU,3-0,3.0,0,0,40.0,11.0,89.0,0.326,36.0,11.0,2.0,46.0,2.0,4.0,4.0,2.0,57.0,0.0,LIU,3,13.333333333333334,3.6666666666666665,29.666666666666668,12.0,3.6666666666666665,0.6666666666666666,15.333333333333334,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,19.0
08/30/2014,UCLA,3-0,3.0,0,0,36.0,12.0,97.0,0.247,32.0,5.0,4.0,40.0,1.0,4.0,18.0,0.0,54.0,0.0,UCLA,3,12.0,4.0,32.333333333333336,10.666666666666666,1.6666666666666667,1.3333333333333333,13.333333333333334,0.3333333333333333,1.3333333333333333,6.0,0.0,18.0
08/30/2014,Binghamton,3-0,3.0,0,0,40.0,6.0,85.0,0.4,39.0,7.0,8.0,32.0,3.0,1.0,10.0,1.0,53.0,0.0,Binghamton,3,13.333333333333334,2.0,28.333333333333332,13.0,2.3333333333333335,2.6666666666666665,10.666666666666666,1.0,0.3333333333333333,3.3333333333333335,0.3333333333333333,17.666666666666668
09/05/2014,"UC Santa Barbara @ Sacramento, Calif.",3-0,3.0,0,0,46.0,13.0,94.0,0.351,43.0,6.0,4.0,40.0,3.0,0.0,12.0,1.0,58.0,2.0,UC Santa Barbara,3,15.333333333333334,4.333333333333333,31.333333333333332,14.333333333333334,2.0,1.3333333333333333,13.333333333333334,1.0,0.0,4.0,0.3333333333333333,19.333333333333332
09/06/2014,"Fresno St. @ Sacramento, Calif.",3-1,4.0,0,0,63.0,11.0,125.0,0.416,60.0,4.0,5.0,46.0,2.0,2.0,22.0,3.0,80.0,1.0,Fresno St.,4,15.75,2.75,31.25,15.0,1.0,1.25,11.5,0.5,0.5,5.5,0.75,20.0
09/06/2014,@ Sacramento St.,3-0,3.0,0,0,45.0,8.0,84.0,0.44,45.0,9.0,5.0,44.0,3.0,4.0,16.0,1.0,66.0,1.0,Sacramento St.,3,15.0,2.6666666666666665,28.0,15.0,3.0,1.6666666666666667,14.666666666666666,1.0,1.3333333333333333,5.333333333333333,0.3333333333333333,22.0
09/11/2014,@ Long Beach St.,3-1,4.0,0,0,63.0,33.0,172.0,0.174,59.0,2.0,7.0,68.0,1.0,0.0,14.0,0.0,72.0,0.0,Long Beach St.,4,15.75,8.25,43.0,14.75,0.5,1.75,17.0,0.25,0.0,3.5,0.0,18.0
09/12/2014,A&M-Corpus Christi,3-2,5.0,0,0,67.0,24.0,166.0,0.259,64.0,9.0,4.0,78.0,7.0,2.0,14.0,1.0,85.0,0.0,A&M-Corpus Christi,5,13.4,4.8,33.2,12.8,1.8,0.8,15.6,1.4,0.4,2.8,0.2,17.0
09/13/2014,Northern Colo.,3-0,3.0,0,0,41.0,15.0,96.0,0.271,40.0,3.0,3.0,42.0,1.0,3.0,16.0,2.0,55.0,0.0,Northern Colo.,3,13.666666666666666,5.0,32.0,13.333333333333334,1.0,1.0,14.0,0.3333333333333333,1.0,5.333333333333333,0.6666666666666666,18.333333333333332
09/18/2014,"Portland St. @ Pullman, Wash.",3-0,3.0,0,0,44.0,14.0,113.0,0.265,40.0,2.0,4.0,52.0,1.0,2.0,16.0,0.0,56.0,0.0,Portland St.,3,14.666666666666666,4.666666666666667,37.666666666666664,13.333333333333334,0.6666666666666666,1.3333333333333333,17.333333333333332,0.3333333333333333,0.6666666666666666,5.333333333333333,0.0,18.666666666666668
