date,opponent/venue,result,sets,mp,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
09/03/2014,Alcorn,2-3,5.0,0,0,43.0,31.0,123.0,0.098,33.0,13.0,14.0,51.0,7.0,3.0,4.0,7.0,61.0,0.0,Alcorn,5,8.6,6.2,24.6,6.6,2.6,2.8,10.2,1.4,0.6,0.8,1.4,12.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
09/05/2014,"Prairie View @ Fort Worth, Texas",0-3,3.0,0,0,17.0,27.0,85.0,-0.118,15.0,3.0,5.0,31.0,6.0,1.0,4.0,0.0,23.0,0.0,Prairie View,3,5.666666666666667,9.0,28.33333333333333,5.0,1.0,1.6666666666666667,10.333333333333334,2.0,0.3333333333333333,1.3333333333333333,0.0,7.666666666666667,,4.3,,3.1,,12.3,,0.049,,3.3,,1.3,,1.4,,5.1,,0.3,,0.4,,0.7,,6.1
09/05/2014,@ TCU,0-3,3.0,0,0,17.0,8.0,55.0,0.164,14.0,4.0,5.0,20.0,9.0,1.0,0.0,1.0,22.0,1.0,TCU,3,5.666666666666667,2.6666666666666665,18.33333333333333,4.666666666666667,1.3333333333333333,1.6666666666666667,6.666666666666667,3.0,0.3333333333333333,0.0,0.3333333333333333,7.333333333333333,,4.7555555555555555,,5.066666666666666,,17.644444444444442,,-0.006666666666666664,,3.8666666666666667,,1.2,,1.488888888888889,,6.844444444444444,,0.3111111111111111,,0.7111111111111111,,0.4666666666666666,,6.622222222222223
09/06/2014,"Little Rock @ Fort Worth, Texas",0-3,3.0,0,0,12.0,15.0,51.0,-0.059,10.0,0.0,3.0,11.0,12.0,3.0,4.0,2.0,17.0,1.0,Little Rock,3,4.0,5.0,17.0,3.333333333333333,0.0,1.0,3.6666666666666665,4.0,1.0,1.3333333333333333,0.6666666666666666,5.666666666666667,6.644444444444445,4.983333333333333,5.955555555555556,4.466666666666667,23.75555555555555,17.816666666666663,0.04800000000000001,0.036000000000000004,5.422222222222222,4.066666666666666,1.6444444444444446,1.2333333333333334,2.0444444444444443,1.5333333333333334,9.066666666666666,6.8,0.4222222222222222,0.31666666666666665,0.7111111111111111,0.5333333333333333,0.5777777777777777,0.4333333333333333,9.066666666666666,6.8
09/09/2014,@ Tougaloo,3-1,4.0,0,0,30.0,26.0,144.0,0.028,43.0,6.0,7.0,83.0,8.0,8.0,23.0,5.0,55.5,5.0,Tougaloo,4,7.5,6.5,36.0,10.75,1.5,1.75,20.75,2.0,2.0,5.75,1.25,13.875,5.111111111111112,4.786666666666667,5.5555555555555545,4.573333333333333,21.222222222222218,17.65333333333333,-0.004333333333333328,0.017000000000000005,4.333333333333333,3.9199999999999995,0.7777777777777777,0.9866666666666667,1.4444444444444446,1.4266666666666667,6.888888888888889,6.173333333333334,0.5555555555555555,0.4533333333333333,0.8888888888888888,0.6933333333333334,0.3333333333333333,0.48,6.888888888888889,6.573333333333333
09/11/2014,Wiley,0-3,3.0,0,0,23.0,8.0,79.0,0.19,22.0,4.0,15.0,29.0,6.0,1.0,0.0,1.0,28.0,0.0,Wiley,3,7.666666666666667,2.6666666666666665,26.33333333333333,7.333333333333333,1.3333333333333333,5.0,9.666666666666666,2.0,0.3333333333333333,0.0,0.3333333333333333,9.333333333333334,5.722222222222222,5.238888888888889,4.722222222222222,4.894444444444445,23.777777777777775,20.71111111111111,0.044333333333333336,0.018833333333333337,6.25,5.058333333333333,0.9444444444444443,1.0722222222222222,1.472222222222222,1.4805555555555554,10.361111111111112,8.602777777777778,1.111111111111111,0.7111111111111111,2.361111111111111,1.5361111111111112,0.75,0.6083333333333333,8.958333333333334,7.790277777777778
09/15/2014,@ ULM,1-3,4.0,0,0,21.0,22.0,110.0,-0.009,20.0,4.0,10.0,45.0,7.0,4.0,8.0,3.0,33.0,1.0,ULM,4,5.25,5.5,27.5,5.0,1.0,2.5,11.25,1.75,1.0,2.0,0.75,8.25,6.388888888888889,5.585714285714286,4.722222222222222,4.576190476190476,26.444444444444443,21.51428571428571,0.053,0.043285714285714295,7.138888888888888,5.383333333333333,0.9444444444444443,1.1095238095238096,2.5833333333333335,1.9833333333333332,11.361111111111112,8.754761904761905,1.111111111111111,0.6571428571428571,2.361111111111111,1.3166666666666667,0.75,0.569047619047619,9.625,8.010714285714286
09/17/2014,@ Jackson St.,1-3,4.0,0,0,33.0,23.0,124.0,0.081,32.0,11.0,7.0,54.0,6.0,4.0,10.0,4.0,53.0,0.0,Jackson St.,4,8.25,5.75,31.0,8.0,2.75,1.75,13.5,1.5,1.0,2.5,1.0,13.25,6.805555555555556,5.54375,4.888888888888888,4.691666666666666,29.944444444444443,22.262499999999996,0.06966666666666667,0.036750000000000005,7.694444444444444,5.335416666666666,1.2777777777777777,1.0958333333333332,3.0833333333333335,2.0479166666666666,13.888888888888891,9.066666666666666,1.111111111111111,0.7,2.5833333333333335,1.4020833333333333,0.7777777777777777,0.5916666666666667,10.486111111111112,8.040625
09/19/2014,"UNLV @ Conway, Ark.",0-3,3.0,0,0,15.0,15.0,66.0,0.0,11.0,1.0,2.0,14.0,14.0,1.0,8.0,0.0,21.0,2.0,UNLV,3,5.0,5.0,22.0,3.6666666666666665,0.3333333333333333,0.6666666666666666,4.666666666666667,4.666666666666667,0.3333333333333333,2.6666666666666665,0.0,7.0,7.055555555555556,5.844444444444445,4.638888888888888,4.809259259259259,28.277777777777775,23.23333333333333,0.08733333333333333,0.04166666666666667,6.777777777777778,5.631481481481481,1.6944444444444444,1.2796296296296295,3.0833333333333335,2.0148148148148146,11.472222222222223,9.559259259259258,0.7777777777777777,0.7333333333333333,1.5,1.5240740740740741,0.6944444444444443,0.6370370370370371,10.277777777777779,8.619444444444445
09/19/2014,@ Central Ark.,0-3,3.0,0,0,13.0,12.0,62.0,0.016,12.0,4.0,3.0,18.0,12.0,0.0,6.0,0.0,20.0,0.0,Central Ark.,3,4.333333333333333,4.0,20.666666666666668,4.0,1.3333333333333333,1.0,6.0,4.0,0.0,2.0,0.0,6.666666666666667,6.166666666666667,5.76,5.416666666666667,4.828333333333333,26.833333333333332,23.109999999999996,0.024000000000000004,0.037500000000000006,5.555555555555556,5.435,1.361111111111111,1.185,1.638888888888889,1.8800000000000001,9.805555555555557,9.07,0.7777777777777777,0.6933333333333332,2.388888888888889,1.6383333333333332,0.5833333333333334,0.5733333333333334,9.5,8.4575
