date,opponent/venue,result,sets,mp,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/29/2014,St. Francis Brooklyn,3-1,4.0,0,0,57.0,18.0,116.0,0.336,55.0,15.0,8.0,55.0,7.0,1.0,16.0,3.0,81.0,0.0,St. Francis Brooklyn,4,14.25,4.5,29.0,13.75,3.75,2.0,13.75,1.75,0.25,4.0,0.75,20.25
08/29/2014,Lafayette,3-1,4.0,0,0,49.0,22.0,128.0,0.211,44.0,5.0,10.0,57.0,3.0,1.0,27.0,2.0,68.5,0.0,Lafayette,4,12.25,5.5,32.0,11.0,1.25,2.5,14.25,0.75,0.25,6.75,0.5,17.125
08/30/2014,Quinnipiac,3-0,3.0,0,0,44.0,19.0,93.0,0.269,42.0,5.0,13.0,34.0,0.0,1.0,12.0,1.0,56.0,0.0,Quinnipiac,3,14.666666666666666,6.333333333333333,31.0,14.0,1.6666666666666667,4.333333333333333,11.333333333333334,0.0,0.3333333333333333,4.0,0.3333333333333333,18.666666666666668
08/30/2014,Santa Clara,1-3,4.0,0,0,53.0,13.0,131.0,0.305,50.0,2.0,5.0,39.0,6.0,1.0,13.0,4.0,62.5,1.0,Santa Clara,4,13.25,3.25,32.75,12.5,0.5,1.25,9.75,1.5,0.25,3.25,1.0,15.625
09/03/2014,Stony Brook,3-0,3.0,0,0,45.0,21.0,109.0,0.22,44.0,4.0,9.0,47.0,3.0,0.0,16.0,1.0,57.0,0.0,Stony Brook,3,15.0,7.0,36.333333333333336,14.666666666666666,1.3333333333333333,3.0,15.666666666666666,1.0,0.0,5.333333333333333,0.3333333333333333,19.0
09/05/2014,"Manhattan @ Brooklyn Heights, NY",3-0,3.0,0,0,43.0,15.0,102.0,0.275,41.0,4.0,7.0,43.0,2.0,0.0,19.0,1.0,56.5,2.0,Manhattan,3,14.333333333333334,5.0,34.0,13.666666666666666,1.3333333333333333,2.3333333333333335,14.333333333333334,0.6666666666666666,0.0,6.333333333333333,0.3333333333333333,18.833333333333332
09/05/2014,@ St. Francis Brooklyn,3-0,3.0,0,0,38.0,20.0,111.0,0.162,35.0,10.0,12.0,46.0,1.0,0.0,12.0,0.0,54.0,3.0,St. Francis Brooklyn,3,12.666666666666666,6.666666666666667,37.0,11.666666666666666,3.3333333333333335,4.0,15.333333333333334,0.3333333333333333,0.0,4.0,0.0,18.0
09/06/2014,"NJIT @ Brooklyn Heights, NY",3-0,3.0,0,0,44.0,12.0,80.0,0.4,41.0,5.0,10.0,34.0,1.0,0.0,14.0,4.0,56.0,3.0,NJIT,3,14.666666666666666,4.0,26.666666666666668,13.666666666666666,1.6666666666666667,3.3333333333333335,11.333333333333334,0.3333333333333333,0.0,4.666666666666667,1.3333333333333333,18.666666666666668
09/12/2014,Fordham,3-0,3.0,0,0,51.0,12.0,90.0,0.433,49.0,8.0,6.0,38.0,0.0,0.0,10.0,7.0,64.0,1.0,Fordham,3,17.0,4.0,30.0,16.333333333333332,2.6666666666666665,2.0,12.666666666666666,0.0,0.0,3.3333333333333335,2.3333333333333335,21.333333333333332
09/13/2014,Sacred Heart,2-3,5.0,0,0,43.0,24.0,153.0,0.124,42.0,3.0,9.0,58.0,6.0,1.0,35.0,5.0,64.5,3.0,Sacred Heart,5,8.6,4.8,30.6,8.4,0.6,1.8,11.6,1.2,0.2,7.0,1.0,12.9
