date,opponent/venue,result,sets,mp,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/29/2014,Army West Point,1-3,4.0,0,0,44.0,23.0,142.0,0.148,41.0,4.0,14.0,54.0,8.0,1.0,6.0,1.0,52.0,2.0,Army West Point,4,11.0,5.75,35.5,10.25,1.0,3.5,13.5,2.0,0.25,1.5,0.25,13.0
08/29/2014,UMass Lowell,3-1,4.0,0,0,55.0,26.0,166.0,0.175,48.0,4.0,17.0,78.0,3.0,1.0,18.0,1.0,69.0,2.0,UMass Lowell,4,13.75,6.5,41.5,12.0,1.0,4.25,19.5,0.75,0.25,4.5,0.25,17.25
08/30/2014,St. John's (NY),0-3,3.0,0,0,25.0,14.0,77.0,0.143,24.0,5.0,4.0,25.0,8.0,3.0,2.0,2.0,34.0,3.0,St. John's ,3,8.333333333333334,4.666666666666667,25.666666666666668,8.0,1.6666666666666667,1.3333333333333333,8.333333333333334,2.6666666666666665,1.0,0.6666666666666666,0.6666666666666666,11.333333333333334
08/30/2014,Towson,0-3,3.0,0,0,22.0,17.0,104.0,0.048,19.0,3.0,10.0,36.0,4.0,1.0,17.0,2.0,34.5,0.0,Towson,3,7.333333333333333,5.666666666666667,34.666666666666664,6.333333333333333,1.0,3.3333333333333335,12.0,1.3333333333333333,0.3333333333333333,5.666666666666667,0.6666666666666666,11.5
09/02/2014,Providence,3-0,3.0,0,0,37.0,17.0,125.0,0.16,35.0,4.0,6.0,66.0,2.0,1.0,18.0,4.0,51.0,3.0,Providence,3,12.333333333333334,5.666666666666667,41.666666666666664,11.666666666666666,1.3333333333333333,2.0,22.0,0.6666666666666666,0.3333333333333333,6.0,1.3333333333333333,17.0
09/05/2014,@ Akron,0-3,3.0,0,0,28.0,18.0,113.0,0.088,26.0,2.0,5.0,37.0,2.0,2.0,8.0,0.0,36.0,3.0,Akron,3,9.333333333333334,6.0,37.666666666666664,8.666666666666666,0.6666666666666666,1.6666666666666667,12.333333333333334,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.0,12.0
09/05/2014,"Drake @ Akron, Ohio",0-3,3.0,0,0,37.0,18.0,112.0,0.17,36.0,5.0,5.0,52.0,8.0,1.0,4.0,3.0,45.0,2.0,Drake,3,12.333333333333334,6.0,37.333333333333336,12.0,1.6666666666666667,1.6666666666666667,17.333333333333332,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.0,15.0
09/06/2014,"Austin Peay @ Akron, Ohio",0-3,3.0,0,0,27.0,22.0,107.0,0.047,25.0,2.0,1.0,49.0,4.0,0.0,2.0,0.0,30.0,0.0,Austin Peay,3,9.0,7.333333333333333,35.666666666666664,8.333333333333334,0.6666666666666666,0.3333333333333333,16.333333333333332,1.3333333333333333,0.0,0.6666666666666666,0.0,10.0
09/06/2014,"Binghamton @ Akron, Ohio",3-1,4.0,0,0,53.0,10.0,122.0,0.352,46.0,5.0,5.0,53.0,8.0,3.0,12.0,3.0,67.0,2.0,Binghamton,4,13.25,2.5,30.5,11.5,1.25,1.25,13.25,2.0,0.75,3.0,0.75,16.75
09/09/2014,New Hampshire,1-3,4.0,0,0,46.0,22.0,149.0,0.161,43.0,4.0,6.0,75.0,7.0,1.0,8.0,4.0,55.0,2.0,New Hampshire,4,11.5,5.5,37.25,10.75,1.0,1.5,18.75,1.75,0.25,2.0,1.0,13.75
09/12/2014,@ Iona,1-3,4.0,0,0,47.0,29.0,159.0,0.113,46.0,2.0,4.0,81.0,9.0,0.0,14.0,5.0,56.0,3.0,Iona,4,11.75,7.25,39.75,11.5,0.5,1.0,20.25,2.25,0.0,3.5,1.25,14.0
09/13/2014,"Hartford @ New Rochelle, NY",1-3,4.0,0,0,54.0,31.0,181.0,0.127,52.0,1.0,4.0,88.0,8.0,1.0,14.0,3.0,63.0,4.0,Hartford,4,13.5,7.75,45.25,13.0,0.25,1.0,22.0,2.0,0.25,3.5,0.75,15.75
09/13/2014,"La Salle @ New Rochelle, NY",2-3,5.0,0,0,67.0,30.0,187.0,0.198,64.0,3.0,10.0,97.0,15.0,1.0,16.0,6.0,79.0,2.0,La Salle,5,13.4,6.0,37.4,12.8,0.6,2.0,19.4,3.0,0.2,3.2,1.2,15.8
09/16/2014,@ Hartford,0-3,3.0,0,0,33.0,19.0,114.0,0.123,31.0,2.0,6.0,56.0,2.0,1.0,12.0,2.0,42.0,0.0,Hartford,3,11.0,6.333333333333333,38.0,10.333333333333334,0.6666666666666666,2.0,18.666666666666668,0.6666666666666666,0.3333333333333333,4.0,0.6666666666666666,14.0
