date,opponent/venue,result,sets,mp,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/29/2014,Southeastern La.,3-2,5.0,0,0,54.0,19.0,136.0,0.257,49.0,8.0,10.0,49.0,3.0,1.0,28.0,7.0,77.0,0.0,Southeastern La.,5,10.8,3.8,27.2,9.8,1.6,2.0,9.8,0.6,0.2,5.6,1.4,15.4
08/29/2014,Michigan St.,0-3,3.0,0,0,27.0,16.0,91.0,0.121,26.0,1.0,2.0,25.0,3.0,2.0,0.0,1.0,30.0,1.0,Michigan St.,3,9.0,5.333333333333333,30.333333333333332,8.666666666666666,0.3333333333333333,0.6666666666666666,8.333333333333334,1.0,0.6666666666666666,0.0,0.3333333333333333,10.0
08/30/2014,"Georgia St. @ Birmingham, Ala.",3-1,4.0,0,0,47.0,18.0,126.0,0.23,44.0,11.0,12.0,50.0,5.0,2.0,24.0,3.0,72.0,4.0,Georgia St.,4,11.75,4.5,31.5,11.0,2.75,3.0,12.5,1.25,0.5,6.0,0.75,18.0
09/05/2014,@ Arizona St.,0-3,3.0,0,0,26.0,18.0,82.0,0.098,23.0,1.0,10.0,26.0,5.0,1.0,10.0,1.0,33.0,0.0,Arizona St.,3,8.666666666666666,6.0,27.333333333333332,7.666666666666667,0.3333333333333333,3.3333333333333335,8.666666666666666,1.6666666666666667,0.3333333333333333,3.3333333333333335,0.3333333333333333,11.0
09/05/2014,"Idaho St. @ Tempe, Ariz.",0-3,3.0,0,0,28.0,18.0,81.0,0.123,26.0,3.0,8.0,21.0,7.0,2.0,4.0,0.0,35.0,0.0,Idaho St.,3,9.333333333333334,6.0,27.0,8.666666666666666,1.0,2.6666666666666665,7.0,2.333333333333333,0.6666666666666666,1.3333333333333333,0.0,11.666666666666666
09/06/2014,"Iowa @ Tempe, Ariz.",0-3,3.0,0,0,28.0,20.0,92.0,0.087,27.0,5.0,4.0,35.0,6.0,3.0,0.0,0.0,36.0,0.0,Iowa,3,9.333333333333334,6.666666666666667,30.666666666666668,9.0,1.6666666666666667,1.3333333333333333,11.666666666666666,2.0,1.0,0.0,0.0,12.0
09/09/2014,Chattanooga,2-3,5.0,0,0,66.0,30.0,196.0,0.184,58.0,5.0,8.0,75.0,6.0,5.0,12.0,1.0,82.0,3.0,Chattanooga,5,13.2,6.0,39.2,11.6,1.0,1.6,15.0,1.2,1.0,2.4,0.2,16.4
09/11/2014,@ Ole Miss,0-3,3.0,0,0,35.0,18.0,112.0,0.152,34.0,2.0,8.0,45.0,6.0,0.0,10.0,1.0,42.0,2.0,Ole Miss,3,11.666666666666666,6.0,37.333333333333336,11.333333333333334,0.6666666666666666,2.6666666666666665,15.0,2.0,0.0,3.3333333333333335,0.3333333333333333,14.0
09/12/2014,"Jacksonville St. @ Oxford, MS",1-3,4.0,0,0,56.0,20.0,134.0,0.269,55.0,1.0,14.0,50.0,10.0,0.0,20.0,1.0,67.0,3.0,Jacksonville St.,4,14.0,5.0,33.5,13.75,0.25,3.5,12.5,2.5,0.0,5.0,0.25,16.75
09/12/2014,"Mercer @ Oxford, MS",3-1,4.0,0,0,53.0,19.0,136.0,0.25,50.0,4.0,8.0,55.0,6.0,0.0,22.0,3.0,68.0,2.0,Mercer,4,13.25,4.75,34.0,12.5,1.0,2.0,13.75,1.5,0.0,5.5,0.75,17.0
