date,opponent/venue,result,sets,mp,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/29/2014,@ Purdue,0-3,3.0,0,0,32.0,15.0,92.0,0.185,31.0,2.0,13.0,35.0,7.0,1.0,8.0,0.0,39.0,1.0,Purdue,3,10.666666666666666,5.0,30.666666666666668,10.333333333333334,0.6666666666666666,4.333333333333333,11.666666666666666,2.333333333333333,0.3333333333333333,2.6666666666666665,0.0,13.0
08/29/2014,"LSU @ West Lafayette, Ind.",1-3,4.0,0,0,49.0,14.0,136.0,0.257,45.0,4.0,7.0,53.0,9.0,2.0,6.0,3.0,58.0,0.0,LSU,4,12.25,3.5,34.0,11.25,1.0,1.75,13.25,2.25,0.5,1.5,0.75,14.5
08/30/2014,"San Diego @ West Lafayette, Ind.",0-3,3.0,0,0,38.0,12.0,92.0,0.283,37.0,2.0,5.0,26.0,1.0,2.0,12.0,6.0,48.0,1.0,San Diego,3,12.666666666666666,4.0,30.666666666666668,12.333333333333334,0.6666666666666666,1.6666666666666667,8.666666666666666,0.3333333333333333,0.6666666666666666,4.0,2.0,16.0
09/05/2014,FIU,1-3,4.0,0,0,48.0,28.0,164.0,0.122,44.0,4.0,10.0,69.0,4.0,2.0,20.0,2.0,64.0,3.0,FIU,4,12.0,7.0,41.0,11.0,1.0,2.5,17.25,1.0,0.5,5.0,0.5,16.0
09/05/2014,Buffalo,3-2,5.0,0,0,64.0,30.0,184.0,0.185,63.0,7.0,7.0,89.0,4.0,1.0,20.0,2.0,82.0,0.0,Buffalo,5,12.8,6.0,36.8,12.6,1.4,1.4,17.8,0.8,0.2,4.0,0.4,16.4
09/07/2014,South Carolina St.,3-0,3.0,0,0,39.0,15.0,94.0,0.255,33.0,6.0,10.0,36.0,0.0,1.0,12.0,3.0,52.0,0.0,South Carolina St.,3,13.0,5.0,31.333333333333332,11.0,2.0,3.3333333333333335,12.0,0.0,0.3333333333333333,4.0,1.0,17.333333333333332
09/12/2014,"Winthrop @ Auburn, Ala.",2-3,5.0,0,0,51.0,27.0,149.0,0.161,49.0,8.0,11.0,55.0,6.0,3.0,18.0,6.0,71.0,4.0,Winthrop,5,10.2,5.4,29.8,9.8,1.6,2.2,11.0,1.2,0.6,3.6,1.2,14.2
09/13/2014,@ Auburn,3-2,5.0,0,0,67.0,35.0,165.0,0.194,66.0,7.0,5.0,71.0,6.0,1.0,16.0,4.0,83.0,3.0,Auburn,5,13.4,7.0,33.0,13.2,1.4,1.0,14.2,1.2,0.2,3.2,0.8,16.6
09/13/2014,"Troy @ Auburn, Ala.",3-1,4.0,0,0,60.0,20.0,142.0,0.282,60.0,5.0,9.0,56.0,4.0,0.0,16.0,3.0,73.0,3.0,Troy,4,15.0,5.0,35.5,15.0,1.25,2.25,14.0,1.0,0.0,4.0,0.75,18.25
09/19/2014,@ Pittsburgh,1-3,4.0,0,0,42.0,22.0,142.0,0.141,40.0,2.0,6.0,59.0,7.0,3.0,6.0,5.0,50.0,3.0,Pittsburgh,4,10.5,5.5,35.5,10.0,0.5,1.5,14.75,1.75,0.75,1.5,1.25,12.5
09/20/2014,"Sacred Heart @ Pittsburgh, PA",3-0,3.0,0,0,36.0,10.0,106.0,0.245,34.0,2.0,4.0,53.0,4.0,4.0,22.0,1.0,53.0,0.0,Sacred Heart,3,12.0,3.3333333333333335,35.333333333333336,11.333333333333334,0.6666666666666666,1.3333333333333333,17.666666666666668,1.3333333333333333,1.3333333333333333,7.333333333333333,0.3333333333333333,17.666666666666668
09/20/2014,"Delaware @ Pittsburgh, PA",3-2,5.0,0,0,61.0,19.0,166.0,0.253,60.0,5.0,11.0,78.0,7.0,3.0,16.0,2.0,77.0,1.0,Delaware,5,12.2,3.8,33.2,12.0,1.0,2.2,15.6,1.4,0.6,3.2,0.4,15.4
09/26/2014,@ Tulsa,3-1,4.0,0,0,50.0,28.0,167.0,0.132,45.0,12.0,6.0,79.0,2.0,0.0,24.0,3.0,74.0,2.0,Tulsa,4,12.5,7.0,41.75,11.25,3.0,1.5,19.75,0.5,0.0,6.0,0.75,18.5
09/28/2014,@ SMU,0-3,3.0,0,0,36.0,16.0,102.0,0.196,35.0,0.0,5.0,39.0,4.0,4.0,16.0,2.0,48.0,2.0,SMU,3,12.0,5.333333333333333,34.0,11.666666666666666,0.0,1.6666666666666667,13.0,1.3333333333333333,1.3333333333333333,5.333333333333333,0.6666666666666666,16.0
10/03/2014,UConn,3-1,4.0,0,0,45.0,21.0,132.0,0.182,44.0,10.0,7.0,64.0,8.0,0.0,28.0,7.0,69.0,1.0,UConn,4,11.25,5.25,33.0,11.0,2.5,1.75,16.0,2.0,0.0,7.0,1.75,17.25
10/05/2014,Temple,0-3,3.0,0,0,34.0,19.0,104.0,0.144,30.0,3.0,2.0,48.0,4.0,0.0,8.0,6.0,41.0,2.0,Temple,3,11.333333333333334,6.333333333333333,34.666666666666664,10.0,1.0,0.6666666666666666,16.0,1.3333333333333333,0.0,2.6666666666666665,2.0,13.666666666666666
10/08/2014,UCF,1-3,4.0,0,0,46.0,16.0,139.0,0.216,43.0,6.0,7.0,42.0,4.0,0.0,16.0,1.0,60.0,2.0,UCF,4,11.5,4.0,34.75,10.75,1.5,1.75,10.5,1.0,0.0,4.0,0.25,15.0
10/10/2014,@ East Carolina,1-3,4.0,0,0,37.0,17.0,116.0,0.172,36.0,6.0,6.0,54.0,6.0,3.0,14.0,1.0,53.0,1.0,East Carolina,4,9.25,4.25,29.0,9.0,1.5,1.5,13.5,1.5,0.75,3.5,0.25,13.25
10/17/2014,@ Cincinnati,2-3,5.0,0,0,55.0,26.0,157.0,0.185,49.0,6.0,11.0,62.0,2.0,2.0,11.0,0.0,68.5,1.0,Cincinnati,5,11.0,5.2,31.4,9.8,1.2,2.2,12.4,0.4,0.4,2.2,0.0,13.7
10/19/2014,@ Memphis,0-3,3.0,0,0,25.0,25.0,112.0,0.0,23.0,3.0,2.0,52.0,7.0,1.0,6.0,1.0,32.0,3.0,Memphis,3,8.333333333333334,8.333333333333334,37.333333333333336,7.666666666666667,1.0,0.6666666666666666,17.333333333333332,2.333333333333333,0.3333333333333333,2.0,0.3333333333333333,10.666666666666666
10/24/2014,Tulane,3-0,3.0,0,0,48.0,12.0,99.0,0.364,42.0,8.0,7.0,43.0,4.0,1.0,6.0,2.0,60.0,1.0,Tulane,3,16.0,4.0,33.0,14.0,2.6666666666666665,2.3333333333333335,14.333333333333334,1.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,20.0
10/26/2014,Houston,1-3,4.0,0,0,57.0,25.0,170.0,0.188,55.0,3.0,10.0,75.0,5.0,0.0,26.0,1.0,73.0,3.0,Houston,4,14.25,6.25,42.5,13.75,0.75,2.5,18.75,1.25,0.0,6.5,0.25,18.25
10/29/2014,@ UCF,2-3,5.0,0,0,59.0,31.0,165.0,0.17,56.0,3.0,8.0,49.0,1.0,1.0,18.0,0.0,72.0,1.0,UCF,5,11.8,6.2,33.0,11.2,0.6,1.6,9.8,0.2,0.2,3.6,0.0,14.4
11/02/2014,East Carolina,3-1,4.0,0,0,55.0,26.0,160.0,0.181,51.0,9.0,8.0,74.0,4.0,3.0,10.0,2.0,72.0,4.0,East Carolina,4,13.75,6.5,40.0,12.75,2.25,2.0,18.5,1.0,0.75,2.5,0.5,18.0
11/07/2014,@ Temple,0-3,3.0,0,0,37.0,16.0,108.0,0.194,34.0,3.0,5.0,38.0,2.0,3.0,10.0,0.0,48.0,3.0,Temple,3,12.333333333333334,5.333333333333333,36.0,11.333333333333334,1.0,1.6666666666666667,12.666666666666666,0.6666666666666666,1.0,3.3333333333333335,0.0,16.0
11/09/2014,@ UConn,3-1,4.0,0,0,58.0,16.0,164.0,0.256,56.0,7.0,11.0,74.0,5.0,1.0,20.0,1.0,76.0,0.0,UConn,4,14.5,4.0,41.0,14.0,1.75,2.75,18.5,1.25,0.25,5.0,0.25,19.0
11/14/2014,SMU,1-3,4.0,0,0,46.0,30.0,168.0,0.095,46.0,7.0,6.0,84.0,4.0,3.0,10.0,4.0,61.0,3.0,SMU,4,11.5,7.5,42.0,11.5,1.75,1.5,21.0,1.0,0.75,2.5,1.0,15.25
11/16/2014,Tulsa,0-3,3.0,0,0,31.0,16.0,105.0,0.143,29.0,4.0,7.0,50.0,7.0,0.0,10.0,1.0,40.0,2.0,Tulsa,3,10.333333333333334,5.333333333333333,35.0,9.666666666666666,1.3333333333333333,2.3333333333333335,16.666666666666668,2.333333333333333,0.0,3.3333333333333335,0.3333333333333333,13.333333333333334
11/21/2014,@ Houston,3-1,4.0,0,0,57.0,22.0,148.0,0.236,55.0,7.0,8.0,63.0,5.0,1.0,22.0,3.0,76.0,3.0,Houston,4,14.25,5.5,37.0,13.75,1.75,2.0,15.75,1.25,0.25,5.5,0.75,19.0
11/23/2014,@ Tulane,3-2,5.0,0,0,56.0,31.0,166.0,0.151,55.0,9.0,6.0,66.0,5.0,0.0,16.0,6.0,73.0,1.0,Tulane,5,11.2,6.2,33.2,11.0,1.8,1.2,13.2,1.0,0.0,3.2,1.2,14.6
11/26/2014,Memphis,2-3,5.0,0,0,57.0,22.0,164.0,0.213,50.0,2.0,10.0,58.0,6.0,2.0,16.0,4.0,69.0,1.0,Memphis,5,11.4,4.4,32.8,10.0,0.4,2.0,11.6,1.2,0.4,3.2,0.8,13.8
11/28/2014,Cincinnati,3-2,5.0,0,0,64.0,24.0,164.0,0.244,62.0,7.0,8.0,67.0,3.0,3.0,16.0,0.0,82.0,1.0,Cincinnati,5,12.8,4.8,32.8,12.4,1.4,1.6,13.4,0.6,0.6,3.2,0.0,16.4
