date,opponent/venue,result,attend,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2018,Bowling Green,3-0,0,3.0,0,43.0,15.0,115.0,0.243,33.0,4.0,6.0,49.0,3.0,2.0,14.0,0.0,56.0,0.0,Bowling Green,3,14.333333333333334,5.0,38.333333333333336,11.0,1.3333333333333333,2.0,16.333333333333332,1.0,0.6666666666666666,4.666666666666667,0.0,18.666666666666668
08/24/2018,Wofford,3-0,0,3.0,0,39.0,11.0,100.0,0.28,37.0,7.0,10.0,47.0,2.0,1.0,12.0,2.0,53.0,0.0,Wofford,3,13.0,3.6666666666666665,33.333333333333336,12.333333333333334,2.3333333333333335,3.3333333333333335,15.666666666666666,0.6666666666666666,0.3333333333333333,4.0,0.6666666666666666,17.666666666666668
08/25/2018,Tulsa,3-0,0,3.0,0,49.0,8.0,95.0,0.432,47.0,11.0,5.0,54.0,3.0,1.0,8.0,5.0,65.0,1.0,Tulsa,3,16.333333333333332,2.6666666666666665,31.666666666666668,15.666666666666666,3.6666666666666665,1.6666666666666667,18.0,1.0,0.3333333333333333,2.6666666666666665,1.6666666666666667,21.666666666666668
09/01/2018,Oakland,3-1,0,4.0,0,54.0,19.0,124.0,0.282,50.0,6.0,7.0,50.0,4.0,1.0,18.0,2.0,70.0,3.0,Oakland,4,13.5,4.75,31.0,12.5,1.5,1.75,12.5,1.0,0.25,4.5,0.5,17.5
09/02/2018,Notre Dame,3-1,0,4.0,0,51.0,20.0,162.0,0.191,50.0,8.0,9.0,68.0,4.0,0.0,18.0,2.0,68.0,1.0,Notre Dame,4,12.75,5.0,40.5,12.5,2.0,2.25,17.0,1.0,0.0,4.5,0.5,17.0
09/07/2018,Lipscomb,3-0,0,3.0,0,37.0,10.0,82.0,0.329,34.0,5.0,4.0,38.0,0.0,0.0,8.0,0.0,46.0,0.0,Lipscomb,3,12.333333333333334,3.3333333333333335,27.333333333333332,11.333333333333334,1.6666666666666667,1.3333333333333333,12.666666666666666,0.0,0.0,2.6666666666666665,0.0,15.333333333333334
09/07/2018,Xavier,3-1,0,4.0,0,65.0,19.0,147.0,0.313,59.0,6.0,8.0,59.0,3.0,5.0,14.0,2.0,83.0,0.0,Xavier,4,16.25,4.75,36.75,14.75,1.5,2.0,14.75,0.75,1.25,3.5,0.5,20.75
09/08/2018,Louisville,3-2,0,5.0,0,50.0,25.0,165.0,0.152,47.0,5.0,11.0,61.0,8.0,6.0,18.0,2.0,70.0,1.0,Louisville,5,10.0,5.0,33.0,9.4,1.0,2.2,12.2,1.6,1.2,3.6,0.4,14.0
09/14/2018,@ Alabama,3-0,0,3.0,0,47.0,12.0,107.0,0.327,44.0,7.0,7.0,50.0,5.0,1.0,8.0,4.0,59.0,0.0,Alabama,3,15.666666666666666,4.0,35.666666666666664,14.666666666666666,2.3333333333333335,2.3333333333333335,16.666666666666668,1.6666666666666667,0.3333333333333333,2.6666666666666665,1.3333333333333333,19.666666666666668
09/14/2018,"Southern Miss. @ Tuscaloosa, AL",3-2,0,5.0,0,74.0,30.0,199.0,0.221,70.0,7.0,12.0,85.0,4.0,2.0,24.0,6.0,95.0,0.0,Southern Miss.,5,14.8,6.0,39.8,14.0,1.4,2.4,17.0,0.8,0.4,4.8,1.2,19.0
09/15/2018,"South Alabama @ Tuscaloosa, AL",3-2,0,5.0,0,52.0,16.0,136.0,0.265,48.0,12.0,7.0,64.0,7.0,8.0,16.0,5.0,80.0,1.0,South Alabama,5,10.4,3.2,27.2,9.6,2.4,1.4,12.8,1.4,1.6,3.2,1.0,16.0
09/21/2018,Illinois,1-3,0,4.0,0,51.0,20.0,140.0,0.221,46.0,3.0,4.0,67.0,12.0,2.0,20.0,6.0,66.0,0.0,Illinois,4,12.75,5.0,35.0,11.5,0.75,1.0,16.75,3.0,0.5,5.0,1.5,16.5
09/22/2018,Northwestern,3-1,0,4.0,0,57.0,16.0,146.0,0.281,53.0,7.0,7.0,55.0,3.0,2.0,18.0,7.0,75.0,0.0,Northwestern,4,14.25,4.0,36.5,13.25,1.75,1.75,13.75,0.75,0.5,4.5,1.75,18.75
09/26/2018,@ Maryland,3-1,0,4.0,0,50.0,21.0,142.0,0.204,49.0,5.0,12.0,57.0,2.0,5.0,14.0,2.0,67.0,1.0,Maryland,4,12.5,5.25,35.5,12.25,1.25,3.0,14.25,0.5,1.25,3.5,0.5,16.75
09/29/2018,Wisconsin,0-3,0,3.0,0,37.0,17.0,103.0,0.194,36.0,5.0,8.0,35.0,6.0,3.0,12.0,2.0,51.0,0.0,Wisconsin,3,12.333333333333334,5.666666666666667,34.333333333333336,12.0,1.6666666666666667,2.6666666666666665,11.666666666666666,2.0,1.0,4.0,0.6666666666666666,17.0
10/05/2018,@ Michigan,0-3,0,3.0,0,29.0,19.0,94.0,0.106,27.0,2.0,6.0,31.0,6.0,0.0,4.0,6.0,33.0,0.0,Michigan,3,9.666666666666666,6.333333333333333,31.333333333333332,9.0,0.6666666666666666,2.0,10.333333333333334,2.0,0.0,1.3333333333333333,2.0,11.0
10/06/2018,@ Michigan St.,3-1,0,4.0,0,49.0,22.0,136.0,0.199,46.0,2.0,6.0,60.0,3.0,3.0,12.0,3.0,60.0,0.0,Michigan St.,4,12.25,5.5,34.0,11.5,0.5,1.5,15.0,0.75,0.75,3.0,0.75,15.0
10/10/2018,Penn St.,1-3,0,4.0,0,58.0,24.0,167.0,0.204,54.0,4.0,7.0,73.0,5.0,5.0,2.0,2.0,68.0,1.0,Penn St.,4,14.5,6.0,41.75,13.5,1.0,1.75,18.25,1.25,1.25,0.5,0.5,17.0
10/13/2018,@ Iowa,3-2,0,5.0,0,74.0,25.0,193.0,0.254,70.0,3.0,13.0,82.0,4.0,1.0,16.0,1.0,86.0,1.0,Iowa,5,14.8,5.0,38.6,14.0,0.6,2.6,16.4,0.8,0.2,3.2,0.2,17.2
10/19/2018,Maryland,3-1,0,4.0,0,58.0,13.0,146.0,0.308,57.0,7.0,7.0,63.0,4.0,0.0,16.0,4.0,73.0,2.0,Maryland,4,14.5,3.25,36.5,14.25,1.75,1.75,15.75,1.0,0.0,4.0,1.0,18.25
10/21/2018,Ohio St.,3-0,0,3.0,0,41.0,9.0,83.0,0.386,38.0,5.0,5.0,40.0,5.0,3.0,22.0,2.0,60.0,1.0,Ohio St.,3,13.666666666666666,3.0,27.666666666666668,12.666666666666666,1.6666666666666667,1.6666666666666667,13.333333333333334,1.6666666666666667,1.0,7.333333333333333,0.6666666666666666,20.0
10/26/2018,@ Rutgers,3-1,0,4.0,0,48.0,17.0,113.0,0.274,46.0,13.0,11.0,38.0,7.0,4.0,26.0,1.0,78.0,2.0,Rutgers,4,12.0,4.25,28.25,11.5,3.25,2.75,9.5,1.75,1.0,6.5,0.25,19.5
