date,opponent/venue,result,attend,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/24/2018,"Little Rock @ Jacksonville, Ala.",0-3,0,3.0,0,17.0,21.0,85.0,-0.047,16.0,4.0,2.0,23.0,8.0,0.0,2.0,5.0,22.0,2.0,Little Rock,3,5.666666666666667,7.0,28.33333333333333,5.333333333333333,1.3333333333333333,0.6666666666666666,7.666666666666667,2.6666666666666665,0.0,0.6666666666666666,1.6666666666666667,7.333333333333333,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/24/2018,@ Jacksonville St.,0-3,0,3.0,0,35.0,13.0,90.0,0.244,34.0,8.0,5.0,34.0,8.0,2.0,16.0,0.0,53.0,1.0,Jacksonville St.,3,11.666666666666666,4.333333333333333,30.0,11.333333333333334,2.6666666666666665,1.6666666666666667,11.333333333333334,2.6666666666666665,0.6666666666666666,5.333333333333333,0.0,17.666666666666668,,2.8333333333333335,,3.5,,14.166666666666664,,-0.0235,,2.6666666666666665,,0.6666666666666666,,0.3333333333333333,,3.8333333333333335,,0.0,,0.3333333333333333,,0.8333333333333334,,3.6666666666666665
08/25/2018,"Mercer @ Jacksonville, Ala.",2-3,0,5.0,0,53.0,34.0,170.0,0.112,50.0,6.0,12.0,70.0,10.0,6.0,2.0,8.0,66.0,2.0,Mercer,5,10.6,6.8,34.0,10.0,1.2,2.4,14.0,2.0,1.2,0.4,1.6,13.2,,5.777777777777778,,3.7777777777777772,,19.444444444444443,,0.06566666666666666,,5.555555555555556,,1.3333333333333333,,0.7777777777777778,,6.333333333333333,,0.2222222222222222,,2.0,,0.5555555555555556,,8.333333333333334
08/31/2018,"Tennessee St. @ Chattanooga, Tenn.",3-2,0,5.0,0,50.0,31.0,179.0,0.106,48.0,3.0,11.0,95.0,7.0,2.0,4.0,4.0,57.0,4.0,Tennessee St.,5,10.0,6.2,35.8,9.6,0.6,2.2,19.0,1.4,0.4,0.8,0.8,11.4,9.311111111111112,6.9833333333333325,6.044444444444444,4.533333333333333,30.777777777777775,23.083333333333332,0.103,0.07725,8.888888888888888,6.666666666666667,1.7333333333333332,1.3,1.5777777777777775,1.1833333333333333,11.0,8.25,0.6222222222222222,0.4666666666666667,2.1333333333333333,1.6,1.0888888888888888,0.8166666666666667,12.733333333333334,9.55
09/01/2018,@ Chattanooga,2-3,0,5.0,0,37.0,22.0,159.0,0.094,36.0,9.0,7.0,72.0,7.0,2.0,16.0,6.0,56.0,1.0,Chattanooga,5,7.4,4.4,31.8,7.2,1.8,1.4,14.4,1.4,0.4,3.2,1.2,11.2,10.755555555555555,7.586666666666666,5.777777777777778,4.866666666666666,33.266666666666666,25.626666666666665,0.154,0.08299999999999999,10.311111111111112,7.253333333333333,1.488888888888889,1.16,2.0888888888888886,1.3866666666666667,14.777777777777777,10.4,0.7555555555555555,0.4533333333333333,2.1777777777777776,1.44,0.8000000000000002,0.8133333333333332,14.088888888888889,9.92
09/01/2018,"UNC Asheville @ Chattanooga, Tenn.",3-0,0,3.0,0,46.0,13.0,118.0,0.28,43.0,5.0,5.0,59.0,4.0,0.0,10.0,4.0,56.0,0.0,UNC Asheville,3,15.333333333333334,4.333333333333333,39.333333333333336,14.333333333333334,1.6666666666666667,1.6666666666666667,19.666666666666668,1.3333333333333333,0.0,3.333333333333333,1.3333333333333333,18.666666666666668,9.333333333333334,7.5555555555555545,5.800000000000001,4.788888888888889,33.86666666666667,26.655555555555555,0.104,0.08483333333333333,8.933333333333332,7.2444444444444445,1.2,1.2666666666666666,2.0,1.388888888888889,15.800000000000002,11.066666666666668,0.6666666666666666,0.4444444444444444,1.4666666666666668,1.7333333333333334,1.2,0.8777777777777778,11.933333333333332,10.133333333333333
09/07/2018,"Tennessee Tech @ Memphis, Tenn.",1-3,0,4.0,0,33.0,19.0,122.0,0.115,33.0,2.0,5.0,53.0,12.0,0.0,14.0,1.0,42.0,0.0,Tennessee Tech,4,8.25,4.75,30.5,8.25,0.5,1.25,13.25,3.0,0.0,3.5,0.25,10.5,10.911111111111111,8.666666666666666,4.977777777777778,4.723809523809524,35.644444444444446,28.46666666666667,0.16,0.11271428571428573,10.377777777777778,8.257142857142858,1.3555555555555554,1.3238095238095238,1.7555555555555555,1.4285714285714286,17.68888888888889,12.295238095238096,0.2666666666666666,0.38095238095238093,2.444444444444444,1.961904761904762,1.111111111111111,0.9428571428571428,13.755555555555555,11.352380952380953
09/07/2018,@ ULM,0-3,0,3.0,0,34.0,26.0,135.0,0.059,31.0,3.0,4.0,68.0,6.0,1.0,6.0,3.0,41.0,3.0,ULM,3,11.333333333333334,8.666666666666666,45.0,10.333333333333334,1.0,1.3333333333333333,22.666666666666668,2.0,0.3333333333333333,2.0,1.0,13.666666666666666,10.327777777777778,8.614583333333332,4.4944444444444445,4.727083333333334,33.87777777777778,28.720833333333335,0.163,0.113,9.927777777777777,8.256250000000001,1.3222222222222222,1.2208333333333332,1.4388888888888889,1.40625,15.77222222222222,12.414583333333335,0.13333333333333328,0.3333333333333333,3.3444444444444446,2.154166666666667,0.9277777777777777,0.85625,13.455555555555557,11.245833333333334
09/08/2018,@ Memphis,0-3,0,3.0,0,22.0,15.0,84.0,0.083,22.0,2.0,5.0,38.0,14.0,0.0,6.0,2.0,27.0,2.0,Memphis,3,7.333333333333333,5.0,28.0,7.333333333333333,0.6666666666666666,1.6666666666666667,12.666666666666666,4.666666666666667,0.0,2.0,0.6666666666666666,9.0,11.638888888888891,8.916666666666664,5.916666666666667,5.1648148148148145,38.27777777777778,30.52962962962963,0.15133333333333335,0.10700000000000001,10.972222222222221,8.487037037037037,1.0555555555555554,1.1962962962962962,1.4166666666666667,1.3981481481481481,18.527777777777775,13.553703703703706,0.11111111111111104,0.3333333333333333,2.944444444444444,2.1370370370370373,0.861111111111111,0.8722222222222222,14.277777777777779,11.514814814814816
09/18/2018,@ Lipscomb,0-3,0,3.0,0,26.0,11.0,93.0,0.161,26.0,0.0,3.0,44.0,6.0,0.0,8.0,1.0,30.0,1.0,Lipscomb,3,8.666666666666666,3.6666666666666665,31.0,8.666666666666666,0.0,1.0,14.666666666666666,2.0,0.0,2.6666666666666665,0.3333333333333333,10.0,8.972222222222223,8.758333333333331,6.138888888888888,5.148333333333333,34.5,30.276666666666664,0.08566666666666667,0.1046,8.63888888888889,8.371666666666666,0.722222222222222,1.143333333333333,1.4166666666666663,1.425,16.194444444444446,13.465,0.11111111111111104,0.3,2.5,2.1233333333333335,0.6388888888888888,0.8516666666666666,11.055555555555557,11.263333333333334
