date,opponent/venue,result,attend,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2018,"Campbell @ San Diego, Calif.",3-0,0,3.0,0,31.0,19.0,81.0,0.148,30.0,13.0,8.0,30.0,5.0,1.0,12.0,0.0,51.0,0.0,Campbell,3,10.333333333333334,6.333333333333333,27.0,10.0,4.333333333333333,2.6666666666666665,10.0,1.6666666666666667,0.3333333333333333,4.0,0.0,17.0
08/25/2018,@ San Diego St.,2-3,0,5.0,0,61.0,34.0,169.0,0.16,56.0,4.0,8.0,54.0,5.0,0.0,18.0,2.0,74.0,0.0,San Diego St.,5,12.2,6.8,33.8,11.2,0.8,1.6,10.8,1.0,0.0,3.6,0.4,14.8
08/28/2018,@ Long Beach St.,1-3,0,4.0,0,46.0,22.0,115.0,0.209,44.0,2.0,7.0,37.0,5.0,3.0,8.0,2.0,55.0,2.0,Long Beach St.,4,11.5,5.5,28.75,11.0,0.5,1.75,9.25,1.25,0.75,2.0,0.5,13.75
08/30/2018,@ South Dakota St.,3-0,0,3.0,0,43.0,14.0,102.0,0.284,43.0,4.0,6.0,49.0,3.0,2.0,18.0,1.0,58.0,0.0,South Dakota St.,3,14.333333333333334,4.666666666666667,34.0,14.333333333333334,1.3333333333333333,2.0,16.333333333333332,1.0,0.6666666666666666,6.0,0.3333333333333333,19.333333333333332
08/31/2018,"Green Bay @ Brookings, SD",0-3,0,3.0,0,37.0,15.0,103.0,0.214,36.0,5.0,2.0,38.0,6.0,0.0,7.0,2.0,45.5,1.0,Green Bay,3,12.333333333333334,5.0,34.333333333333336,12.0,1.6666666666666667,0.6666666666666666,12.666666666666666,2.0,0.0,2.3333333333333335,0.6666666666666666,15.166666666666666
09/01/2018,"Weber St. @ Brookings, S.D.",3-0,0,3.0,0,45.0,16.0,92.0,0.315,42.0,9.0,6.0,42.0,3.0,1.0,6.0,1.0,58.0,0.0,Weber St.,3,15.0,5.333333333333333,30.666666666666668,14.0,3.0,2.0,14.0,1.0,0.3333333333333333,2.0,0.3333333333333333,19.333333333333332
09/07/2018,"UC Riverside @ Sacramento, Calif.",3-2,0,5.0,0,57.0,22.0,165.0,0.212,56.0,6.0,8.0,71.0,4.0,1.0,22.0,3.0,75.0,1.0,UC Riverside,5,11.4,4.4,33.0,11.2,1.2,1.6,14.2,0.8,0.2,4.4,0.6,15.0
09/08/2018,"Nevada @ Sacramento, Calif.",0-3,0,3.0,0,33.0,19.0,112.0,0.125,31.0,5.0,5.0,44.0,6.0,0.0,8.0,1.0,42.0,0.0,Nevada,3,11.0,6.333333333333333,37.333333333333336,10.333333333333334,1.6666666666666667,1.6666666666666667,14.666666666666666,2.0,0.0,2.6666666666666665,0.3333333333333333,14.0
09/08/2018,@ Sacramento St.,3-2,0,5.0,0,64.0,24.0,181.0,0.221,61.0,5.0,9.0,69.0,7.0,2.0,10.0,4.0,76.0,2.0,Sacramento St.,5,12.8,4.8,36.2,12.2,1.0,1.8,13.8,1.4,0.4,2.0,0.8,15.2
09/14/2018,Idaho St.,3-2,0,5.0,0,62.0,27.0,170.0,0.206,57.0,7.0,7.0,68.0,6.0,2.0,28.0,0.0,85.0,0.0,Idaho St.,5,12.4,5.4,34.0,11.4,1.4,1.4,13.6,1.2,0.4,5.6,0.0,17.0
09/14/2018,Tennessee Tech,3-0,0,3.0,0,40.0,10.0,87.0,0.345,38.0,11.0,5.0,40.0,3.0,0.0,4.0,1.0,53.0,1.0,Tennessee Tech,3,13.333333333333334,3.3333333333333335,29.0,12.666666666666666,3.6666666666666665,1.6666666666666667,13.333333333333334,1.0,0.0,1.3333333333333333,0.3333333333333333,17.666666666666668
09/15/2018,Montana St.,1-3,0,4.0,0,49.0,22.0,142.0,0.19,44.0,6.0,6.0,55.0,12.0,1.0,9.0,2.0,60.5,2.0,Montana St.,4,12.25,5.5,35.5,11.0,1.5,1.5,13.75,3.0,0.25,2.25,0.5,15.125
09/18/2018,@ Oregon St.,0-3,0,3.0,0,29.0,23.0,106.0,0.057,28.0,0.0,4.0,52.0,8.0,3.0,6.0,2.0,35.0,0.0,Oregon St.,3,9.666666666666666,7.666666666666667,35.333333333333336,9.333333333333334,0.0,1.3333333333333333,17.333333333333332,2.6666666666666665,1.0,2.0,0.6666666666666666,11.666666666666666
09/22/2018,Chicago St.,3-0,0,3.0,0,49.0,17.0,124.0,0.258,46.0,2.0,9.0,64.0,2.0,1.0,16.0,1.0,60.0,0.0,Chicago St.,3,16.333333333333332,5.666666666666667,41.333333333333336,15.333333333333334,0.6666666666666666,3.0,21.333333333333332,0.6666666666666666,0.3333333333333333,5.333333333333333,0.3333333333333333,20.0
09/27/2018,@ New Mexico St.,1-3,0,4.0,0,38.0,36.0,184.0,0.011,37.0,7.0,7.0,80.0,11.0,4.0,14.0,1.0,56.0,0.0,New Mexico St.,4,9.5,9.0,46.0,9.25,1.75,1.75,20.0,2.75,1.0,3.5,0.25,14.0
09/29/2018,@ UTRGV,0-3,0,3.0,0,34.0,9.0,106.0,0.236,32.0,2.0,9.0,51.0,12.0,0.0,10.0,3.0,41.0,0.0,UTRGV,3,11.333333333333334,3.0,35.333333333333336,10.666666666666666,0.6666666666666666,3.0,17.0,4.0,0.0,3.3333333333333335,1.0,13.666666666666666
10/04/2018,Utah Valley,2-3,0,5.0,0,57.0,35.0,171.0,0.129,54.0,6.0,8.0,80.0,9.0,1.0,24.0,1.0,76.0,1.0,Utah Valley,5,11.4,7.0,34.2,10.8,1.2,1.6,16.0,1.8,0.2,4.8,0.2,15.2
10/08/2018,@ CSU Bakersfield,2-3,0,5.0,0,63.0,21.0,159.0,0.264,60.0,9.0,10.0,64.0,3.0,0.0,30.0,4.0,87.0,0.0,CSU Bakersfield,5,12.6,4.2,31.8,12.0,1.8,2.0,12.8,0.6,0.0,6.0,0.8,17.4
10/11/2018,California Baptist,1-3,0,4.0,0,47.0,26.0,158.0,0.133,46.0,3.0,5.0,84.0,8.0,2.0,16.0,1.0,60.0,1.0,California Baptist,4,11.75,6.5,39.5,11.5,0.75,1.25,21.0,2.0,0.5,4.0,0.25,15.0
10/13/2018,Kansas City,0-3,0,3.0,0,26.0,22.0,97.0,0.041,25.0,1.0,2.0,33.0,6.0,1.0,8.0,1.0,32.0,0.0,Kansas City,3,8.666666666666666,7.333333333333333,32.333333333333336,8.333333333333334,0.3333333333333333,0.6666666666666666,11.0,2.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,10.666666666666666
10/20/2018,@ California Baptist,1-3,0,4.0,0,52.0,24.0,162.0,0.173,47.0,6.0,7.0,63.0,5.0,1.0,14.0,2.0,66.0,0.0,California Baptist,4,13.0,6.0,40.5,11.75,1.5,1.75,15.75,1.25,0.25,3.5,0.5,16.5
10/25/2018,@ Utah Valley,1-3,0,4.0,0,60.0,29.0,183.0,0.169,58.0,9.0,14.0,69.0,3.0,2.0,22.0,1.0,82.0,0.0,Utah Valley,4,15.0,7.25,45.75,14.5,2.25,3.5,17.25,0.75,0.5,5.5,0.25,20.5
10/27/2018,@ Grand Canyon,3-1,0,4.0,0,54.0,17.0,138.0,0.268,48.0,6.0,9.0,59.0,3.0,1.0,16.0,2.0,69.0,1.0,Grand Canyon,4,13.5,4.25,34.5,12.0,1.5,2.25,14.75,0.75,0.25,4.0,0.5,17.25
11/01/2018,New Mexico St.,0-3,0,3.0,0,37.0,12.0,104.0,0.24,36.0,3.0,7.0,39.0,9.0,2.0,10.0,2.0,47.0,0.0,New Mexico St.,3,12.333333333333334,4.0,34.666666666666664,12.0,1.0,2.3333333333333335,13.0,3.0,0.6666666666666666,3.3333333333333335,0.6666666666666666,15.666666666666666
11/03/2018,UTRGV,0-3,0,3.0,0,34.0,20.0,104.0,0.135,33.0,4.0,1.0,38.0,8.0,3.0,10.0,2.0,46.0,1.0,UTRGV,3,11.333333333333334,6.666666666666667,34.666666666666664,11.0,1.3333333333333333,0.3333333333333333,12.666666666666666,2.6666666666666665,1.0,3.3333333333333335,0.6666666666666666,15.333333333333334
11/08/2018,@ Chicago St.,0-3,0,3.0,0,42.0,22.0,132.0,0.152,37.0,2.0,6.0,55.0,10.0,2.0,8.0,1.0,50.0,1.0,Chicago St.,3,14.0,7.333333333333333,44.0,12.333333333333334,0.6666666666666666,2.0,18.333333333333332,3.333333333333333,0.6666666666666666,2.6666666666666665,0.3333333333333333,16.666666666666668
11/10/2018,@ Kansas City,0-3,0,3.0,0,34.0,23.0,119.0,0.092,30.0,3.0,5.0,55.0,4.0,3.0,8.0,0.0,44.0,0.0,Kansas City,3,11.333333333333334,7.666666666666667,39.666666666666664,10.0,1.0,1.6666666666666667,18.333333333333332,1.3333333333333333,1.0,2.6666666666666665,0.0,14.666666666666666
