date,opponent/venue,result,attend,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2018,Rhode Island,3-1,0,4.0,0,53.0,21.0,147.0,0.218,52.0,8.0,9.0,65.0,4.0,0.0,8.0,1.0,65.0,0.0,Rhode Island,4,13.25,5.25,36.75,13.0,2.0,2.25,16.25,1.0,0.0,2.0,0.25,16.25
08/25/2018,LMU (CA),1-3,0,4.0,0,43.0,13.0,107.0,0.28,41.0,6.0,13.0,46.0,8.0,1.0,4.0,1.0,52.0,1.0,LMU ,4,10.75,3.25,26.75,10.25,1.5,3.25,11.5,2.0,0.25,1.0,0.25,13.0
08/25/2018,Hofstra,2-3,0,5.0,0,50.0,21.0,163.0,0.178,46.0,2.0,3.0,72.0,10.0,4.0,18.0,1.0,65.0,1.0,Hofstra,5,10.0,4.2,32.6,9.2,0.4,0.6,14.4,2.0,0.8,3.6,0.2,13.0
08/31/2018,@ Penn St.,0-3,0,3.0,0,32.0,18.0,98.0,0.143,31.0,5.0,11.0,40.0,8.0,0.0,14.0,0.0,44.0,0.0,Penn St.,3,10.666666666666666,6.0,32.666666666666664,10.333333333333334,1.6666666666666667,3.6666666666666665,13.333333333333334,2.6666666666666665,0.0,4.666666666666667,0.0,14.666666666666666
09/01/2018,"Indiana @ University Park, Pa.",2-3,0,5.0,0,59.0,32.0,194.0,0.139,55.0,5.0,4.0,88.0,5.0,2.0,28.0,1.0,80.0,0.0,Indiana,5,11.8,6.4,38.8,11.0,1.0,0.8,17.6,1.0,0.4,5.6,0.2,16.0
09/01/2018,"Texas A&M @ University Park, Pa.",0-3,0,3.0,0,29.0,15.0,95.0,0.147,25.0,2.0,3.0,28.0,7.0,0.0,6.0,4.0,34.0,0.0,Texas A&M,3,9.666666666666666,5.0,31.666666666666668,8.333333333333334,0.6666666666666666,1.0,9.333333333333334,2.333333333333333,0.0,2.0,1.3333333333333333,11.333333333333334
09/07/2018,"High Point @ Villanova, Pa.",0-3,0,3.0,0,34.0,12.0,87.0,0.253,34.0,3.0,9.0,40.0,7.0,2.0,16.0,1.0,47.0,2.0,High Point,3,11.333333333333334,4.0,29.0,11.333333333333334,1.0,3.0,13.333333333333334,2.333333333333333,0.6666666666666666,5.333333333333333,0.3333333333333333,15.666666666666666
09/08/2018,"Utah @ Villanova, PA",2-3,0,5.0,0,66.0,21.0,184.0,0.245,59.0,3.0,7.0,83.0,11.0,5.0,14.0,2.0,81.0,2.0,Utah,5,13.2,4.2,36.8,11.8,0.6,1.4,16.6,2.2,1.0,2.8,0.4,16.2
09/09/2018,Villanova,1-3,0,4.0,0,54.0,32.0,161.0,0.137,53.0,6.0,7.0,71.0,2.0,0.0,6.0,3.0,63.0,1.0,Villanova,4,13.5,8.0,40.25,13.25,1.5,1.75,17.75,0.5,0.0,1.5,0.75,15.75
09/14/2018,Maryland,0-3,0,3.0,0,31.0,21.0,107.0,0.093,31.0,4.0,2.0,40.0,4.0,1.0,2.0,5.0,37.0,0.0,Maryland,3,10.333333333333334,7.0,35.666666666666664,10.333333333333334,1.3333333333333333,0.6666666666666666,13.333333333333334,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,12.333333333333334
