date,opponent/venue,result,attend,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2018,"Tennessee St. @ Miami, Fla.",1-3,0,4.0,0,47.0,23.0,162.0,0.148,45.0,8.0,7.0,83.0,8.0,1.0,10.0,6.0,61.0,6.0,Tennessee St.,4,11.75,5.75,40.5,11.25,2.0,1.75,20.75,2.0,0.25,2.5,1.5,15.25
08/24/2018,@ FIU,1-3,0,4.0,0,42.0,29.0,146.0,0.089,39.0,2.0,7.0,57.0,3.0,4.0,12.0,2.0,54.0,2.0,FIU,4,10.5,7.25,36.5,9.75,0.5,1.75,14.25,0.75,1.0,3.0,0.5,13.5
08/25/2018,"Stetson @ Miami, Fla.",0-3,0,3.0,0,35.0,16.0,104.0,0.183,30.0,1.0,6.0,46.0,8.0,1.0,6.0,3.0,40.0,2.0,Stetson,3,11.666666666666666,5.333333333333333,34.666666666666664,10.0,0.3333333333333333,2.0,15.333333333333334,2.6666666666666665,0.3333333333333333,2.0,1.0,13.333333333333334
08/31/2018,"UAB @ Martin, Tenn.",0-3,0,3.0,0,32.0,18.0,122.0,0.115,30.0,5.0,1.0,53.0,5.0,3.0,6.0,7.0,43.0,1.0,UAB,3,10.666666666666666,6.0,40.666666666666664,10.0,1.6666666666666667,0.3333333333333333,17.666666666666668,1.6666666666666667,1.0,2.0,2.3333333333333335,14.333333333333334
08/31/2018,"Memphis @ Martin, Tenn.",1-3,0,4.0,0,39.0,23.0,138.0,0.116,38.0,3.0,6.0,66.0,7.0,1.0,20.0,8.0,53.0,6.0,Memphis,4,9.75,5.75,34.5,9.5,0.75,1.5,16.5,1.75,0.25,5.0,2.0,13.25
09/01/2018,"Central Ark. @ Martin, Tenn.",2-3,0,5.0,0,43.0,27.0,185.0,0.086,40.0,3.0,6.0,83.0,6.0,4.0,28.0,8.0,64.0,3.0,Central Ark.,5,8.6,5.4,37.0,8.0,0.6,1.2,16.6,1.2,0.8,5.6,1.6,12.8
09/02/2018,@ UT Martin,2-3,0,5.0,0,51.0,28.0,164.0,0.14,46.0,2.0,7.0,71.0,6.0,2.0,14.0,4.0,62.0,1.0,UT Martin,5,10.2,5.6,32.8,9.2,0.4,1.4,14.2,1.2,0.4,2.8,0.8,12.4
09/04/2018,@ Mercer,0-3,0,3.0,0,34.0,13.0,113.0,0.186,32.0,1.0,1.0,50.0,5.0,0.0,12.0,2.0,41.0,0.0,Mercer,3,11.333333333333334,4.333333333333333,37.666666666666664,10.666666666666666,0.3333333333333333,0.3333333333333333,16.666666666666668,1.6666666666666667,0.0,4.0,0.6666666666666666,13.666666666666666
09/07/2018,Southern Miss.,0-3,0,3.0,0,27.0,21.0,92.0,0.065,27.0,2.0,5.0,23.0,6.0,2.0,0.0,2.0,31.0,0.0,Southern Miss.,3,9.0,7.0,30.666666666666668,9.0,0.6666666666666666,1.6666666666666667,7.666666666666667,2.0,0.6666666666666666,0.0,0.6666666666666666,10.333333333333334
09/08/2018,Florida St.,0-3,0,3.0,0,31.0,15.0,91.0,0.176,30.0,4.0,4.0,37.0,6.0,0.0,2.0,0.0,36.0,1.0,Florida St.,3,10.333333333333334,5.0,30.333333333333332,10.0,1.3333333333333333,1.3333333333333333,12.333333333333334,2.0,0.0,0.6666666666666666,0.0,12.0
09/08/2018,VCU,1-3,0,4.0,0,48.0,31.0,142.0,0.12,43.0,3.0,8.0,62.0,6.0,2.0,8.0,0.0,57.0,1.0,VCU,4,12.0,7.75,35.5,10.75,0.75,2.0,15.5,1.5,0.5,2.0,0.0,14.25
09/14/2018,"Kennesaw St. @ Troy, Ala.",0-3,0,3.0,0,25.0,18.0,120.0,0.058,21.0,2.0,2.0,44.0,4.0,0.0,12.0,0.0,33.0,1.0,Kennesaw St.,3,8.333333333333334,6.0,40.0,7.0,0.6666666666666666,0.6666666666666666,14.666666666666666,1.3333333333333333,0.0,4.0,0.0,11.0
09/14/2018,"Jacksonville St. @ Troy, Ala.",1-3,0,4.0,0,39.0,22.0,123.0,0.138,36.0,5.0,5.0,43.0,5.0,0.0,14.0,1.0,51.0,1.0,Jacksonville St.,4,9.75,5.5,30.75,9.0,1.25,1.25,10.75,1.25,0.0,3.5,0.25,12.75
