date,opponent/venue,result,attend,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/24/2018,"UNI @ Los Angeles, Calif.",0-3,0,3.0,0,44.0,16.0,111.0,0.252,38.0,0.0,6.0,37.0,5.0,2.0,10.0,3.0,51.0,1.0,UNI,3,14.666666666666666,5.333333333333333,37.0,12.666666666666666,0.0,2.0,12.333333333333334,1.6666666666666667,0.6666666666666666,3.333333333333333,1.0,17.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/24/2018,"Kentucky @ Los Angeles, Calif.",3-2,0,5.0,0,66.0,33.0,173.0,0.191,61.0,5.0,23.0,73.0,4.0,4.0,14.0,1.0,82.0,0.0,Kentucky,5,13.2,6.6,34.6,12.2,1.0,4.6,14.6,0.8,0.8,2.8,0.2,16.4,,7.333333333333333,,2.6666666666666665,,18.5,,0.126,,6.333333333333333,,0.0,,1.0,,6.166666666666667,,0.3333333333333333,,1.6666666666666665,,0.5,,8.5
08/25/2018,@ Southern California,2-3,0,5.0,0,67.0,30.0,201.0,0.184,63.0,8.0,8.0,83.0,6.0,5.0,12.0,2.0,86.0,2.0,Southern California,5,13.4,6.0,40.2,12.6,1.6,1.6,16.6,1.2,1.0,2.4,0.4,17.2,,9.28888888888889,,3.977777777777778,,23.866666666666664,,0.14766666666666667,,8.28888888888889,,0.3333333333333333,,2.1999999999999997,,8.977777777777778,,0.48888888888888893,,2.0444444444444443,,0.39999999999999997,,11.133333333333333
08/31/2018,"NC State @ Dallas, Texas",3-0,0,3.0,0,41.0,9.0,95.0,0.337,41.0,4.0,3.0,42.0,1.0,1.0,14.0,1.0,53.0,1.0,NC State,3,13.666666666666666,3.0,31.666666666666668,13.666666666666666,1.3333333333333333,1.0,14.0,0.3333333333333333,0.3333333333333333,4.666666666666667,0.3333333333333333,17.666666666666668,13.755555555555555,10.316666666666666,5.977777777777778,4.483333333333333,37.26666666666667,27.95,0.209,0.15675,12.488888888888889,9.366666666666667,0.8666666666666667,0.65,2.733333333333333,2.05,14.511111111111111,10.883333333333333,0.8222222222222223,0.6166666666666667,2.8444444444444446,2.1333333333333333,0.5333333333333333,0.4,16.866666666666664,12.649999999999999
08/31/2018,"Arkansas St. @ Dallas, Texas",3-0,0,3.0,0,44.0,16.0,104.0,0.269,42.0,1.0,5.0,59.0,1.0,0.0,19.0,0.0,54.5,2.0,Arkansas St.,3,14.666666666666666,5.333333333333333,34.666666666666664,14.0,0.3333333333333333,1.6666666666666667,19.666666666666668,0.3333333333333333,0.0,6.333333333333333,0.0,18.166666666666668,13.422222222222222,10.986666666666666,5.2,4.1866666666666665,35.48888888888889,28.693333333333335,0.2373333333333333,0.1928,12.822222222222223,10.226666666666667,1.3111111111111111,0.7866666666666667,2.4,1.8399999999999999,15.066666666666668,11.506666666666666,0.7111111111111111,0.56,3.288888888888889,2.6399999999999997,0.3111111111111111,0.38666666666666666,17.08888888888889,13.653333333333332
09/01/2018,@ SMU,3-0,0,3.0,0,46.0,20.0,122.0,0.213,43.0,4.0,4.0,59.0,3.0,1.0,12.0,2.0,57.0,1.0,SMU,3,15.333333333333334,6.666666666666667,40.66666666666666,14.333333333333334,1.3333333333333333,1.3333333333333333,19.666666666666668,1.0,0.3333333333333333,4.0,0.6666666666666666,19.0,13.911111111111111,11.6,4.777777777777778,4.377777777777777,35.51111111111111,29.688888888888886,0.26333333333333336,0.20550000000000002,13.422222222222222,10.855555555555554,1.0888888888888888,0.7111111111111111,1.4222222222222223,1.811111111111111,16.755555555555556,12.866666666666667,0.4444444444444444,0.46666666666666673,4.466666666666666,3.255555555555555,0.24444444444444446,0.32222222222222224,17.677777777777777,14.405555555555557
09/06/2018,Nebraska,2-3,0,5.0,0,62.0,25.0,179.0,0.207,54.0,5.0,6.0,73.0,10.0,1.0,14.0,2.0,75.0,1.0,Nebraska,5,12.4,5.0,35.8,10.8,1.0,1.2,14.6,2.0,0.2,2.8,0.4,15.0,14.555555555555555,12.133333333333331,5.0,4.704761904761904,35.666666666666664,31.257142857142856,0.273,0.2065714285714286,14.0,11.352380952380951,1.0,0.7999999999999999,1.3333333333333333,1.7428571428571427,17.77777777777778,13.838095238095239,0.2222222222222222,0.4476190476190477,5.0,3.3619047619047615,0.3333333333333333,0.37142857142857144,18.277777777777775,15.061904761904762
09/07/2018,Iowa St.,3-1,0,4.0,0,57.0,27.0,170.0,0.176,53.0,5.0,7.0,79.0,3.0,1.0,16.0,2.0,71.0,0.0,Iowa St.,4,14.25,6.75,42.5,13.25,1.25,1.75,19.75,0.75,0.25,4.0,0.5,17.75,14.133333333333335,12.166666666666666,5.666666666666667,4.741666666666666,37.044444444444444,31.824999999999996,0.22966666666666669,0.20662500000000003,13.044444444444446,11.283333333333331,0.8888888888888888,0.825,1.4000000000000001,1.6749999999999998,17.977777777777778,13.933333333333334,0.17777777777777778,0.41666666666666674,4.377777777777777,3.2916666666666665,0.35555555555555557,0.375,17.38888888888889,15.054166666666667
09/09/2018,Wichita St.,3-1,0,4.0,0,60.0,21.0,155.0,0.252,53.0,6.0,10.0,71.0,6.0,2.0,24.0,3.0,80.0,0.0,Wichita St.,4,15.0,5.25,38.75,13.25,1.5,2.5,17.75,1.5,0.5,6.0,0.75,20.0,13.994444444444445,12.398148148148147,6.138888888888889,4.964814814814814,39.65555555555555,33.011111111111106,0.19866666666666666,0.20322222222222225,12.794444444444446,11.50185185185185,1.1944444444444444,0.8722222222222222,1.4277777777777778,1.6833333333333331,18.005555555555556,14.579629629629629,0.2611111111111111,0.3981481481481482,3.6,3.3703703703703702,0.5222222222222223,0.3888888888888889,17.25,15.353703703703705
09/14/2018,"Lipscomb @ Champaign, Ill.",3-0,0,3.0,0,43.0,14.0,126.0,0.23,43.0,3.0,8.0,70.0,2.0,5.0,6.0,2.0,54.0,2.0,Lipscomb,3,14.333333333333334,4.666666666666667,42.0,14.333333333333334,1.0,2.6666666666666665,23.33333333333333,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,18.0,13.883333333333333,12.658333333333333,5.666666666666667,4.993333333333333,39.016666666666666,33.584999999999994,0.21166666666666667,0.20810000000000003,12.433333333333332,11.676666666666666,1.25,0.9349999999999999,1.8166666666666667,1.765,17.366666666666667,14.896666666666667,0.31666666666666665,0.4083333333333334,4.266666666666667,3.633333333333333,0.5499999999999999,0.425,17.583333333333332,15.818333333333333
