date,opponent/venue,result,attend,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/31/2018,Buffalo,3-2,0,5.0,0,68.0,33.0,186.0,0.188,63.0,4.0,20.0,74.0,9.0,1.0,14.0,0.0,80.0,0.0,Buffalo,5,13.6,6.6,37.2,12.6,0.8,4.0,14.8,1.8,0.2,2.8,0.0,16.0
09/01/2018,Siena,3-2,0,5.0,0,60.0,23.0,171.0,0.216,56.0,10.0,8.0,80.0,9.0,2.0,16.0,2.0,80.0,0.0,Siena,5,12.0,4.6,34.2,11.2,2.0,1.6,16.0,1.8,0.4,3.2,0.4,16.0
09/01/2018,St. John's (NY),0-3,0,3.0,0,38.0,22.0,124.0,0.129,34.0,3.0,9.0,53.0,5.0,0.0,26.0,1.0,54.0,2.0,St. John's ,3,12.666666666666666,7.333333333333333,41.333333333333336,11.333333333333334,1.0,3.0,17.666666666666668,1.6666666666666667,0.0,8.666666666666666,0.3333333333333333,18.0
09/07/2018,@ Houston,1-3,0,4.0,0,54.0,27.0,176.0,0.153,53.0,2.0,12.0,81.0,9.0,1.0,20.0,0.0,67.0,4.0,Houston,4,13.5,6.75,44.0,13.25,0.5,3.0,20.25,2.25,0.25,5.0,0.0,16.75
09/07/2018,"Lamar University @ Houston, Texas",3-0,0,3.0,0,41.0,13.0,83.0,0.337,37.0,8.0,4.0,26.0,4.0,0.0,6.0,1.0,52.0,3.0,Lamar University,3,13.666666666666666,4.333333333333333,27.666666666666668,12.333333333333334,2.6666666666666665,1.3333333333333333,8.666666666666666,1.3333333333333333,0.0,2.0,0.3333333333333333,17.333333333333332
09/08/2018,"UTSA @ Houston, Texas",3-1,0,4.0,0,56.0,15.0,127.0,0.323,54.0,5.0,11.0,59.0,9.0,0.0,17.0,2.0,69.5,0.0,UTSA,4,14.0,3.75,31.75,13.5,1.25,2.75,14.75,2.25,0.0,4.25,0.5,17.375
09/08/2018,"Houston Christian @ Houston, Texas",1-3,0,4.0,0,54.0,25.0,158.0,0.184,52.0,3.0,11.0,61.0,8.0,0.0,8.0,2.0,61.0,4.0,Houston Christian,4,13.5,6.25,39.5,13.0,0.75,2.75,15.25,2.0,0.0,2.0,0.5,15.25
09/14/2018,@ Valparaiso,1-3,0,4.0,0,42.0,19.0,148.0,0.155,39.0,4.0,15.0,68.0,9.0,1.0,14.0,4.0,54.0,3.0,Valparaiso,4,10.5,4.75,37.0,9.75,1.0,3.75,17.0,2.25,0.25,3.5,1.0,13.5
09/15/2018,"Wright St. @ Valparaiso, Ind.",2-3,0,5.0,0,55.0,31.0,182.0,0.132,51.0,7.0,9.0,87.0,11.0,2.0,14.0,1.0,71.0,1.0,Wright St.,5,11.0,6.2,36.4,10.2,1.4,1.8,17.4,2.2,0.4,2.8,0.2,14.2
09/15/2018,"Western Ill. @ Valparaiso, Ind.",3-0,0,3.0,0,50.0,16.0,121.0,0.281,43.0,3.0,4.0,62.0,3.0,0.0,4.0,3.0,55.0,3.0,Western Ill.,3,16.666666666666668,5.333333333333333,40.333333333333336,14.333333333333334,1.0,1.3333333333333333,20.666666666666668,1.0,0.0,1.3333333333333333,1.0,18.333333333333332
09/22/2018,@ Columbia,3-1,0,4.0,0,59.0,25.0,162.0,0.21,55.0,4.0,13.0,56.0,6.0,2.0,20.0,2.0,75.0,1.0,Columbia,4,14.75,6.25,40.5,13.75,1.0,3.25,14.0,1.5,0.5,5.0,0.5,18.75
09/28/2018,Harvard,3-1,0,4.0,0,52.0,30.0,140.0,0.157,49.0,4.0,7.0,55.0,3.0,2.0,28.0,1.0,72.0,1.0,Harvard,4,13.0,7.5,35.0,12.25,1.0,1.75,13.75,0.75,0.5,7.0,0.25,18.0
09/29/2018,Dartmouth,3-0,0,3.0,0,46.0,17.0,103.0,0.282,46.0,5.0,3.0,63.0,4.0,1.0,9.0,0.0,56.5,0.0,Dartmouth,3,15.333333333333334,5.666666666666667,34.333333333333336,15.333333333333334,1.6666666666666667,1.0,21.0,1.3333333333333333,0.3333333333333333,3.0,0.0,18.833333333333332
10/05/2018,Brown,3-2,0,5.0,0,60.0,33.0,157.0,0.172,58.0,4.0,7.0,63.0,3.0,3.0,22.0,1.0,78.0,2.0,Brown,5,12.0,6.6,31.4,11.6,0.8,1.4,12.6,0.6,0.6,4.4,0.2,15.6
10/06/2018,Yale,1-3,0,4.0,0,56.0,25.0,163.0,0.19,54.0,2.0,5.0,74.0,9.0,1.0,18.0,1.0,68.0,0.0,Yale,4,14.0,6.25,40.75,13.5,0.5,1.25,18.5,2.25,0.25,4.5,0.25,17.0
10/12/2018,@ Princeton,0-3,0,3.0,0,36.0,17.0,104.0,0.183,35.0,2.0,4.0,39.0,4.0,1.0,4.0,3.0,41.0,3.0,Princeton,3,12.0,5.666666666666667,34.666666666666664,11.666666666666666,0.6666666666666666,1.3333333333333333,13.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,13.666666666666666
