date,opponent/venue,result,attend,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2018,"North Dakota St. @ Buffalo, NY",0-3,0,3.0,0,36.0,17.0,128.0,0.148,34.0,4.0,5.0,55.0,6.0,2.0,4.0,1.0,44.0,1.0,North Dakota St.,3,12.0,5.666666666666667,42.666666666666664,11.333333333333334,1.3333333333333333,1.6666666666666667,18.333333333333332,2.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,14.666666666666666
08/24/2018,@ Buffalo,0-3,0,3.0,0,34.0,12.0,102.0,0.216,30.0,3.0,3.0,45.0,7.0,0.0,10.0,0.0,42.0,3.0,Buffalo,3,11.333333333333334,4.0,34.0,10.0,1.0,1.0,15.0,2.333333333333333,0.0,3.3333333333333335,0.0,14.0
08/25/2018,"Seton Hall @ Buffalo, NY",0-3,0,3.0,0,30.0,15.0,114.0,0.132,27.0,2.0,7.0,35.0,7.0,1.0,2.0,2.0,34.0,1.0,Seton Hall,3,10.0,5.0,38.0,9.0,0.6666666666666666,2.3333333333333335,11.666666666666666,2.333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,11.333333333333334
08/31/2018,"Morgan St. @ Kent, Ohio",0-3,0,3.0,0,37.0,20.0,114.0,0.149,35.0,3.0,3.0,41.0,8.0,0.0,6.0,2.0,43.0,0.0,Morgan St.,3,12.333333333333334,6.666666666666667,38.0,11.666666666666666,1.0,1.0,13.666666666666666,2.6666666666666665,0.0,2.0,0.6666666666666666,14.333333333333334
09/01/2018,"Purdue Fort Wayne @ Kent, Ohio",1-3,0,4.0,0,41.0,25.0,141.0,0.113,38.0,2.0,2.0,61.0,5.0,3.0,4.0,1.0,48.0,2.0,Purdue Fort Wayne,4,10.25,6.25,35.25,9.5,0.5,0.5,15.25,1.25,0.75,1.0,0.25,12.0
09/01/2018,@ Kent St.,0-3,0,3.0,0,28.0,18.0,93.0,0.108,26.0,2.0,2.0,34.0,6.0,0.0,12.0,0.0,36.0,3.0,Kent St.,3,9.333333333333334,6.0,31.0,8.666666666666666,0.6666666666666666,0.6666666666666666,11.333333333333334,2.0,0.0,4.0,0.0,12.0
09/07/2018,@ Hartford,0-3,0,3.0,0,41.0,17.0,107.0,0.224,38.0,0.0,4.0,40.0,5.0,1.0,6.0,2.0,45.0,1.0,Hartford,3,13.666666666666666,5.666666666666667,35.666666666666664,12.666666666666666,0.0,1.3333333333333333,13.333333333333334,1.6666666666666667,0.3333333333333333,2.0,0.6666666666666666,15.0
09/08/2018,"Brown @ West Hartford, Conn.",1-3,0,4.0,0,44.0,17.0,137.0,0.197,40.0,5.0,1.0,55.0,6.0,2.0,6.0,2.0,54.0,1.0,Brown,4,11.0,4.25,34.25,10.0,1.25,0.25,13.75,1.5,0.5,1.5,0.5,13.5
09/08/2018,"Bucknell @ West Hartford, Conn.",0-3,0,3.0,0,33.0,11.0,99.0,0.222,32.0,1.0,7.0,37.0,8.0,0.0,4.0,2.0,36.0,0.0,Bucknell,3,11.0,3.6666666666666665,33.0,10.666666666666666,0.3333333333333333,2.3333333333333335,12.333333333333334,2.6666666666666665,0.0,1.3333333333333333,0.6666666666666666,12.0
09/15/2018,@ Siena,3-1,0,4.0,0,59.0,20.0,159.0,0.245,52.0,3.0,6.0,71.0,3.0,1.0,16.0,0.0,71.0,1.0,Siena,4,14.75,5.0,39.75,13.0,0.75,1.5,17.75,0.75,0.25,4.0,0.0,17.75
09/16/2018,@ Marist,0-3,0,3.0,0,34.0,15.0,110.0,0.173,33.0,1.0,2.0,55.0,12.0,0.0,12.0,2.0,41.0,0.0,Marist,3,11.333333333333334,5.0,36.666666666666664,11.0,0.3333333333333333,0.6666666666666666,18.333333333333332,4.0,0.0,4.0,0.6666666666666666,13.666666666666666
09/22/2018,Rider,0-3,0,3.0,0,29.0,11.0,97.0,0.186,28.0,2.0,2.0,42.0,8.0,1.0,6.0,2.0,35.0,2.0,Rider,3,9.666666666666666,3.6666666666666665,32.333333333333336,9.333333333333334,0.6666666666666666,0.6666666666666666,14.0,2.6666666666666665,0.3333333333333333,2.0,0.6666666666666666,11.666666666666666
09/23/2018,Saint Peter's,3-2,0,5.0,0,52.0,26.0,173.0,0.15,51.0,9.0,9.0,81.0,7.0,0.0,12.0,2.0,67.0,2.0,Saint Peter's,5,10.4,5.2,34.6,10.2,1.8,1.8,16.2,1.4,0.0,2.4,0.4,13.4
09/29/2018,@ Manhattan,3-1,0,4.0,0,48.0,20.0,132.0,0.212,45.0,5.0,8.0,59.0,7.0,0.0,16.0,0.0,61.0,2.0,Manhattan,4,12.0,5.0,33.0,11.25,1.25,2.0,14.75,1.75,0.0,4.0,0.0,15.25
09/30/2018,@ Iona,1-3,0,4.0,0,43.0,21.0,139.0,0.158,43.0,5.0,3.0,61.0,8.0,0.0,22.0,2.0,59.0,2.0,Iona,4,10.75,5.25,34.75,10.75,1.25,0.75,15.25,2.0,0.0,5.5,0.5,14.75
10/06/2018,Quinnipiac,3-2,0,5.0,0,70.0,24.0,167.0,0.275,67.0,4.0,7.0,53.0,10.0,1.0,12.0,0.0,81.0,2.0,Quinnipiac,5,14.0,4.8,33.4,13.4,0.8,1.4,10.6,2.0,0.2,2.4,0.0,16.2
10/07/2018,Fairfield,3-0,0,3.0,0,39.0,12.0,115.0,0.235,37.0,4.0,4.0,56.0,2.0,1.0,18.0,0.0,53.0,0.0,Fairfield,3,13.0,4.0,38.333333333333336,12.333333333333334,1.3333333333333333,1.3333333333333333,18.666666666666668,0.6666666666666666,0.3333333333333333,6.0,0.0,17.666666666666668
10/13/2018,@ Saint Peter's,3-2,0,5.0,0,55.0,19.0,149.0,0.242,52.0,7.0,11.0,73.0,4.0,0.0,18.0,4.0,71.0,0.0,Saint Peter's,5,11.0,3.8,29.8,10.4,1.4,2.2,14.6,0.8,0.0,3.6,0.8,14.2
