date,opponent/venue,result,attend,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2018,Maryland,0-3,0,3.0,0,37.0,23.0,114.0,0.123,37.0,6.0,9.0,40.0,7.0,4.0,4.0,2.0,49.0,1.0,Maryland,3,12.333333333333334,7.666666666666667,38.0,12.333333333333334,2.0,3.0,13.333333333333334,2.333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,16.333333333333332
08/25/2018,Air Force,1-3,0,4.0,0,43.0,20.0,123.0,0.187,39.0,10.0,12.0,52.0,7.0,2.0,11.0,2.0,60.5,1.0,Air Force,4,10.75,5.0,30.75,9.75,2.5,3.0,13.0,1.75,0.5,2.75,0.5,15.125
08/25/2018,UNC Greensboro,1-3,0,4.0,0,45.0,21.0,130.0,0.185,43.0,4.0,14.0,57.0,8.0,2.0,10.0,0.0,56.0,0.0,UNC Greensboro,4,11.25,5.25,32.5,10.75,1.0,3.5,14.25,2.0,0.5,2.5,0.0,14.0
08/31/2018,"Santa Clara @ Lincoln, Nebraska",1-3,0,4.0,0,46.0,23.0,134.0,0.172,39.0,3.0,11.0,43.0,5.0,4.0,8.0,4.0,57.0,1.0,Santa Clara,4,11.5,5.75,33.5,9.75,0.75,2.75,10.75,1.25,1.0,2.0,1.0,14.25
08/31/2018,@ Nebraska,0-3,0,3.0,0,18.0,21.0,90.0,-0.033,16.0,0.0,8.0,36.0,8.0,0.0,2.0,0.0,19.0,1.0,Nebraska,3,6.0,7.0,30.0,5.333333333333333,0.0,2.6666666666666665,12.0,2.6666666666666665,0.0,0.6666666666666666,0.0,6.333333333333333
09/01/2018,"Ohio @ Lincoln, Nebraska",0-3,0,3.0,0,32.0,24.0,111.0,0.072,30.0,2.0,6.0,43.0,3.0,1.0,10.0,5.0,40.0,3.0,Ohio,3,10.666666666666666,8.0,37.0,10.0,0.6666666666666666,2.0,14.333333333333334,1.0,0.3333333333333333,3.3333333333333335,1.6666666666666667,13.333333333333334
09/07/2018,Elon,3-0,0,3.0,0,42.0,12.0,96.0,0.312,40.0,2.0,14.0,40.0,4.0,2.0,14.0,1.0,53.0,0.0,Elon,3,14.0,4.0,32.0,13.333333333333334,0.6666666666666666,4.666666666666667,13.333333333333334,1.3333333333333333,0.6666666666666666,4.666666666666667,0.3333333333333333,17.666666666666668
09/08/2018,Akron,3-0,0,3.0,0,39.0,13.0,82.0,0.317,34.0,0.0,8.0,26.0,4.0,1.0,24.0,1.0,52.0,1.0,Akron,3,13.0,4.333333333333333,27.333333333333332,11.333333333333334,0.0,2.6666666666666665,8.666666666666666,1.3333333333333333,0.3333333333333333,8.0,0.3333333333333333,17.333333333333332
09/08/2018,Ga. Southern,3-2,0,5.0,0,55.0,30.0,150.0,0.167,46.0,8.0,13.0,47.0,13.0,2.0,14.0,1.0,72.0,2.0,Ga. Southern,5,11.0,6.0,30.0,9.2,1.6,2.6,9.4,2.6,0.4,2.8,0.2,14.4
09/14/2018,"Penn @ Morgantown, W.Va.",3-1,0,4.0,0,55.0,17.0,118.0,0.322,49.0,7.0,6.0,43.0,6.0,4.0,2.0,5.0,67.0,1.0,Penn,4,13.75,4.25,29.5,12.25,1.75,1.5,10.75,1.5,1.0,0.5,1.25,16.75
09/15/2018,"Morehead St. @ Morgantown, W.Va.",3-1,0,4.0,0,48.0,16.0,111.0,0.288,47.0,3.0,15.0,41.0,9.0,2.0,12.0,6.0,59.0,2.0,Morehead St.,4,12.0,4.0,27.75,11.75,0.75,3.75,10.25,2.25,0.5,3.0,1.5,14.75
09/15/2018,@ West Virginia,1-3,0,4.0,0,43.0,25.0,129.0,0.14,40.0,4.0,12.0,42.0,7.0,1.0,10.0,0.0,53.0,1.0,West Virginia,4,10.75,6.25,32.25,10.0,1.0,3.0,10.5,1.75,0.25,2.5,0.0,13.25
09/21/2018,@ Miami (FL),0-3,0,3.0,0,29.0,12.0,80.0,0.212,27.0,2.0,8.0,27.0,14.0,2.0,4.0,0.0,35.0,1.0,Miami ,3,9.666666666666666,4.0,26.666666666666668,9.0,0.6666666666666666,2.6666666666666665,9.0,4.666666666666667,0.6666666666666666,1.3333333333333333,0.0,11.666666666666666
09/23/2018,@ Florida St.,0-3,0,3.0,0,33.0,20.0,113.0,0.115,32.0,2.0,6.0,44.0,5.0,2.0,4.0,0.0,39.0,2.0,Florida St.,3,11.0,6.666666666666667,37.666666666666664,10.666666666666666,0.6666666666666666,2.0,14.666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.0,13.0
