date,opponent/venue,result,attend,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2018,Fairfield,3-0,0,3.0,0,42.0,11.0,102.0,0.304,42.0,6.0,11.0,51.0,4.0,3.0,12.0,2.0,57.0,1.0,Fairfield,3,14.0,3.6666666666666665,34.0,14.0,2.0,3.6666666666666665,17.0,1.3333333333333333,1.0,4.0,0.6666666666666666,19.0
08/24/2018,Wichita St.,2-3,0,5.0,0,60.0,26.0,191.0,0.178,53.0,1.0,11.0,87.0,2.0,4.0,24.0,6.0,77.0,0.0,Wichita St.,5,12.0,5.2,38.2,10.6,0.2,2.2,17.4,0.4,0.8,4.8,1.2,15.4
08/25/2018,Delaware St.,3-0,0,3.0,0,37.0,10.0,78.0,0.346,36.0,10.0,2.0,35.0,0.0,2.0,8.0,0.0,53.0,1.0,Delaware St.,3,12.333333333333334,3.3333333333333335,26.0,12.0,3.3333333333333335,0.6666666666666666,11.666666666666666,0.0,0.6666666666666666,2.6666666666666665,0.0,17.666666666666668
08/25/2018,Missouri,3-1,0,4.0,0,64.0,23.0,162.0,0.253,59.0,6.0,6.0,58.0,1.0,0.0,14.0,2.0,77.0,1.0,Missouri,4,16.0,5.75,40.5,14.75,1.5,1.5,14.5,0.25,0.0,3.5,0.5,19.25
08/31/2018,"UIW @ San Marcos, Texas",3-0,0,3.0,0,45.0,12.0,116.0,0.284,43.0,6.0,7.0,59.0,2.0,2.0,15.0,1.0,60.5,0.0,UIW,3,15.0,4.0,38.666666666666664,14.333333333333334,2.0,2.3333333333333335,19.666666666666668,0.6666666666666666,0.6666666666666666,5.0,0.3333333333333333,20.166666666666668
08/31/2018,@ Texas St.,1-3,0,4.0,0,43.0,28.0,142.0,0.106,41.0,5.0,9.0,45.0,4.0,3.0,12.0,0.0,57.0,1.0,Texas St.,4,10.75,7.0,35.5,10.25,1.25,2.25,11.25,1.0,0.75,3.0,0.0,14.25
09/01/2018,"Abilene Christian @ San Marcos, Texas",3-1,0,4.0,0,68.0,15.0,161.0,0.329,62.0,7.0,7.0,82.0,7.0,0.0,25.0,1.0,87.5,1.0,Abilene Christian,4,17.0,3.75,40.25,15.5,1.75,1.75,20.5,1.75,0.0,6.25,0.25,21.875
09/07/2018,"Loyola Maryland @ Catonsville, Md.",3-1,0,4.0,0,53.0,15.0,141.0,0.27,48.0,5.0,8.0,54.0,1.0,1.0,16.0,1.0,67.0,1.0,Loyola Maryland,4,13.25,3.75,35.25,12.0,1.25,2.0,13.5,0.25,0.25,4.0,0.25,16.75
09/07/2018,@ UMBC,3-1,0,4.0,0,55.0,13.0,130.0,0.323,50.0,3.0,9.0,64.0,1.0,1.0,20.0,2.0,69.0,0.0,UMBC,4,13.75,3.25,32.5,12.5,0.75,2.25,16.0,0.25,0.25,5.0,0.5,17.25
09/08/2018,"Robert Morris @ Baltimore, Md.",3-0,0,3.0,0,52.0,10.0,109.0,0.385,48.0,6.0,3.0,52.0,2.0,0.0,8.0,2.0,62.0,1.0,Robert Morris,3,17.333333333333332,3.3333333333333335,36.333333333333336,16.0,2.0,1.0,17.333333333333332,0.6666666666666666,0.0,2.6666666666666665,0.6666666666666666,20.666666666666668
09/17/2018,@ VCU,2-3,0,5.0,0,70.0,27.0,196.0,0.219,64.0,2.0,5.0,86.0,5.0,1.0,24.0,4.0,85.0,5.0,VCU,5,14.0,5.4,39.2,12.8,0.4,1.0,17.2,1.0,0.2,4.8,0.8,17.0
09/20/2018,Northeastern,3-1,0,4.0,0,54.0,19.0,137.0,0.255,50.0,3.0,9.0,51.0,6.0,0.0,22.0,2.0,68.0,0.0,Northeastern,4,13.5,4.75,34.25,12.5,0.75,2.25,12.75,1.5,0.0,5.5,0.5,17.0
09/22/2018,Hofstra,3-2,0,5.0,0,61.0,22.0,187.0,0.209,55.0,5.0,10.0,78.0,4.0,3.0,12.0,2.0,75.0,4.0,Hofstra,5,12.2,4.4,37.4,11.0,1.0,2.0,15.6,0.8,0.6,2.4,0.4,15.0
09/23/2018,Delaware,3-0,0,3.0,0,47.0,18.0,129.0,0.225,44.0,4.0,6.0,63.0,1.0,0.0,10.0,1.0,56.0,0.0,Delaware,3,15.666666666666666,6.0,43.0,14.666666666666666,1.3333333333333333,2.0,21.0,0.3333333333333333,0.0,3.3333333333333335,0.3333333333333333,18.666666666666668
