date,opponent/venue,result,attend,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2018,"Navy @ University Park, Pa.",0-3,0,3.0,0,31.0,30.0,109.0,0.009,29.0,2.0,4.0,34.0,2.0,1.0,4.0,1.0,36.0,0.0,Navy,3,10.333333333333334,10.0,36.333333333333336,9.666666666666666,0.6666666666666666,1.3333333333333333,11.333333333333334,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,12.0
08/25/2018,@ Penn St.,0-3,0,3.0,0,16.0,19.0,83.0,-0.036,16.0,3.0,3.0,39.0,8.0,0.0,8.0,1.0,23.0,2.0,Penn St.,3,5.333333333333333,6.333333333333333,27.666666666666668,5.333333333333333,1.0,1.0,13.0,2.6666666666666665,0.0,2.6666666666666665,0.3333333333333333,7.666666666666667
08/25/2018,"Eastern Ky. @ University Park, Pa.",3-0,0,3.0,0,49.0,23.0,124.0,0.21,47.0,5.0,6.0,54.0,2.0,0.0,16.0,1.0,62.0,2.0,Eastern Ky.,3,16.333333333333332,7.666666666666667,41.333333333333336,15.666666666666666,1.6666666666666667,2.0,18.0,0.6666666666666666,0.0,5.333333333333333,0.3333333333333333,20.666666666666668
08/31/2018,"ETSU @ Nashville, Tenn.",0-3,0,3.0,0,38.0,21.0,113.0,0.15,38.0,2.0,7.0,46.0,5.0,2.0,10.0,1.0,47.0,1.0,ETSU,3,12.666666666666666,7.0,37.666666666666664,12.666666666666666,0.6666666666666666,2.3333333333333335,15.333333333333334,1.6666666666666667,0.6666666666666666,3.3333333333333335,0.3333333333333333,15.666666666666666
08/31/2018,"Belmont @ Nashville, Tenn.",3-2,0,5.0,0,50.0,25.0,165.0,0.152,47.0,5.0,13.0,81.0,4.0,4.0,14.0,4.0,66.0,0.0,Belmont,5,10.0,5.0,33.0,9.4,1.0,2.6,16.2,0.8,0.8,2.8,0.8,13.2
09/01/2018,"Tulsa @ Nashville, Tenn.",1-3,0,4.0,0,47.0,27.0,158.0,0.127,45.0,6.0,8.0,79.0,3.0,3.0,10.0,5.0,61.0,1.0,Tulsa,4,11.75,6.75,39.5,11.25,1.5,2.0,19.75,0.75,0.75,2.5,1.25,15.25
09/07/2018,Robert Morris,2-3,0,5.0,0,66.0,17.0,167.0,0.293,63.0,7.0,10.0,74.0,6.0,1.0,16.0,4.0,82.0,1.0,Robert Morris,5,13.2,3.4,33.4,12.6,1.4,2.0,14.8,1.2,0.2,3.2,0.8,16.4
09/07/2018,James Madison,1-3,0,4.0,0,47.0,28.0,156.0,0.122,42.0,1.0,6.0,58.0,3.0,1.0,10.0,2.0,54.0,2.0,James Madison,4,11.75,7.0,39.0,10.5,0.25,1.5,14.5,0.75,0.25,2.5,0.5,13.5
09/08/2018,Loyola Maryland,3-1,0,4.0,0,60.0,18.0,151.0,0.278,56.0,6.0,7.0,78.0,4.0,0.0,14.0,0.0,73.0,2.0,Loyola Maryland,4,15.0,4.5,37.75,14.0,1.5,1.75,19.5,1.0,0.0,3.5,0.0,18.25
09/14/2018,"Ball St. @ Towson, Md.",2-3,0,5.0,0,59.0,26.0,186.0,0.177,51.0,4.0,11.0,77.0,7.0,1.0,14.0,3.0,71.0,2.0,Ball St.,5,11.8,5.2,37.2,10.2,0.8,2.2,15.4,1.4,0.2,2.8,0.6,14.2
