date,opponent/venue,result,attend,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2018,@ TCU,0-3,0,3.0,0,29.0,14.0,93.0,0.161,28.0,2.0,7.0,34.0,2.0,2.0,4.0,3.0,35.0,0.0,TCU,3,9.666666666666666,4.666666666666667,31.0,9.333333333333334,0.6666666666666666,2.3333333333333335,11.333333333333334,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,11.666666666666666
08/24/2018,"SIUE @ Fort Worth, Texas",3-1,0,4.0,0,55.0,22.0,160.0,0.206,49.0,8.0,5.0,65.0,3.0,1.0,8.0,0.0,68.0,0.0,SIUE,4,13.75,5.5,40.0,12.25,2.0,1.25,16.25,0.75,0.25,2.0,0.0,17.0
08/25/2018,"UAB @ Fort Worth, Texas",0-3,0,3.0,0,38.0,21.0,108.0,0.157,36.0,3.0,11.0,42.0,7.0,3.0,6.0,2.0,47.0,0.0,UAB,3,12.666666666666666,7.0,36.0,12.0,1.0,3.6666666666666665,14.0,2.333333333333333,1.0,2.0,0.6666666666666666,15.666666666666666
08/26/2018,"North Dakota @ Fort Worth, Texas",0-3,0,3.0,0,38.0,15.0,120.0,0.192,37.0,2.0,4.0,51.0,5.0,0.0,4.0,0.0,42.0,0.0,North Dakota,3,12.666666666666666,5.0,40.0,12.333333333333334,0.6666666666666666,1.3333333333333333,17.0,1.6666666666666667,0.0,1.3333333333333333,0.0,14.0
08/31/2018,"Seattle U @ Brookings, SD",3-0,0,3.0,0,48.0,12.0,109.0,0.33,46.0,6.0,4.0,41.0,5.0,1.0,11.0,1.0,60.5,0.0,Seattle U,3,16.0,4.0,36.333333333333336,15.333333333333334,2.0,1.3333333333333333,13.666666666666666,1.6666666666666667,0.3333333333333333,3.6666666666666665,0.3333333333333333,20.166666666666668
08/31/2018,"Weber St. @ Brookings, S.D.",2-3,0,5.0,0,68.0,34.0,188.0,0.181,62.0,2.0,5.0,79.0,8.0,0.0,10.0,1.0,75.0,1.0,Weber St.,5,13.6,6.8,37.6,12.4,0.4,1.0,15.8,1.6,0.0,2.0,0.2,15.0
09/01/2018,@ South Dakota St.,3-0,0,3.0,0,46.0,12.0,111.0,0.306,45.0,7.0,3.0,59.0,2.0,0.0,12.0,4.0,59.0,0.0,South Dakota St.,3,15.333333333333334,4.0,37.0,15.0,2.3333333333333335,1.0,19.666666666666668,0.6666666666666666,0.0,4.0,1.3333333333333333,19.666666666666668
09/07/2018,"Central Mich. @ Terre Haute, Ind.",3-0,0,3.0,0,43.0,12.0,107.0,0.29,38.0,5.0,5.0,45.0,2.0,0.0,8.0,1.0,52.0,1.0,Central Mich.,3,14.333333333333334,4.0,35.666666666666664,12.666666666666666,1.6666666666666667,1.6666666666666667,15.0,0.6666666666666666,0.0,2.6666666666666665,0.3333333333333333,17.333333333333332
09/07/2018,@ Indiana St.,2-3,0,5.0,0,70.0,37.0,224.0,0.147,63.0,6.0,13.0,90.0,6.0,1.0,4.0,3.0,79.0,0.0,Indiana St.,5,14.0,7.4,44.8,12.6,1.2,2.6,18.0,1.2,0.2,0.8,0.6,15.8
09/08/2018,"Saint Louis @ Terre Haute, Ind.",3-0,0,3.0,0,36.0,8.0,95.0,0.295,34.0,3.0,5.0,43.0,2.0,1.0,20.0,1.0,50.0,1.0,Saint Louis,3,12.0,2.6666666666666665,31.666666666666668,11.333333333333334,1.0,1.6666666666666667,14.333333333333334,0.6666666666666666,0.3333333333333333,6.666666666666667,0.3333333333333333,16.666666666666668
09/13/2018,@ Minnesota,0-3,0,3.0,0,33.0,19.0,118.0,0.119,32.0,2.0,8.0,56.0,4.0,1.0,10.0,2.0,41.0,0.0,Minnesota,3,11.0,6.333333333333333,39.333333333333336,10.666666666666666,0.6666666666666666,2.6666666666666665,18.666666666666668,1.3333333333333333,0.3333333333333333,3.3333333333333335,0.6666666666666666,13.666666666666666
