date,opponent/venue,result,attend,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2018,"Towson @ Baltimore, Md.",3-2,0,5.0,0,51.0,22.0,162.0,0.179,47.0,10.0,9.0,76.0,4.0,2.0,16.0,3.0,71.0,3.0,Towson,5,10.2,4.4,32.4,9.4,2.0,1.8,15.2,0.8,0.4,3.2,0.6,14.2
08/25/2018,@ Loyola Maryland,3-1,0,4.0,0,48.0,21.0,144.0,0.188,46.0,1.0,4.0,75.0,3.0,2.0,14.0,4.0,58.0,2.0,Loyola Maryland,4,12.0,5.25,36.0,11.5,0.25,1.0,18.75,0.75,0.5,3.5,1.0,14.5
08/25/2018,"Siena @ Baltimore, Md.",3-0,0,3.0,0,40.0,8.0,86.0,0.372,37.0,8.0,6.0,43.0,1.0,5.0,8.0,2.0,57.0,0.0,Siena,3,13.333333333333334,2.6666666666666665,28.666666666666668,12.333333333333334,2.6666666666666665,2.0,14.333333333333334,0.3333333333333333,1.6666666666666667,2.6666666666666665,0.6666666666666666,19.0
08/31/2018,@ Southeast Mo. St.,3-0,0,3.0,0,42.0,12.0,90.0,0.333,39.0,7.0,3.0,38.0,2.0,1.0,10.0,0.0,55.0,0.0,Southeast Mo. St.,3,14.0,4.0,30.0,13.0,2.3333333333333335,1.0,12.666666666666666,0.6666666666666666,0.3333333333333333,3.3333333333333335,0.0,18.333333333333332
08/31/2018,"Northwestern St. @ Cape Girardeau, Mo.",1-3,0,4.0,0,49.0,23.0,130.0,0.2,48.0,5.0,5.0,62.0,8.0,0.0,12.0,2.0,60.0,0.0,Northwestern St.,4,12.25,5.75,32.5,12.0,1.25,1.25,15.5,2.0,0.0,3.0,0.5,15.0
09/01/2018,"ULM @ Jackson, Mo.",3-0,0,3.0,0,44.0,24.0,118.0,0.169,41.0,9.0,10.0,40.0,4.0,1.0,8.0,4.0,58.0,0.0,ULM,3,14.666666666666666,8.0,39.333333333333336,13.666666666666666,3.0,3.3333333333333335,13.333333333333334,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.3333333333333333,19.333333333333332
09/07/2018,@ Penn,3-1,0,4.0,0,55.0,26.0,137.0,0.212,52.0,6.0,10.0,53.0,9.0,1.0,18.0,0.0,71.0,0.0,Penn,4,13.75,6.5,34.25,13.0,1.5,2.5,13.25,2.25,0.25,4.5,0.0,17.75
09/07/2018,Saint Francis (PA) @ Philadelphia,3-0,0,3.0,0,41.0,18.0,112.0,0.205,36.0,6.0,6.0,53.0,3.0,2.0,14.0,2.0,56.0,2.0,Saint Francis ,3,13.666666666666666,6.0,37.333333333333336,12.0,2.0,2.0,17.666666666666668,1.0,0.6666666666666666,4.666666666666667,0.6666666666666666,18.666666666666668
09/08/2018,Lehigh @ Philadelphia,3-1,0,4.0,0,63.0,22.0,171.0,0.24,62.0,6.0,13.0,78.0,2.0,0.0,6.0,2.0,72.0,1.0,Lehigh,4,15.75,5.5,42.75,15.5,1.5,3.25,19.5,0.5,0.0,1.5,0.5,18.0
09/21/2018,@ UNC Asheville,3-1,0,4.0,0,54.0,23.0,134.0,0.231,50.0,3.0,9.0,51.0,2.0,1.0,14.0,0.0,65.0,0.0,UNC Asheville,4,13.5,5.75,33.5,12.5,0.75,2.25,12.75,0.5,0.25,3.5,0.0,16.25
09/22/2018,@ USC Upstate,3-1,0,4.0,0,66.0,22.0,144.0,0.306,61.0,6.0,11.0,74.0,6.0,0.0,6.0,2.0,75.0,1.0,USC Upstate,4,16.5,5.5,36.0,15.25,1.5,2.75,18.5,1.5,0.0,1.5,0.5,18.75
09/25/2018,@ Winthrop,3-0,0,3.0,0,45.0,13.0,101.0,0.317,40.0,5.0,5.0,49.0,2.0,1.0,6.0,2.0,54.0,1.0,Winthrop,3,15.0,4.333333333333333,33.666666666666664,13.333333333333334,1.6666666666666667,1.6666666666666667,16.333333333333332,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,18.0
09/29/2018,High Point,0-3,0,3.0,0,32.0,24.0,101.0,0.079,31.0,2.0,2.0,33.0,4.0,0.0,6.0,1.0,37.0,0.0,High Point,3,10.666666666666666,8.0,33.666666666666664,10.333333333333334,0.6666666666666666,0.6666666666666666,11.0,1.3333333333333333,0.0,2.0,0.3333333333333333,12.333333333333334
10/05/2018,Hampton,3-0,0,3.0,0,38.0,17.0,89.0,0.236,35.0,9.0,6.0,32.0,2.0,2.0,4.0,1.0,51.0,1.0,Hampton,3,12.666666666666666,5.666666666666667,29.666666666666668,11.666666666666666,3.0,2.0,10.666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,17.0
10/06/2018,Campbell,3-1,0,4.0,0,57.0,27.0,147.0,0.204,52.0,10.0,10.0,66.0,10.0,1.0,12.0,1.0,74.0,0.0,Campbell,4,14.25,6.75,36.75,13.0,2.5,2.5,16.5,2.5,0.25,3.0,0.25,18.5
10/12/2018,@ Charleston So.,2-3,0,5.0,0,61.0,33.0,217.0,0.129,58.0,9.0,8.0,109.0,6.0,1.0,12.0,7.0,77.0,1.0,Charleston So.,5,12.2,6.6,43.4,11.6,1.8,1.6,21.8,1.2,0.2,2.4,1.4,15.4
10/13/2018,@ Presbyterian,3-2,0,5.0,0,58.0,27.0,170.0,0.182,55.0,5.0,4.0,81.0,8.0,0.0,8.0,4.0,67.0,0.0,Presbyterian,5,11.6,5.4,34.0,11.0,1.0,0.8,16.2,1.6,0.0,1.6,0.8,13.4
10/19/2018,Gardner-Webb,3-0,0,3.0,0,51.0,14.0,106.0,0.349,48.0,4.0,2.0,46.0,1.0,0.0,6.0,0.0,58.0,1.0,Gardner-Webb,3,17.0,4.666666666666667,35.333333333333336,16.0,1.3333333333333333,0.6666666666666666,15.333333333333334,0.3333333333333333,0.0,2.0,0.0,19.333333333333332
10/20/2018,Winthrop,3-0,0,3.0,0,43.0,20.0,103.0,0.223,41.0,5.0,5.0,46.0,1.0,1.0,12.0,1.0,55.0,0.0,Winthrop,3,14.333333333333334,6.666666666666667,34.333333333333336,13.666666666666666,1.6666666666666667,1.6666666666666667,15.333333333333334,0.3333333333333333,0.3333333333333333,4.0,0.3333333333333333,18.333333333333332
10/26/2018,@ Campbell,3-1,0,4.0,0,51.0,21.0,172.0,0.174,48.0,5.0,5.0,96.0,7.0,4.0,12.0,3.0,66.0,0.0,Campbell,4,12.75,5.25,43.0,12.0,1.25,1.25,24.0,1.75,1.0,3.0,0.75,16.5
10/27/2018,"Hampton @ Petersburg, Va.",3-0,0,3.0,0,45.0,15.0,104.0,0.288,41.0,8.0,3.0,49.0,6.0,2.0,12.0,2.0,61.0,0.0,Hampton,3,15.0,5.0,34.666666666666664,13.666666666666666,2.6666666666666665,1.0,16.333333333333332,2.0,0.6666666666666666,4.0,0.6666666666666666,20.333333333333332
