date,opponent/venue,result,attend,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2018,"FGCU @ Coral Gables, Fla.",3-1,0,4.0,0,54.0,22.0,157.0,0.204,51.0,3.0,9.0,72.0,3.0,2.0,16.0,0.0,67.0,1.0,FGCU,4,13.5,5.5,39.25,12.75,0.75,2.25,18.0,0.75,0.5,4.0,0.0,16.75
08/25/2018,@ Miami (FL),0-3,0,3.0,0,42.0,15.0,96.0,0.281,38.0,1.0,7.0,31.0,6.0,0.0,12.0,0.0,49.0,3.0,Miami ,3,14.0,5.0,32.0,12.666666666666666,0.3333333333333333,2.3333333333333335,10.333333333333334,2.0,0.0,4.0,0.0,16.333333333333332
08/25/2018,"Fla. Atlantic @ Coral Gables, Fla.",3-0,0,3.0,0,49.0,10.0,106.0,0.368,48.0,6.0,5.0,52.0,4.0,1.0,4.0,0.0,58.0,1.0,Fla. Atlantic,3,16.333333333333332,3.3333333333333335,35.333333333333336,16.0,2.0,1.6666666666666667,17.333333333333332,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,19.333333333333332
08/31/2018,"Louisville @ Gainesville, Fla.",0-3,0,3.0,0,33.0,19.0,105.0,0.133,31.0,3.0,4.0,32.0,3.0,0.0,8.0,1.0,40.0,2.0,Louisville,3,11.0,6.333333333333333,35.0,10.333333333333334,1.0,1.3333333333333333,10.666666666666666,1.0,0.0,2.6666666666666665,0.3333333333333333,13.333333333333334
09/01/2018,"Southern California @ Gainesville, Fla.",3-1,0,4.0,0,66.0,25.0,183.0,0.224,64.0,1.0,8.0,81.0,6.0,0.0,8.0,1.0,71.0,0.0,Southern California,4,16.5,6.25,45.75,16.0,0.25,2.0,20.25,1.5,0.0,2.0,0.25,17.75
09/02/2018,@ Florida,1-3,0,4.0,0,53.0,20.0,158.0,0.209,51.0,1.0,10.0,63.0,1.0,2.0,12.0,1.0,62.0,0.0,Florida,4,13.25,5.0,39.5,12.75,0.25,2.5,15.75,0.25,0.5,3.0,0.25,15.5
09/07/2018,FIU,3-0,0,3.0,0,35.0,13.0,111.0,0.198,35.0,6.0,2.0,54.0,3.0,2.0,22.0,2.0,54.0,4.0,FIU,3,11.666666666666666,4.333333333333333,37.0,11.666666666666666,2.0,0.6666666666666666,18.0,1.0,0.6666666666666666,7.333333333333333,0.6666666666666666,18.0
09/07/2018,UIC,3-1,0,4.0,0,54.0,13.0,126.0,0.325,49.0,2.0,3.0,53.0,2.0,5.0,20.0,1.0,71.0,3.0,UIC,4,13.5,3.25,31.5,12.25,0.5,0.75,13.25,0.5,1.25,5.0,0.25,17.75
09/08/2018,Wofford,3-0,0,3.0,0,52.0,12.0,115.0,0.348,46.0,2.0,2.0,50.0,1.0,4.0,6.0,1.0,61.0,0.0,Wofford,3,17.333333333333332,4.0,38.333333333333336,15.333333333333334,0.6666666666666666,0.6666666666666666,16.666666666666668,0.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,20.333333333333332
09/14/2018,Alabama St.,3-0,0,3.0,0,47.0,13.0,91.0,0.374,47.0,8.0,4.0,35.0,3.0,0.0,13.0,1.0,61.5,2.0,Alabama St.,3,15.666666666666666,4.333333333333333,30.333333333333332,15.666666666666666,2.6666666666666665,1.3333333333333333,11.666666666666666,1.0,0.0,4.333333333333333,0.3333333333333333,20.5
