date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/26/2012,Rider,3-1,4.0,0,48.0,12.0,124.0,0.29,45.0,3.0,11.0,55.0,3.0,4.0,1.0,56.0,0.0,Rider,4,12.0,3.0,31.0,11.25,0.75,2.75,13.75,0.75,1.0,0.25,14.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/28/2012,@ St. Francis Brooklyn,3-2,5.0,0,58.0,30.0,146.0,0.192,57.0,6.0,15.0,69.0,0.0,12.0,0.0,70.0,6.0,St. Francis Brooklyn,5,11.6,6.0,29.2,11.4,1.2,3.0,13.8,0.0,2.4,0.0,14.0,1.2,,6.0,,1.5,,15.5,,0.145,,5.625,,0.375,,1.375,,6.875,,0.5,,0.125,,7.0,,0.0
08/31/2012,Delaware St.,3-1,4.0,0,44.0,18.0,130.0,0.0,40.0,8.0,9.0,50.0,5.0,8.0,0.0,61.0,0.0,Delaware St.,4,11.0,4.5,32.5,10.0,2.0,2.25,12.5,1.25,2.0,0.0,15.25,0.0,,7.866666666666667,,3.0,,20.066666666666666,,0.16066666666666665,,7.55,,0.65,,1.9166666666666667,,9.183333333333334,,1.1333333333333333,,0.08333333333333333,,9.333333333333334,,0.39999999999999997
09/01/2012,Saint Peter's,3-1,4.0,0,47.0,21.0,136.0,0.0,46.0,11.0,6.0,74.0,6.0,18.0,2.0,73.0,0.0,Saint Peter's,4,11.75,5.25,34.0,11.5,2.75,1.5,18.5,1.5,4.5,0.5,18.25,0.0,11.533333333333333,8.65,4.5,3.375,30.900000000000002,23.175,0.16066666666666665,0.1205,10.883333333333333,8.1625,1.3166666666666667,0.9875,2.6666666666666665,2.0,13.35,10.0125,1.8,1.35,0.08333333333333333,0.0625,14.416666666666666,10.8125,0.39999999999999997,0.3
09/01/2012,FDU,3-2,5.0,0,55.0,33.0,182.0,0.0,54.0,9.0,7.0,87.0,4.0,8.0,0.0,72.0,0.0,FDU,5,11.0,6.6,36.4,10.8,1.8,1.4,17.4,0.8,1.6,0.0,14.4,0.0,11.450000000000001,9.27,5.25,3.75,31.900000000000002,25.34,0.064,0.0964,10.966666666666667,8.83,1.9833333333333334,1.34,2.25,1.9,14.933333333333332,11.709999999999999,2.966666666666667,1.98,0.16666666666666666,0.15,15.833333333333334,12.3,0.39999999999999997,0.24
09/04/2012,@ Rutgers,0-3,3.0,0,31.0,19.0,94.0,0.0,30.0,4.0,4.0,34.0,0.0,4.0,1.0,37.0,1.0,Rutgers,3,10.333333333333334,6.333333333333333,31.33333333333333,10.0,1.3333333333333333,1.3333333333333333,11.333333333333334,0.0,1.3333333333333333,0.3333333333333333,12.333333333333334,0.3333333333333333,11.25,9.558333333333334,5.45,4.2250000000000005,34.300000000000004,27.183333333333334,0.0,0.08033333333333333,10.766666666666667,9.158333333333333,2.183333333333333,1.4166666666666667,1.7166666666666668,1.8166666666666667,16.133333333333333,12.658333333333331,2.6999999999999997,1.9166666666666667,0.16666666666666666,0.125,15.966666666666667,12.65,0.0,0.19999999999999998
09/05/2012,@ La Salle,3-2,5.0,0,45.0,24.0,170.0,0.0,42.0,5.0,6.0,87.0,2.0,4.0,3.0,54.0,2.0,La Salle,5,9.0,4.8,34.0,8.4,1.0,1.2,17.4,0.4,0.8,0.6,10.8,0.4,11.027777777777777,9.66904761904762,6.061111111111111,4.526190476190476,33.911111111111104,27.776190476190475,0.0,0.06885714285714285,10.766666666666667,9.278571428571428,1.961111111111111,1.4047619047619049,1.4111111111111112,1.7476190476190478,15.744444444444445,12.469047619047616,2.477777777777778,1.8333333333333335,0.27777777777777773,0.15476190476190474,14.994444444444445,12.604761904761904,0.1111111111111111,0.21904761904761902
09/11/2012,@ Fordham,1-3,4.0,0,40.0,27.0,129.0,0.0,38.0,1.0,10.0,52.0,0.0,10.0,2.0,46.0,2.0,Fordham,4,10.0,6.75,32.25,9.5,0.25,2.5,13.0,0.0,2.5,0.5,11.5,0.5,10.11111111111111,9.585416666666667,5.911111111111111,4.560416666666667,33.911111111111104,28.554166666666667,0.0,0.06025,9.733333333333334,9.168750000000001,1.3777777777777775,1.3541666666666667,1.3111111111111111,1.6791666666666667,15.377777777777778,13.085416666666664,1.2444444444444445,1.7041666666666668,0.3111111111111111,0.21041666666666664,12.511111111111111,12.379166666666666,0.24444444444444446,0.24166666666666664
09/15/2012,St. Francis Brooklyn,3-2,5.0,0,55.0,25.0,169.0,0.0,54.0,8.0,5.0,88.0,0.0,26.0,2.0,76.0,0.0,St. Francis Brooklyn,5,11.0,5.0,33.8,10.8,1.6,1.0,17.6,0.0,5.2,0.4,15.2,0.0,9.777777777777779,9.631481481481481,5.961111111111111,4.803703703703704,32.52777777777777,28.964814814814815,0.0,0.05355555555555555,9.299999999999999,9.205555555555556,0.8611111111111112,1.2314814814814816,1.6777777777777778,1.7703703703703704,13.911111111111111,13.075925925925922,1.5444444444444443,1.7925925925925925,0.4777777777777778,0.24259259259259258,11.544444444444446,12.281481481481482,0.41111111111111115,0.27037037037037037
09/15/2012,Coppin St.,2-3,5.0,0,36.0,31.0,137.0,0.0,33.0,6.0,7.0,53.0,0.0,10.0,1.0,47.0,0.0,Coppin St.,5,7.2,6.2,27.4,6.6,1.2,1.4,10.6,0.0,2.0,0.2,9.4,0.0,10.0,9.768333333333334,5.516666666666667,4.823333333333333,33.35,29.448333333333334,0.0,0.0482,9.566666666666666,9.365,0.9500000000000001,1.2683333333333333,1.5666666666666667,1.6933333333333334,16.0,13.52833333333333,2.8333333333333335,2.1333333333333333,0.5,0.2583333333333333,12.5,12.573333333333334,0.30000000000000004,0.24333333333333332
09/19/2012,@ Manhattan,0-3,3.0,0,23.0,14.0,96.0,0.0,22.0,3.0,4.0,42.0,0.0,12.0,1.0,32.0,2.0,Manhattan,3,7.666666666666667,4.666666666666667,32.0,7.333333333333333,1.0,1.3333333333333333,14.0,0.0,4.0,0.3333333333333333,10.666666666666666,0.6666666666666666,9.4,9.534848484848485,5.983333333333333,4.948484848484849,31.150000000000002,29.26212121212121,0.0,0.04381818181818182,8.966666666666667,9.113636363636363,1.0166666666666666,1.262121212121212,1.6333333333333335,1.6666666666666665,13.733333333333334,13.262121212121208,3.233333333333333,2.121212121212121,0.3666666666666667,0.253030303030303,12.033333333333333,12.284848484848483,0.16666666666666666,0.2212121212121212
09/21/2012,Bucknell,3-1,4.0,0,53.0,24.0,160.0,0.0,50.0,8.0,6.0,83.0,4.0,18.0,0.0,74.0,0.0,Bucknell,4,13.25,6.0,40.0,12.5,2.0,1.5,20.75,1.0,4.5,0.0,18.5,0.0,8.622222222222222,9.379166666666668,5.288888888888889,4.925,31.066666666666663,29.490277777777777,0.0,0.04016666666666666,8.244444444444445,8.965277777777777,1.2666666666666666,1.2402777777777778,1.2444444444444445,1.6388888888888886,14.066666666666668,13.323611111111108,3.733333333333333,2.2777777777777777,0.3111111111111111,0.25972222222222224,11.755555555555555,12.149999999999999,0.2222222222222222,0.2583333333333333
09/22/2012,Colgate,0-3,3.0,0,30.0,23.0,112.0,0.0,28.0,6.0,2.0,57.0,1.0,12.0,2.0,43.0,0.0,Colgate,3,10.0,7.666666666666667,37.333333333333336,9.333333333333334,2.0,0.6666666666666666,19.0,0.3333333333333333,4.0,0.6666666666666666,14.333333333333334,0.0,9.372222222222222,9.676923076923078,5.622222222222223,5.007692307692308,33.13333333333333,30.298717948717947,0.0,0.03707692307692308,8.811111111111112,9.237179487179487,1.3999999999999997,1.2987179487179488,1.4111111111111112,1.628205128205128,15.116666666666667,13.894871794871792,3.5,2.4487179487179485,0.17777777777777778,0.23974358974358975,12.855555555555554,12.638461538461538,0.2222222222222222,0.23846153846153845
