date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/25/2012,"Loyola Chicago @ Philadelphia, Pa.",0-3,3.0,0,39.0,15.0,118.0,0.0,36.0,5.0,5.0,53.0,0.0,5.0,1.0,46.5,1.0,Loyola Chicago,3,13.0,5.0,39.333333333333336,12.0,1.6666666666666667,1.6666666666666667,17.666666666666668,0.0,1.6666666666666667,0.3333333333333333,15.5,0.3333333333333333,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/25/2012,La Salle,2-3,5.0,0,57.0,20.0,188.0,0.197,51.0,4.0,13.0,93.0,3.0,4.0,0.0,66.0,5.0,La Salle,5,11.4,4.0,37.6,10.2,0.8,2.6,18.6,0.6,0.8,0.0,13.2,1.0,,6.5,,2.5,,19.666666666666668,,0.0,,6.0,,0.8333333333333334,,0.8333333333333334,,8.833333333333334,,0.8333333333333334,,0.16666666666666666,,7.75,,0.16666666666666666
08/26/2012,"Bucknell @ Philadelphia, PA",3-0,3.0,0,51.0,15.0,131.0,0.275,43.0,4.0,10.0,57.0,1.0,4.0,0.0,58.0,2.0,Bucknell,3,17.0,5.0,43.66666666666666,14.333333333333334,1.3333333333333333,3.333333333333333,19.0,0.3333333333333333,1.3333333333333333,0.0,19.33333333333333,0.6666666666666666,,8.133333333333333,,3.0,,25.644444444444446,,0.06566666666666666,,7.3999999999999995,,0.8222222222222223,,1.4222222222222223,,12.088888888888889,,0.8222222222222223,,0.1111111111111111,,9.566666666666666,,0.4444444444444444
09/01/2012,"Navy @ Fairfax, Va.",3-2,5.0,0,50.0,15.0,163.0,0.0,47.0,12.0,10.0,70.0,0.0,12.0,2.0,68.0,6.0,Navy,5,10.0,3.0,32.6,9.4,2.4,2.0,14.0,0.0,2.4,0.4,13.6,1.2,13.799999999999999,10.35,4.666666666666667,3.5,40.199999999999996,30.15,0.15733333333333335,0.11800000000000001,12.177777777777777,9.133333333333333,1.2666666666666666,0.95,2.533333333333333,1.9,18.42222222222222,13.816666666666666,1.2666666666666666,0.95,0.1111111111111111,0.08333333333333333,16.01111111111111,12.008333333333333,0.6666666666666666,0.5
09/01/2012,@ George Mason,3-0,3.0,0,43.0,16.0,101.0,0.0,43.0,5.0,5.0,42.0,0.0,12.0,0.0,54.0,1.0,George Mason,3,14.333333333333334,5.333333333333333,33.666666666666664,14.333333333333334,1.6666666666666667,1.6666666666666667,14.0,0.0,4.0,0.0,18.0,0.3333333333333333,12.799999999999999,10.28,4.0,3.4,37.95555555555555,30.639999999999997,0.15733333333333335,0.09440000000000001,11.311111111111112,9.186666666666666,1.511111111111111,1.2399999999999998,2.6444444444444444,1.92,17.2,13.853333333333333,1.511111111111111,1.2399999999999998,0.13333333333333333,0.14666666666666667,15.377777777777775,12.326666666666666,0.9555555555555554,0.64
09/02/2012,"South Carolina @ Fairfax, Va.",1-3,4.0,0,38.0,19.0,132.0,0.0,33.0,3.0,4.0,43.0,3.0,2.0,5.0,45.0,7.0,South Carolina,4,9.5,4.75,33.0,8.25,0.75,1.0,10.75,0.75,0.5,1.25,11.25,1.75,13.777777777777779,10.955555555555556,4.444444444444444,3.722222222222222,36.64444444444444,31.144444444444442,0.09166666666666667,0.07866666666666668,12.68888888888889,10.044444444444444,1.8,1.3111111111111111,2.3333333333333335,1.8777777777777775,15.666666666666666,13.877777777777778,2.577777777777778,1.7,0.13333333333333333,0.12222222222222223,16.977777777777774,13.27222222222222,0.7333333333333333,0.5888888888888889
09/06/2012,@ Ohio,0-3,3.0,0,34.0,22.0,119.0,0.0,33.0,3.0,5.0,48.0,0.0,9.0,0.0,41.5,0.0,Ohio,3,11.333333333333334,7.333333333333333,39.66666666666666,11.0,1.0,1.6666666666666667,16.0,0.0,3.0,0.0,13.833333333333334,0.0,11.277777777777779,10.747619047619049,4.361111111111111,3.869047619047619,33.08888888888889,31.409523809523808,0.0,0.06742857142857143,10.661111111111111,9.788095238095238,1.6055555555555558,1.230952380952381,1.5555555555555556,1.7523809523809522,12.916666666666666,13.43095238095238,2.3000000000000003,1.5285714285714285,0.5499999999999999,0.2833333333333333,14.283333333333331,12.983333333333333,1.0944444444444443,0.7547619047619047
09/06/2012,"Montana St. @ Athens, Ohio",2-3,5.0,0,47.0,17.0,147.0,0.0,45.0,4.0,6.0,58.0,3.0,18.0,0.0,63.0,0.0,Montana St.,5,9.4,3.4,29.4,9.0,0.8,1.2,11.6,0.6,3.6,0.0,12.6,0.0,11.722222222222223,10.820833333333333,5.8055555555555545,4.302083333333333,35.444444444444436,32.44166666666666,0.0,0.059000000000000004,11.194444444444445,9.939583333333333,1.138888888888889,1.2020833333333334,1.4444444444444446,1.7416666666666665,13.583333333333334,13.752083333333333,2.5,1.7125,0.4166666666666667,0.24791666666666667,14.361111111111109,13.089583333333332,0.6944444444444443,0.6604166666666667
09/07/2012,"Belmont @ Athens, Ohio",0-3,3.0,0,25.0,22.0,104.0,0.0,23.0,6.0,5.0,47.0,1.0,6.0,0.0,35.0,0.0,Belmont,3,8.333333333333334,7.333333333333333,34.666666666666664,7.666666666666667,2.0,1.6666666666666667,15.666666666666666,0.3333333333333333,2.0,0.0,11.666666666666666,0.0,10.077777777777778,10.662962962962963,5.161111111111111,4.201851851851852,34.02222222222222,32.1037037037037,0.0,0.052444444444444446,9.416666666666666,9.835185185185185,0.85,1.1574074074074074,1.288888888888889,1.6814814814814811,12.783333333333333,13.512962962962963,2.3666666666666667,1.9222222222222223,0.4166666666666667,0.22037037037037038,12.56111111111111,13.035185185185183,0.5833333333333333,0.587037037037037
09/15/2012,@ Siena,1-3,4.0,0,42.0,26.0,154.0,0.0,39.0,4.0,2.0,61.0,2.0,6.0,3.0,51.0,1.0,Siena,4,10.5,6.5,38.5,9.75,1.0,0.5,15.25,0.5,1.5,0.75,12.75,0.25,9.688888888888888,10.43,6.022222222222222,4.515,34.577777777777776,32.36,0.0,0.047200000000000006,9.222222222222221,9.618333333333334,1.2666666666666666,1.2416666666666667,1.511111111111111,1.6799999999999997,14.422222222222222,13.728333333333333,2.8666666666666667,1.9300000000000002,0.0,0.19833333333333333,12.699999999999998,12.898333333333332,0.0,0.5283333333333333
