date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/24/2012,San Jose St.,1-3,4.0,0,45.0,27.0,143.0,0.126,41.0,4.0,9.0,60.0,1.0,18.0,1.0,59.0,0.0,San Jose St.,4,11.25,6.75,35.75,10.25,1.0,2.25,15.0,0.25,4.5,0.25,14.75,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/24/2012,Canisius,3-1,4.0,0,55.0,24.0,148.0,0.209,54.0,10.0,13.0,70.0,1.0,13.0,1.0,72.5,1.0,Canisius,4,13.75,6.0,37.0,13.5,2.5,3.25,17.5,0.25,3.25,0.25,18.125,0.25,,5.625,,3.375,,17.875,,0.063,,5.125,,0.5,,1.125,,7.5,,2.25,,0.125,,7.375,,0.0
08/25/2012,Oral Roberts,3-2,5.0,0,62.0,26.0,181.0,0.199,61.0,5.0,7.0,71.0,3.0,20.0,2.0,80.0,1.0,Oral Roberts,5,12.4,5.2,36.2,12.2,1.0,1.4,14.2,0.6,4.0,0.4,16.0,0.2,,8.333333333333334,,4.25,,24.25,,0.11166666666666665,,7.916666666666667,,1.1666666666666667,,1.8333333333333333,,10.833333333333334,,2.5833333333333335,,0.16666666666666666,,10.958333333333334,,0.08333333333333333
08/31/2012,"Eastern Ky. @ Notre Dame, IN",3-0,3.0,0,41.0,12.0,107.0,0.0,40.0,3.0,6.0,58.0,5.0,18.0,2.0,58.0,0.0,Eastern Ky.,3,13.666666666666666,4.0,35.666666666666664,13.333333333333334,1.0,2.0,19.33333333333333,1.6666666666666667,6.0,0.6666666666666666,19.33333333333333,0.0,12.466666666666667,9.35,5.983333333333333,4.4875,36.31666666666667,27.2375,0.17800000000000002,0.1335,11.983333333333334,8.9875,1.5,1.125,2.3000000000000003,1.725,15.566666666666668,11.675,3.9166666666666665,2.9375,0.3,0.225,16.291666666666668,12.21875,0.15,0.1125
09/01/2012,@ Notre Dame,1-3,4.0,0,39.0,22.0,134.0,0.0,36.0,8.0,8.0,42.0,1.0,16.0,0.0,56.0,2.0,Notre Dame,4,9.75,5.5,33.5,9.0,2.0,2.0,10.5,0.25,4.0,0.0,14.0,0.5,13.27222222222222,10.213333333333333,5.066666666666666,4.39,36.28888888888889,28.923333333333336,0.136,0.1068,13.011111111111111,9.856666666666667,1.5,1.1,2.216666666666667,1.78,17.01111111111111,13.206666666666667,4.416666666666667,3.55,0.4388888888888889,0.31333333333333335,17.819444444444443,13.641666666666666,0.15,0.09
09/02/2012,"UAB @ Notre Dame, IN",0-3,3.0,0,29.0,23.0,110.0,0.0,27.0,4.0,4.0,45.0,1.0,8.0,1.0,38.0,0.0,UAB,3,9.666666666666666,7.666666666666667,36.66666666666666,9.0,1.3333333333333333,1.3333333333333333,15.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,12.666666666666666,0.0,11.938888888888888,10.136111111111111,4.8999999999999995,4.575,35.12222222222223,29.686111111111114,0.06633333333333334,0.08900000000000001,11.511111111111111,9.71388888888889,1.3333333333333333,1.25,1.8,1.8166666666666667,14.677777777777777,12.755555555555555,4.666666666666667,3.625,0.35555555555555557,0.2611111111111111,16.444444444444443,13.701388888888888,0.2333333333333333,0.15833333333333333
09/07/2012,@ Cleveland St.,1-3,4.0,0,46.0,26.0,157.0,0.0,42.0,3.0,11.0,58.0,0.0,8.0,4.0,53.0,2.0,Cleveland St.,4,11.5,6.5,39.25,10.5,0.75,2.75,14.5,0.0,2.0,1.0,13.25,0.5,11.027777777777779,10.06904761904762,5.722222222222222,5.016666666666667,35.27777777777777,30.683333333333334,0.0,0.07628571428571429,10.444444444444445,9.611904761904762,1.4444444444444444,1.261904761904762,1.7777777777777777,1.7476190476190478,14.944444444444443,13.076190476190476,4.222222222222222,3.488095238095238,0.3333333333333333,0.2714285714285714,15.33333333333333,13.553571428571429,0.16666666666666666,0.1357142857142857
09/08/2012,"Oakland @ Cleveland, OH",0-3,3.0,0,34.0,17.0,108.0,0.0,34.0,2.0,8.0,44.0,0.0,10.0,4.0,41.0,2.0,Oakland,3,11.333333333333334,5.666666666666667,36.0,11.333333333333334,0.6666666666666666,2.6666666666666665,14.666666666666666,0.0,3.333333333333333,1.3333333333333333,13.666666666666666,0.6666666666666666,10.305555555555555,10.247916666666667,6.555555555555556,5.202083333333333,36.47222222222222,31.754166666666666,0.0,0.06675,9.5,9.722916666666666,1.361111111111111,1.1979166666666667,2.027777777777778,1.8729166666666668,13.333333333333334,13.254166666666666,2.888888888888889,3.3020833333333335,0.4444444444444445,0.3625,13.305555555555555,13.515625,0.3333333333333333,0.18125
09/08/2012,"Eastern Ky. @ Cleveland, OH",2-3,5.0,0,60.0,31.0,159.0,0.0,57.0,7.0,18.0,65.0,0.0,12.0,2.0,73.0,1.0,Eastern Ky.,5,12.0,6.2,31.8,11.4,1.4,3.6,13.0,0.0,2.4,0.4,14.6,0.2,10.833333333333334,10.368518518518519,6.611111111111112,5.253703703703703,37.30555555555555,32.22592592592592,0.0,0.059333333333333335,10.277777777777777,9.901851851851852,0.9166666666666666,1.1388888888888888,2.25,1.9611111111111112,14.722222222222221,13.411111111111111,2.6666666666666665,3.3055555555555554,0.888888888888889,0.4703703703703704,13.194444444444443,13.532407407407408,0.38888888888888884,0.2351851851851852
09/14/2012,Dartmouth,3-2,5.0,0,66.0,32.0,170.0,0.0,63.0,4.0,12.0,75.0,4.0,20.0,1.0,84.0,1.0,Dartmouth,5,13.2,6.4,34.0,12.6,0.8,2.4,15.0,0.8,4.0,0.2,16.8,0.2,11.611111111111112,10.531666666666666,6.122222222222223,5.348333333333334,35.68333333333334,32.18333333333333,0.0,0.0534,11.077777777777778,10.051666666666666,0.9388888888888888,1.165,3.005555555555556,2.1250000000000004,14.055555555555555,13.37,2.577777777777778,3.215,0.9111111111111111,0.4633333333333334,13.838888888888889,13.639166666666668,0.45555555555555555,0.2316666666666667
